Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Килемарская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247					
1	"Число избирателей, внесенных в списки"	10573	1479	1544	833	326	383	443	390	1677	313	317	525	212	369	146	445	195	230	274	247	225					
2	"Число бюллетеней, полученных участковыми комиссиями"	10301	1400	1508	830	330	380	430	390	1600	300	320	510	210	360	152	440	193	228	270	240	210					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5140	752	912	371	154	137	225	129	738	156	193	148	156	188	89	162	122	103	179	127	99					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1048	113	59	17	10	56	36	112	106	38	7	134	17	58	17	110	31	48	19	30	30					
6	Число погашенных бюллетеней	4113	535	537	442	166	187	169	149	756	106	120	228	37	114	46	168	40	77	72	83	81					
7	Число бюллетеней в переносных ящиках для голосования	1048	113	59	17	10	56	36	112	106	38	7	134	17	58	17	110	31	48	19	30	30					
8	Число бюллетеней в стационарных ящиках для голосования	5139	751	912	371	154	137	225	129	738	156	193	148	156	188	89	162	122	103	179	127	99					
9	Число недействительных бюллетеней	124	10	17	9	7	2	5	8	12	5	5	9	4	4	2	6	3	2	7	3	4					
10	Число действительных бюллетеней	6063	854	954	379	157	191	256	233	832	189	195	273	169	242	104	266	150	149	191	154	125					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	491	51	50	30	20	20	20	20	40	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	113	15	18	5	0	2	4	0	14	7	8	3	7	4	5	12	2	0	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	9	8	2	1	1	2	2	12	2	4	2	2	2	1	8	4	2	0	3	3					
14	Число погашенных открепительных удостоверений	378	36	32	25	20	18	16	20	26	13	12	17	13	16	15	8	18	20	15	18	20					
15	Число открепительных удостоверений выданных ТИК	9	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	94	10	6	7	3	7	3	3	13	4	6	5	1	4	1	4	2	0	6	4	5					
		1.51%	1.15%	0.61%	1.80%	1.82%	3.62%	1.14%	1.24%	1.54%	2.06%	3.0%	1.77%	0.57%	1.62%	0.94%	1.47%	1.30%	0.0%	3.03%	2.54%	3.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	76	15	11	8	2	3	2	1	17	4	2	0	4	1	0	1	0	0	2	1	2					
		1.22%	1.73%	1.13%	2.06%	1.21%	1.55%	0.76%	0.41%	2.01%	2.06%	1.0%	0.0%	2.31%	0.40%	0.0%	0.36%	0.0%	0.0%	1.01%	0.63%	1.55%					
