Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Бугульминская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141					
1	"Число избирателей, внесенных в список избирателей"	66693	1600	1844	1923	1543	1618	1001	1019	1157	1475	1227	1081	1802	1239	1340	1431	1395	1720	1055	1057	1166	1062	1170	1110	1605	1133	1166	1282	1677	1572	1580	1477	1086	1018	1321	1452	1383	1692	1646	1783	1356	995	1009	1605	1788	883	1410	1505	1763	235	236					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68007	1618	1907	1957	1557	1660	1057	1022	1155	1485	1227	1096	1806	1294	1391	1440	1421	1766	1147	1130	1193	1101	1226	1124	1633	1145	1190	1346	1683	1574	1588	1477	1094	1074	1343	1684	1383	1704	1681	1789	1345	1000	1017	1613	1778	899	1414	1526	1776	235	236					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	56221	1354	1648	1635	1283	1323	845	883	955	1254	1007	877	1588	1006	1012	1172	1178	1441	824	900	1003	921	972	938	1356	944	989	1064	1439	1291	1329	1143	889	824	1065	1276	1097	1426	1363	1709	1139	789	860	1355	1566	790	1189	1386	1453	235	236					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3102	55	19	57	89	85	39	42	41	45	36	77	45	95	158	78	91	74	92	52	59	55	58	52	58	63	40	66	53	108	68	110	44	42	58	176	88	16	49	48	31	61	86	54	45	25	51	61	107	0	0					
6	Число погашенных избирательных бюллетеней	8684	209	240	265	185	252	173	97	159	186	184	142	173	193	221	190	152	251	231	178	131	125	196	134	219	138	161	216	191	175	191	224	161	208	220	232	198	262	269	32	175	150	71	204	167	84	174	79	216	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3102	55	19	57	89	85	39	42	41	45	36	77	45	95	158	78	91	74	92	52	59	55	58	52	58	63	40	66	53	108	68	110	44	42	58	176	88	16	49	48	31	61	86	54	45	25	51	61	107	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56217	1354	1648	1635	1283	1323	845	883	955	1254	1007	877	1588	1006	1012	1172	1178	1441	824	900	1003	921	972	938	1356	944	989	1064	1439	1291	1329	1143	889	824	1065	1276	1097	1422	1363	1709	1139	789	860	1355	1566	790	1189	1386	1453	235	236					
9	Число недействительных избирательных бюллетеней	403	4	0	0	7	10	5	4	0	30	19	0	23	0	0	12	4	10	11	7	5	3	10	0	13	7	13	0	8	5	10	9	10	0	2	1	6	0	12	26	15	6	0	0	0	19	15	8	24	30	0					
10	Число действительных избирательных бюллетеней	58916	1405	1667	1692	1365	1398	879	921	996	1269	1024	954	1610	1101	1170	1238	1265	1505	905	945	1057	973	1020	990	1401	1000	1016	1130	1484	1394	1387	1244	923	866	1121	1451	1179	1438	1400	1731	1155	844	946	1409	1611	796	1225	1439	1536	205	236					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	752	16	16	15	15	15	10	10	10	15	10	10	20	15	15	15	15	20	10	10	25	25	15	15	20	15	15	15	20	20	20	20	15	15	19	15	20	20	20	20	15	10	10	15	20	10	11	15	15	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	489	16	16	15	10	15	10	3	5	14	9	10	5	3	4	6	12	14	10	10	25	25	15	15	9	8	12	12	5	15	5	2	10	15	17	8	7	17	12	13	9	10	4	10	11	5	3	1	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	1	5	5	2	2	1	3	5	3	5	5	3	0	3	4	1	3	3	3	2	0	2	1	8	2	1	2	0	0	3	2	0	0	3	3	0	0	0	0	3	2	1	3	2	1	2	2	1	56	1					
14	Число погашенных неиспользованных открепительных удостоверений	263	0	0	0	5	0	0	7	5	1	1	0	15	12	11	9	3	6	0	0	0	0	0	0	11	7	3	3	15	5	15	18	5	0	2	7	13	3	8	7	6	0	6	5	9	5	8	14	13	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	0	0	0	1	2	1	1	0	1	0	2	0	1	0	0	1	1	1	0	0	3	0	1	1	0	1	0	1	3	1	2	1	4	0	0	1	1	1	4	1	1	0	1	3	1	4	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2315	30	22	180	10	44	8	31	17	40	32	44	12	11	0	48	75	84	30	36	14	38	41	10	45	41	51	41	31	9	51	48	49	14	176	15	24	102	72	229	59	72	88	54	31	49	10	48	41	3	5					
		3.90%	2.13%	1.32%	10.64%	0.73%	3.13%	0.90%	3.35%	1.71%	3.08%	3.07%	4.61%	0.73%	0.99%	0.00%	3.84%	5.91%	5.54%	3.28%	3.78%	1.32%	3.89%	3.98%	1.01%	3.18%	4.07%	4.96%	3.63%	2.08%	0.64%	3.65%	3.83%	5.25%	1.62%	15.67%	1.03%	2.03%	7.09%	5.10%	13.03%	5.04%	8.47%	9.30%	3.83%	1.92%	6.01%	0.81%	3.32%	2.63%	1.28%	2.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2243	71	35	58	14	33	40	24	64	36	53	43	18	11	58	30	41	50	42	11	20	22	50	50	64	53	62	74	51	23	77	49	44	10	6	59	23	67	86	33	57	110	70	79	68	24	22	81	53	18	6					
		3.78%	5.04%	2.10%	3.43%	1.02%	2.34%	4.52%	2.59%	6.43%	2.77%	5.08%	4.51%	1.10%	0.99%	4.96%	2.40%	3.23%	3.30%	4.59%	1.16%	1.88%	2.25%	4.85%	5.05%	4.53%	5.26%	6.03%	6.55%	3.42%	1.64%	5.51%	3.91%	4.72%	1.15%	0.53%	4.06%	1.94%	4.66%	6.09%	1.88%	4.87%	12.94%	7.40%	5.61%	4.22%	2.94%	1.77%	5.60%	3.40%	7.66%	2.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	276	1	9	2	4	5	0	12	10	1	5	6	3	0	0	6	2	8	5	5	0	1	7	7	9	3	8	7	1	8	3	44	10	0	2	1	6	16	5	5	5	4	10	6	6	2	2	7	6	0	1					
		0.47%	0.07%	0.54%	0.12%	0.29%	0.36%	0.00%	1.30%	1.00%	0.08%	0.48%	0.63%	0.18%	0.00%	0.00%	0.48%	0.16%	0.53%	0.55%	0.53%	0.00%	0.10%	0.68%	0.71%	0.64%	0.30%	0.78%	0.62%	0.07%	0.57%	0.21%	3.51%	1.07%	0.00%	0.18%	0.07%	0.51%	1.11%	0.35%	0.28%	0.43%	0.47%	1.06%	0.43%	0.37%	0.25%	0.16%	0.48%	0.38%	0.00%	0.42%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8680	225	250	175	301	225	119	109	125	212	185	93	315	250	234	157	177	228	108	124	211	161	138	160	196	133	109	139	195	220	173	80	133	173	90	285	240	157	158	324	126	228	124	136	271	70	247	115	261	3	12					
		14.63%	15.97%	14.99%	10.34%	21.94%	15.98%	13.46%	11.78%	12.55%	16.32%	17.74%	9.75%	19.29%	22.71%	20.00%	12.56%	13.95%	15.05%	11.79%	13.03%	19.87%	16.50%	13.40%	16.16%	13.86%	13.21%	10.59%	12.30%	13.07%	15.73%	12.38%	6.38%	14.26%	19.98%	8.01%	19.63%	20.25%	10.92%	11.19%	18.44%	10.77%	26.82%	13.11%	9.65%	16.82%	8.59%	19.92%	7.95%	16.73%	1.28%	5.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	427	11	17	8	4	16	8	2	9	20	15	7	4	3	0	21	9	6	2	8	2	6	7	10	13	5	8	14	11	10	3	24	11	4	0	1	4	12	9	5	10	10	13	10	4	20	10	9	11	0	1					
		0.72%	0.78%	1.02%	0.47%	0.29%	1.14%	0.90%	0.22%	0.90%	1.54%	1.44%	0.73%	0.24%	0.27%	0.00%	1.68%	0.71%	0.40%	0.22%	0.84%	0.19%	0.61%	0.68%	1.01%	0.92%	0.50%	0.78%	1.24%	0.74%	0.71%	0.21%	1.92%	1.18%	0.46%	0.00%	0.07%	0.34%	0.83%	0.64%	0.28%	0.85%	1.18%	1.37%	0.71%	0.25%	2.45%	0.81%	0.62%	0.71%	0.00%	0.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	44759	1065	1330	1269	1031	1070	704	740	767	953	730	757	1254	826	878	966	961	1128	715	758	810	742	773	743	1065	761	772	847	1194	1119	1078	962	671	665	844	1089	876	1079	1062	1134	893	416	635	1120	1226	628	929	1175	1158	180	211					
