Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
"Наименование Избирательной комиссии:    Воронеж, Ленинская"																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
1	"Число избирателей, внесенных в списки"	97206	2726	2439	1760	2401	1831	1924	2250	2457	1984	2162	2355	2001	2579	1995	2239	1902	2637	2836	2876	194	1936	1969	2289	1942	1909	2055	1839	1675	1726	1628	1747	2007	1861	1947	1852	1572	1619	2669	2524	2802	1156	1823	1495	2462	2667	1938	2549					
2	"Число бюллетеней, полученных участковыми комиссиями"	86403	2300	2200	1600	2000	1600	1700	2000	2000	1800	2000	2000	1800	2200	1800	2000	1700	2300	2500	2500	203	1800	1800	2000	1700	1700	1800	1600	1100	1500	1400	1500	1800	1700	1700	1700	1400	1400	2300	2200	2500	2200	1600	1300	2200	2400	1700	2200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	46418	1374	1121	891	1216	817	911	1100	1356	916	833	921	862	1218	748	1191	910	1393	1483	1299	156	758	784	1097	762	723	917	891	701	740	936	874	1083	943	1012	879	754	699	1176	1275	1367	1134	781	588	1209	1366	973	1280					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1806	97	74	14	21	29	14	20	35	42	97	40	19	18	39	37	45	32	22	49	0	77	41	17	46	70	71	63	19	48	25	34	20	60	34	37	49	33	34	23	45	22	26	58	29	20	18	43					
6	Число погашенных бюллетеней	38179	829	1005	695	763	754	775	880	609	842	1070	1039	919	964	1013	772	745	875	995	1152	47	965	975	886	892	907	812	646	380	712	439	592	697	697	654	784	597	668	1090	902	1088	1044	793	654	962	1014	709	877					
7	Число бюллетеней в переносных ящиках для голосования	1806	97	74	14	21	29	14	20	35	42	97	40	19	18	39	37	45	32	22	49	0	77	41	17	46	70	71	63	19	48	25	34	20	60	34	37	49	33	34	23	45	22	26	58	29	20	18	43					
8	Число бюллетеней в стационарных ящиках для голосования	46348	1368	1121	891	1216	817	911	1100	1356	916	833	921	862	1218	748	1191	910	1393	1483	1299	156	757	784	1050	762	723	917	891	701	739	936	874	1075	943	1012	879	754	699	1175	1275	1365	1134	781	588	1205	1366	973	1280					
9	Число недействительных бюллетеней	551	11	15	18	19	6	2	8	20	14	0	22	19	16	7	16	8	15	12	20	19	15	17	20	14	11	22	14	7	11	9	4	3	10	5	9	1	7	8	7	6	15	7	10	5	13	25	9					
10	Число действительных бюллетеней	47603	1454	1180	887	1218	840	923	1112	1371	944	930	939	862	1220	780	1212	947	1410	1493	1328	137	819	808	1047	794	782	966	940	713	776	952	904	1092	993	1041	907	802	725	1201	1291	1404	1141	800	636	1229	1373	966	1314					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	967	90	90	20	10	30	10	15	10	10	10	30	10	20	12	10	10	20	40	10	10	10	10	10	30	10	20	10	40	15	30	20	20	15	20	20	20	10	20	25	20	20	15	10	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	697	87	83	14	10	10	4	13	9	2	7	29	7	14	4	2	7	14	32	6	2	5	4	9	21	3	11	10	16	13	24	13	10	10	14	11	19	5	14	23	18	9	10	7	14	19	15	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	406	18	20	8	7	1	10	8	49	6	4	6	11	9	7	2	3	10	3	10	0	9	4	7	3	10	6	6	1	8	6	7	7	5	16	6	9	14	27	6	8	13	5	6	8	0	8	9					
14	Число погашенных открепительных удостоверений	270	3	7	6	0	20	6	2	1	8	3	1	3	6	8	8	3	6	8	4	8	5	6	1	9	7	9	0	24	2	6	7	10	5	6	9	1	5	6	2	2	11	5	3	6	1	5	6					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	400	17	10	6	13	10	9	8	11	11	5	13	11	7	3	14	9	11	8	7	3	15	13	8	4	12	9	5	3	5	8	6	3	5	3	13	10	5	9	9	6	8	9	5	8	17	6	10					
		0.83%	1.16%	0.83%	0.66%	1.05%	1.18%	0.97%	0.71%	0.79%	1.14%	0.53%	1.35%	1.24%	0.56%	0.38%	1.14%	0.94%	0.77%	0.53%	0.51%	1.92%	1.79%	1.57%	0.74%	0.49%	1.51%	0.91%	0.52%	0.41%	0.63%	0.83%	0.66%	0.27%	0.49%	0.28%	1.41%	1.24%	0.68%	0.74%	0.69%	0.42%	0.69%	1.11%	0.77%	0.64%	1.22%	0.60%	0.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3068	62	50	52	75	35	60	52	82	38	28	54	39	55	22	51	44	62	104	72	14	37	57	72	53	37	102	46	42	50	83	74	85	110	81	78	86	55	69	119	144	92	61	35	77	69	80	123					
		6.37%	4.23%	4.18%	5.74%	6.06%	4.13%	6.48%	4.64%	5.89%	3.96%	3.01%	5.61%	4.42%	4.44%	2.79%	4.15%	4.60%	4.35%	6.91%	5.34%	8.97%	4.43%	6.90%	6.74%	6.55%	4.66%	10.32%	4.82%	5.83%	6.35%	8.63%	8.14%	7.76%	10.96%	7.74%	8.51%	10.70%	7.51%	5.70%	9.16%	10.21%	7.95%	7.55%	5.41%	6.23%	4.97%	8.07%	9.29%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1184	45	20	26	31	20	26	44	34	23	28	26	26	19	22	32	23	34	29	32	4	25	17	20	20	26	27	30	15	20	28	20	22	22	21	17	13	13	30	32	23	35	25	24	33	23	23	36					
		2.45%	3.07%	1.67%	2.87%	2.50%	2.36%	2.81%	3.92%	2.44%	2.40%	3.01%	2.70%	2.95%	1.53%	2.79%	2.60%	2.40%	2.38%	1.92%	2.37%	2.56%	2.99%	2.06%	1.87%	2.47%	3.27%	2.73%	3.14%	2.08%	2.54%	2.91%	2.20%	2.00%	2.19%	2.00%	1.85%	1.61%	1.77%	2.48%	2.46%	1.63%	3.02%	3.09%	3.71%	2.67%	1.65%	2.32%	2.72%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2447	58	49	48	47	44	49	49	50	39	36	28	40	50	19	28	42	52	85	75	2	40	28	62	31	37	40	37	28	42	64	60	74	74	99	76	76	48	68	95	94	53	34	28	73	60	50	86					
		5.08%	3.95%	4.10%	5.30%	3.79%	5.20%	5.29%	4.37%	3.59%	4.07%	3.87%	2.91%	4.54%	4.04%	2.41%	2.28%	4.39%	3.64%	5.64%	5.56%	1.28%	4.79%	3.39%	5.81%	3.83%	4.66%	4.04%	3.87%	3.88%	5.33%	6.65%	6.60%	6.75%	7.37%	9.46%	8.29%	9.46%	6.55%	5.62%	7.31%	6.66%	4.58%	4.21%	4.33%	5.91%	4.32%	5.04%	6.50%					
22	"5. ""За Русь Святую"""	256	14	14	3	13	2	4	3	5	7	7	3	6	1	6	7	14	4	5	8	3	13	8	6	2	4	4	7	4	2	8	4	4	6	6	3	2	4	6	3	1	6	6	6	2	3	5	2					
