Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Хвастовичская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718					
1	"Число избирателей, внесенных в список избирателей"	8201	106	464	126	230	480	241	345	80	152	204	240	288	93	253	2544	1100	1255					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8854	117	492	149	273	527	283	392	79	179	229	262	364	107	266	2689	1160	1286					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5330	62	290	95	143	366	133	243	57	94	138	210	190	51	179	1649	646	784					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1045	38	134	22	39	64	82	45	11	29	50	21	44	33	28	143	125	137					
6	Число погашенных избирательных бюллетеней	2479	17	68	32	91	97	68	104	11	56	41	31	130	23	59	897	389	365					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1045	38	134	22	39	64	82	45	11	29	50	21	44	33	28	143	125	137					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5330	62	290	95	143	366	133	243	57	94	138	210	190	51	179	1649	646	784					
9	Число недействительных избирательных бюллетеней	93	0	8	0	1	3	4	7	0	2	1	2	3	2	2	35	7	16					
10	Число действительных избирательных бюллетеней	6282	100	416	117	181	427	211	281	68	121	187	229	231	82	205	1757	764	905					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	416	5	35	20	13	25	19	22	4	8	15	13	35	10	10	96	61	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	414	5	35	20	13	25	19	22	4	8	15	13	35	10	10	94	61	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	140	5	18	3	4	8	4	3	4	6	7	8	3	8	11	30	8	10					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	300	9	15	4	30	22	21	18	0	25	14	10	38	10	10	54	18	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	563	6	30	6	10	32	13	22	1	8	6	13	19	6	15	185	122	69					
		8.83%	6.00%	7.08%	5.13%	5.49%	7.44%	6.05%	7.64%	1.47%	6.50%	3.19%	5.63%	8.12%	7.14%	7.25%	10.32%	15.82%	7.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	713	5	51	1	33	39	30	39	7	21	24	20	16	8	11	241	82	85					
		11.18%	5.00%	12.03%	0.85%	18.13%	9.07%	13.95%	13.54%	10.29%	17.07%	12.77%	8.66%	6.84%	9.52%	5.31%	13.45%	10.64%	9.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	1	5	0	0	3	0	2	0	1	0	5	2	0	0	12	4	8					
		0.67%	1.00%	1.18%	0.00%	0.00%	0.70%	0.00%	0.69%	0.00%	0.81%	0.00%	2.16%	0.85%	0.00%	0.00%	0.67%	0.52%	0.87%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1249	9	44	24	21	98	50	59	4	25	17	32	72	6	45	387	143	213					
		19.59%	9.00%	10.38%	20.51%	11.54%	22.79%	23.26%	20.49%	5.88%	20.33%	9.04%	13.85%	30.77%	7.14%	21.74%	21.60%	18.55%	23.13%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	1	0	1	2	6	0	7	0	0	1	2	3	0	2	21	8	12					
		1.04%	1.00%	0.00%	0.85%	1.10%	1.40%	0.00%	2.43%	0.00%	0.00%	0.53%	0.87%	1.28%	0.00%	0.97%	1.17%	1.04%	1.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3627	78	284	82	112	247	118	152	56	66	137	155	119	62	132	910	402	515					
		56.89%	78.00%	66.98%	70.09%	61.54%	57.44%	54.88%	52.78%	82.35%	53.66%	72.87%	67.10%	50.85%	73.81%	63.77%	50.78%	52.14%	55.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	0	2	3	3	2	0	0	0	0	2	2	0	0	0	1	3	3					
		0.33%	0.00%	0.47%	2.56%	1.65%	0.47%	0.00%	0.00%	0.00%	0.00%	1.06%	0.87%	0.00%	0.00%	0.00%	0.06%	0.39%	0.33%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
