Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Хвастовичская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714					
1	"Число избирателей, внесенных в списки избирателей"	9113	164	567	292	161	597	239	405	92	195	250	73	262	389	134	317	2516	1130	1330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8220	141	509	266	150	537	214	364	82	175	228	66	237	352	125	293	2295	991	1195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5431	76	363	196	103	360	155	237	64	99	178	43	186	214	54	216	1557	614	716					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	955	53	139	43	26	79	39	36	7	41	31	21	5	62	33	44	63	89	144					
6	Число погашенных избирательных бюллетеней	1834	12	7	27	21	98	20	91	11	35	19	2	46	76	38	33	675	288	335					
7	Число избирательных бюллетеней в переносных ящиках для голосования	955	53	139	43	26	79	39	36	7	41	31	21	5	62	33	44	63	89	144					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5430	76	363	196	103	360	155	237	64	99	178	43	186	214	54	216	1556	614	716					
9	Число недействительных избирательных бюллетеней	42	0	2	3	1	4	1	1	1	1	0	0	2	1	0	1	14	7	3					
10	Число действительных избирательных бюллетеней	6343	129	500	236	128	435	193	272	70	139	209	64	189	275	87	259	1605	696	857					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	78	2	4	3	2	3	1	4	2	1	1	1	1	4	1	5	30	12	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	57	2	2	3	2	3	0	3	0	0	0	0	0	4	1	5	23	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	35	5	3	1	1	0	0	1	1	0	0	1	0	1	2	4	10	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	2	0	0	0	1	1	2	1	1	1	1	0	0	0	7	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	147	0	8	4	2	0	2	10	3	6	1	0	11	10	3	23	31	19	14					
		2.30%	0.00%	1.59%	1.67%	1.55%	0.00%	1.03%	3.66%	4.23%	4.29%	0.48%	0.00%	5.76%	3.62%	3.45%	8.85%	1.91%	2.70%	1.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	6	1	1					
		0.22%	0.78%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	1.56%	0.00%	0.00%	2.30%	0.00%	0.37%	0.14%	0.12%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.71%	0.00%	0.00%	0.52%	0.36%	0.00%	0.00%	0.00%	0.00%	0.12%					
