Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Оконешниковская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419					
1	"Число избирателей, внесенных в списки"	12238	1107	854	1123	1157	128	75	590	20	67	351	214	769	144	187	640	112	97	899	84	138	109	147	574	80	100	558	107	155	76	36	1006	102	180	179	73					
2	"Число бюллетеней, полученных участковыми комиссиями"	12270	1090	851	1110	1161	127	75	623	22	69	350	217	762	150	189	642	110	99	900	83	139	113	147	572	81	113	558	103	155	79	38	1004	104	180	179	75					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7419	629	503	598	528	89	46	353	20	67	254	137	473	101	130	441	78	70	601	70	110	92	98	300	71	83	310	99	113	60	34	500	90	102	115	54					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	316	35	26	24	30	6	11	0	0	0	8	0	23	0	0	26	0	0	20	0	0	0	5	19	0	4	26	0	10	2	0	25	0	11	5	0					
6	Число погашенных бюллетеней	4535	426	322	488	603	32	18	270	2	2	88	80	266	49	59	175	32	29	279	13	29	21	44	253	10	26	222	4	32	17	4	479	14	67	59	21					
7	Число бюллетеней в переносных ящиках для голосования	316	35	26	24	30	6	11	0	0	0	8	0	23	0	0	26	0	0	20	0	0	0	5	19	0	4	26	0	10	2	0	25	0	11	5	0					
8	Число бюллетеней в стационарных ящиках для голосования	7419	629	503	598	528	89	46	353	20	67	254	137	473	101	130	441	78	70	601	70	110	92	98	300	71	83	310	99	113	60	34	500	90	102	115	54					
9	Число недействительных бюллетеней	157	12	10	9	10	1	1	5	0	0	3	5	7	4	2	9	0	2	19	0	2	1	9	10	0	0	17	2	1	0	0	12	2	0	2	0					
10	Число действительных бюллетеней	7578	652	519	613	548	94	56	348	20	67	259	132	489	97	128	458	78	68	602	70	108	91	94	309	71	87	319	97	122	62	34	513	88	113	118	54					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	10	10	10	10	3	3	10	3	3	10	5	10	3	3	10	3	3	11	3	3	3	6	10	3	3	10	3	3	3	3	12	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	4	3	3	4	0	0	0	0	0	0	0	0	3	0	4	0	0	1	0	0	0	1	0	0	1	3	0	0	0	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	5	2	3	1	0	1	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	168	6	7	7	6	3	3	10	3	3	10	5	10	0	3	6	3	3	10	3	3	3	5	10	3	2	7	3	3	3	3	10	3	3	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	170	11	9	12	9	4	2	5	0	0	5	5	8	2	2	11	2	2	16	1	5	3	8	4	0	3	13	2	1	4	2	13	2	1	1	2					
		2.19%	1.65%	1.70%	1.92%	1.61%	4.21%	3.50%	1.41%	0.0%	0.0%	1.90%	3.64%	1.61%	1.98%	1.53%	2.35%	2.56%	2.85%	2.57%	1.42%	4.54%	3.26%	7.76%	1.25%	0.0%	3.44%	3.86%	2.02%	0.81%	6.45%	5.88%	2.47%	2.22%	0.88%	0.83%	3.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	89	8	6	11	3	1	0	2	0	0	0	2	10	0	2	7	0	0	17	1	0	1	0	5	0	4	2	0	0	0	0	5	0	0	1	1					
		1.15%	1.20%	1.13%	1.76%	0.53%	1.05%	0.0%	0.56%	0.0%	0.0%	0.0%	1.45%	2.01%	0.0%	1.53%	1.49%	0.0%	0.0%	2.73%	1.42%	0.0%	1.08%	0.0%	1.56%	0.0%	4.59%	0.59%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.83%	1.85%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	165	12	13	16	14	0	0	13	1	0	2	4	10	0	0	14	3	1	6	2	2	2	0	6	5	3	7	5	1	0	3	9	4	4	0	3					
		2.13%	1.80%	2.45%	2.57%	2.50%	0.0%	0.0%	3.68%	5.0%	0.0%	0.76%	2.91%	2.01%	0.0%	0.0%	2.99%	3.84%	1.42%	0.96%	2.85%	1.81%	2.17%	0.0%	1.88%	7.04%	3.44%	2.08%	5.05%	0.81%	0.0%	8.82%	1.71%	4.44%	3.53%	0.0%	5.55%					
