Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Енисейская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190					
1	"Число избирателей, внесенных в списки"	22144	1900	2422	487	532	289	1019	382	381	1034	989	160	739	1026	1546	133	1501	377	226	298	269	921	328	127	251	105	886	182	78	259	149	67	1611	470	628	90	78	100	104					
2	"Число бюллетеней, полученных участковыми комиссиями"	22140	1910	2440	500	530	290	1010	380	370	1050	960	155	740	1025	1560	140	1500	390	235	300	275	920	330	130	250	115	870	180	80	255	150	70	1570	460	635	90	80	95	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	26	0	41	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11183	1100	1308	253	320	145	359	205	214	524	472	79	307	339	604	87	676	192	122	189	152	430	189	100	146	86	426	113	49	138	63	35	854	338	372	44	46	61	46					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	668	43	66	24	0	53	12	19	6	72	39	6	16	37	23	9	28	8	21	8	4	8	28	5	0	0	53	0	0	0	0	0	50	10	20	0	0	0	0					
6	Число погашенных бюллетеней	10210	767	1066	223	210	92	639	156	150	454	449	70	417	649	933	44	796	190	92	103	107	482	113	25	104	29	391	67	31	117	61	35	625	112	243	46	34	34	54					
7	Число бюллетеней в переносных ящиках для голосования	668	43	66	24	0	53	12	19	6	72	39	6	16	37	23	9	28	8	21	8	4	8	28	5	0	0	53	0	0	0	0	0	50	10	20	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11259	1100	1308	253	320	145	359	205	213	524	472	79	307	337	604	87	676	192	122	189	164	430	189	100	146	86	426	113	49	138	89	35	895	338	372	44	46	61	46					
9	Число недействительных бюллетеней	120	9	20	4	2	1	0	6	2	8	0	2	5	5	0	3	3	1	5	3	3	9	3	0	0	0	5	0	0	0	1	0	14	5	1	0	0	0	0					
10	Число действительных бюллетеней	11807	1134	1354	273	318	197	371	218	217	588	511	83	318	369	627	93	701	199	138	194	165	429	214	105	146	86	474	113	49	138	88	35	931	343	391	44	46	61	46					
