Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Войковский район																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №3049					
1	"Число избирателей, внесенных в списки"	45549	2496	2779	2280	2396	2516	2305	2311	2563	2498	2460	2395	2813	2084	2500	2276	2179	2158	2078	1946	516					
2	"Число бюллетеней, полученных участковыми комиссиями"	41170	2260	2520	2070	2160	2310	2030	2080	2330	2290	2110	2150	2520	1890	2260	2040	1980	1950	1910	1760	550					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26313	1492	1710	1321	1502	1460	1285	1284	1425	1376	1324	1328	1462	1202	1384	1307	1308	1223	1271	1134	515					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	709	54	41	43	38	36	44	45	58	32	24	27	25	44	35	34	28	41	31	29	0					
6	Число погашенных бюллетеней	14148	714	769	706	620	814	701	751	847	882	762	795	1033	644	841	699	644	686	608	597	35					
7	Число бюллетеней в переносных ящиках для голосования	709	54	41	43	38	36	44	45	58	32	24	27	25	44	35	34	28	41	31	29	0					
8	Число бюллетеней в стационарных ящиках для голосования	26128	1429	1701	1319	1502	1424	1285	1284	1425	1370	1320	1324	1460	1158	1377	1307	1308	1223	1263	1134	515					
9	Число недействительных бюллетеней	301	14	24	18	14	14	11	11	19	19	9	20	10	18	23	17	21	12	8	11	8					
10	Число действительных бюллетеней	26536	1469	1718	1344	1526	1446	1318	1318	1464	1383	1335	1331	1475	1184	1389	1324	1315	1252	1286	1152	507					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	950	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	560	23	33	34	26	26	29	24	43	33	40	20	25	31	44	25	22	31	29	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	403	21	18	31	31	10	34	12	24	24	26	15	24	19	34	11	22	22	2	23	0					
14	Число погашенных открепительных удостоверений	390	27	17	16	24	24	21	26	7	17	10	30	25	19	6	25	28	19	21	28	0					
15	Число открепительных удостоверений выданных ТИК	9	1	0	1	0	0	0	0	1	0	1	2	0	0	0	2	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	154	9	10	3	12	7	6	7	14	7	7	8	4	11	7	13	7	6	4	5	7					
		0.57%	0.60%	0.57%	0.22%	0.77%	0.47%	0.45%	0.52%	0.94%	0.49%	0.52%	0.59%	0.26%	0.91%	0.49%	0.96%	0.52%	0.47%	0.30%	0.42%	1.35%					
