Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Бийская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	28130	651	713	351	2459	453	1311	787	444	87	813	1592	298	1934	543	1776	417	433	1137	103	408	378	2380	2190	2559	1076	1041	189	210	277	185	935									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28161	650	720	356	2478	452	1313	795	447	87	814	1617	291	1945	541	1776	414	432	1135	98	406	383	2374	2195	2547	1088	1041	184	209	273	182	918									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9969	174	262	151	680	165	539	339	178	44	365	682	106	816	198	702	144	122	349	24	77	66	753	827	706	393	371	65	94	133	81	363									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	522	73	41	4	18	7	47	8	17	4	29	18	2	23	10	13	19	3	45	8	0	1	13	14	29	24	10	0	4	6	8	24									
6	Число погашенных избирательных бюллетеней	17670	403	417	201	1780	280	727	448	252	39	420	917	183	1106	333	1061	251	307	741	66	329	316	1608	1354	1812	671	660	119	111	134	93	531									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	522	73	41	4	18	7	47	8	17	4	29	18	2	23	10	13	19	3	45	8	0	1	13	14	29	24	10	0	4	6	8	24									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9963	174	262	151	680	165	539	339	178	44	365	682	106	815	198	700	144	122	349	24	77	66	753	826	705	393	370	65	94	133	81	363									
9	Число недействительных избирательных бюллетеней	253	4	8	4	23	6	14	5	0	1	7	23	4	3	13	13	3	1	7	1	4	3	21	29	15	17	10	1	1	4	2	6									
10	Число действительных избирательных бюллетеней	10232	243	295	151	675	166	572	342	195	47	387	677	104	835	195	700	160	124	387	31	73	64	745	811	719	400	370	64	97	135	87	381									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	144	2	2	2	10	2	6	7	2	2	3	10	2	6	2	10	2	2	5	2	2	2	10	15	10	8	4	2	2	2	2	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	91	2	0	1	7	0	6	7	0	1	3	10	2	5	1	10	2	2	4	0	0	0	7	8	1	8	1	0	0	0	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	2	1	2	4	2	5	2	1	1	2	3	5	5	3	4	4	2	2	2	0	0	5	6	12	0	2	1	4	2	0	6									
14	Число погашенных неиспользованных открепительных удостоверений	53	0	2	1	3	2	0	0	2	1	0	0	0	1	1	0	0	0	1	2	2	2	3	7	9	0	3	2	2	2	2	3									
