Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Крутихинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990					
1	"Число избирателей, внесенных в списки избирателей"	9581	82	336	617	256	900	1251	602	158	76	1649	1511	530	155	43	167	331	917					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9446	80	325	610	250	855	1250	600	155	75	1550	1500	550	146	45	170	350	935					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6050	61	243	437	165	593	629	372	88	63	1060	953	375	103	40	139	218	511					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	649	7	21	32	38	62	135	37	15	0	86	48	55	10	0	9	24	70					
6	Число погашенных избирательных бюллетеней	2747	12	61	141	47	200	486	191	52	12	404	499	120	33	5	22	108	354					
7	Число избирательных бюллетеней в переносных ящиках для голосования	649	7	21	32	38	62	135	37	15	0	86	48	55	10	0	9	24	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6050	61	243	437	165	593	629	372	88	63	1060	953	375	103	40	139	218	511					
9	Число недействительных избирательных бюллетеней	61	1	0	7	1	4	6	0	1	0	15	12	8	1	0	0	0	5					
10	Число действительных избирательных бюллетеней	6638	67	264	462	202	651	758	409	102	63	1131	989	422	112	40	148	242	576					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	97	2	5	5	5	10	7	5	2	2	14	12	8	2	1	2	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	24	0	0	0	0	1	0	1	1	0	7	3	8	0	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	24	0	2	1	0	2	0	2	4	2	7	2	1	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	73	2	5	5	5	9	7	4	1	2	7	9	0	2	1	0	5	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	297	1	20	20	2	25	40	24	1	5	46	31	7	8	4	5	25	33					
