Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Ардатовская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47					
1	"Число избирателей, внесенных в списки"	24280	760	737	758	1301	1537	1272	750	750	775	1240	1263	510	1503	188	217	281	93	371	274	760	317	117	193	206	563	580	83	335	288	148	179	420	577	231	715	166	351	771	221	63	192	77	315	263	122	687	760					
2	"Число бюллетеней, полученных участковыми комиссиями"	24257	752	745	745	1242	1558	1246	748	734	766	1216	1301	508	1520	190	217	280	95	371	275	760	319	125	197	208	562	586	84	337	290	148	181	421	574	233	705	170	350	776	229	65	195	79	319	270	121	683	761					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21299	678	655	628	999	1213	1021	639	672	677	1038	1082	460	1371	174	169	261	87	352	263	739	276	102	163	187	488	469	83	318	270	148	162	418	538	179	676	131	341	715	175	54	165	77	305	256	113	623	689					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1175	20	59	39	116	64	53	44	19	29	43	35	0	7	12	29	18	6	10	7	6	38	9	17	14	64	61	0	14	15	0	14	0	24	47	17	35	8	37	26	8	27	0	10	3	5	16	50					
6	Число погашенных бюллетеней	1783	54	31	78	127	281	172	65	43	60	135	184	48	142	4	19	1	2	9	5	15	5	14	17	7	10	56	1	5	5	0	5	3	12	7	12	4	1	24	28	3	3	2	4	11	3	44	22					
7	Число бюллетеней в переносных ящиках для голосования	1175	20	59	39	116	64	53	44	19	29	43	35	0	7	12	29	18	6	10	7	6	38	9	17	14	64	61	0	14	15	0	14	0	24	47	17	35	8	37	26	8	27	0	10	3	5	16	50					
8	Число бюллетеней в стационарных ящиках для голосования	21299	678	655	628	999	1213	1021	639	672	677	1038	1082	460	1371	174	169	261	87	352	263	739	276	102	163	187	488	469	83	318	270	148	162	418	538	179	676	131	341	715	175	54	165	77	305	256	113	623	689					
9	Число недействительных бюллетеней	127	1	0	0	8	0	4	5	3	0	5	3	0	5	1	0	0	0	2	3	2	0	8	0	0	0	0	0	4	0	0	0	0	3	1	0	17	0	1	3	0	0	0	0	0	0	41	7					
10	Число действительных бюллетеней	22347	697	714	667	1107	1277	1070	678	688	706	1076	1114	460	1373	185	198	279	93	360	267	743	314	103	180	201	552	530	83	328	285	148	176	418	559	225	693	149	349	751	198	62	192	77	315	259	118	598	732					
