Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
"Наименование Избирательной комиссии:    Орск, Ленинская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214					
1	"Число избирателей, внесенных в список избирателей"	60190	2712	2325	2017	1142	1816	1405	1122	1585	1299	1286	1667	1851	1748	1514	2033	2404	2294	2344	2668	2097	1610	1960	1742	1751	1506	2251	1873	1794	1891	2162	1634	2237	450					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	59600	2700	2300	2000	1100	1800	1400	1100	1500	1300	1300	1600	1800	1700	1500	2000	2400	2300	2300	2600	2100	1700	2000	1700	1700	1500	2200	1800	1800	1900	2200	1600	2200	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25389	1241	911	819	504	659	610	532	706	579	570	658	844	723	727	872	1134	1110	1063	1281	917	676	850	813	804	653	920	677	601	636	732	529	785	253					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1170	33	53	74	17	37	20	17	30	29	25	88	22	22	37	20	24	30	34	17	19	25	65	34	20	31	12	57	122	11	44	40	35	26					
6	Число погашенных избирательных бюллетеней	33041	1426	1336	1107	579	1104	770	551	764	692	705	854	934	955	736	1108	1242	1160	1203	1302	1164	999	1085	853	876	816	1268	1066	1077	1253	1424	1031	1380	221					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1170	33	53	74	17	37	20	17	30	29	25	88	22	22	37	20	24	30	34	17	19	25	65	34	20	31	12	57	122	11	44	40	35	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25385	1241	911	819	504	659	610	532	706	579	570	658	844	723	727	872	1134	1110	1061	1281	917	676	850	813	804	653	918	677	601	636	732	529	785	253					
9	Число недействительных избирательных бюллетеней	366	16	13	9	6	14	17	3	8	7	15	6	7	8	8	9	21	13	12	15	13	14	10	2	10	8	15	22	13	11	19	6	5	11					
10	Число действительных избирательных бюллетеней	26189	1258	951	884	515	682	613	546	728	601	580	740	859	737	756	883	1137	1127	1083	1283	923	687	905	845	814	676	915	712	710	636	757	563	815	268					
