Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Вохомская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
1	"Число избирателей, внесенных в список избирателей"	9448	1979	1785	175	110	405	403	293	264	274	97	157	56	185	117	214	139	277	308	355	594	168	177	138	85	233	460					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8679	1811	1623	159	100	376	361	268	233	248	87	143	57	177	113	196	127	251	285	327	554	156	167	131	88	213	428					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4790	1083	1007	120	64	167	144	160	116	140	53	79	26	107	50	75	51	124	119	174	298	109	93	77	41	113	200					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1225	155	102	4	9	122	118	23	69	55	19	30	8	27	33	77	30	47	90	33	42	12	25	21	3	20	51					
6	Число погашенных избирательных бюллетеней	2664	573	514	35	27	87	99	85	48	53	15	34	23	43	30	44	46	80	76	120	214	35	49	33	44	80	177					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1225	155	102	4	9	122	118	23	69	55	19	30	8	27	33	77	30	47	90	33	42	12	25	21	3	20	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4790	1083	1007	120	64	167	144	160	116	140	53	79	26	107	50	75	51	124	119	174	298	109	93	77	41	113	200					
9	Число недействительных избирательных бюллетеней	37	9	6	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	2	2	8	2	0	0	0	1	2					
10	Число действительных избирательных бюллетеней	5978	1229	1103	123	73	289	261	183	184	195	72	109	34	134	83	151	81	170	207	205	332	119	118	98	44	132	249					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	154	20	15	3	3	10	5	4	4	5	3	3	6	8	4	4	3	5	4	5	15	6	3	3	5	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	91	19	10	0	3	10	0	1	1	3	1	0	4	6	4	2	0	1	3	0	11	4	0	2	4	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	21	15	1	2	2	6	3	1	1	1	3	3	1	1	2	2	0	1	1	1	1	1	0	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	63	1	5	3	0	0	5	3	3	2	2	3	2	2	0	2	3	4	1	5	4	2	3	1	1	3	3					
