Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Перелюбская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276					
1	"Число избирателей, внесенных в список избирателей"	12658	2556	2156	607	618	334	411	168	626	490	144	396	154	716	405	288	325	707	797	208	552					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13270	2440	2390	670	660	350	410	170	680	555	215	430	170	750	410	280	320	740	830	210	590					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8054	1246	1085	339	553	306	371	145	413	387	58	298	76	486	310	159	276	531	458	161	396					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1460	194	204	114	30	12	39	13	69	63	69	39	67	162	28	4	18	74	148	34	79					
6	Число погашенных избирательных бюллетеней	3756	1000	1101	217	77	32	0	12	198	105	88	93	27	102	72	117	26	135	224	15	115					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1460	194	204	114	30	12	39	13	69	63	69	39	67	162	28	4	18	74	148	34	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8053	1245	1085	339	553	306	371	145	413	387	58	298	76	486	310	159	276	531	458	161	396					
9	Число недействительных избирательных бюллетеней	115	20	17	3	4	0	4	0	7	2	0	4	7	26	0	2	0	2	5	1	11					
10	Число действительных избирательных бюллетеней	9398	1419	1272	450	579	318	406	158	475	448	127	333	136	622	338	161	294	603	601	194	464					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	400	55	34	47	14	20	5	5	35	25	25	20	10	20	4	5	0	30	23	3	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	398	55	34	47	14	20	5	5	35	25	25	20	10	20	4	5	0	30	21	3	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	0	13	2	19	4	2	4	3	0	3	2	0	0	1	9	2	5	0	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	100	5	5	1	0	0	0	0	8	29	35	1	0	11	1	0	1	0	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
