Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Кинельская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256					
1	"Число избирателей, внесенных в список"	22848	757	1078	1137	1102	307	2845	301	142	527	141	1800	400	1255	184	2744	184	223	155	1256	1610	1002	585	696	1676	741					
2	Число полученных избирательных бюллетеней	20961	755	935	1035	990	290	2600	270	144	470	145	1630	380	1180	235	2410	191	190	156	1125	1470	910	530	710	1520	690					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13945	502	660	685	625	225	1391	235	96	346	91	1246	271	743	125	1361	100	150	91	767	1327	693	345	391	1029	450					
5	"Число избирательных бюллетеней, выданных вне помещения"	1520	63	28	161	94	27	163	0	13	30	9	87	21	74	59	121	20	20	3	105	136	45	65	47	69	60					
6	Число погашенных избирательных бюллетеней	5496	190	247	189	271	38	1046	35	35	94	45	297	88	363	51	928	71	20	62	253	7	172	120	272	422	180					
7	Число избирательных бюллетеней в переносных ящиках	1520	63	28	161	94	27	163	0	13	30	9	87	21	74	59	121	20	20	3	105	136	45	65	47	69	60					
8	Число бюллетеней в стационарных ящиках для голосования	13945	502	660	685	625	225	1391	235	96	346	91	1246	271	743	125	1361	100	150	91	767	1327	693	345	391	1029	450					
9	Число недействительных избирательных бюллетеней	292	3	7	10	12	6	45	5	3	6	3	35	5	22	1	40	0	1	1	9	30	20	7	11	10	0					
10	Число действительных избирательных бюллетеней	15173	562	681	836	707	246	1509	230	106	370	97	1298	287	795	183	1442	120	169	93	863	1433	718	403	427	1088	510					
11	Число полученных открепительных  удостоверений	430	30	25	30	20	7	40	5	5	8	5	25	10	20	5	40	5	5	5	20	40	20	10	15	20	15					
12	Число выданных открепительных удостоверений	237	27	18	24	3	0	40	0	1	1	3	7	1	13	0	19	1	0	1	5	40	8	2	0	16	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	261	1	53	14	20	2	23	6	7	13	3	7	3	8	3	6	6	12	4	6	18	6	6	7	15	12					
14	Число неиспользованных открепительных удостоверений	193	3	7	6	17	7	0	5	4	7	2	18	9	7	5	21	4	5	4	15	0	12	8	15	4	8					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
