Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Дубовская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16253	748	368	782	914	539	299	698	1396	1666	579	1382	1554	268	1195	905	382	300	472	531	516	759									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14615	679	331	687	854	489	270	630	1269	1515	410	1261	1390	239	1087	821	343	265	422	490	467	696									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6255	282	89	300	369	215	70	210	437	964	171	465	514	86	432	373	144	79	217	287	222	329									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1240	100	66	130	60	22	68	78	44	70	66	38	56	47	35	73	30	42	27	41	42	105									
6	Число погашенных избирательных бюллетеней	7120	297	176	257	425	252	132	342	788	481	173	758	820	106	620	375	169	144	178	162	203	262									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1240	100	66	130	60	22	68	78	44	70	66	38	56	47	35	73	30	42	27	41	42	105									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6251	282	89	300	369	215	70	210	437	961	171	465	514	86	432	373	144	79	217	287	222	328									
9	Число недействительных избирательных бюллетеней	264	14	5	7	12	5	14	0	5	73	24	21	13	1	14	9	6	7	16	3	5	10									
10	Число действительных избирательных бюллетеней	7227	368	150	423	417	232	124	288	476	958	213	482	557	132	453	437	168	114	228	325	259	423									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	269	11	7	20	13	9	6	10	21	24	19	21	23	6	17	12	7	6	8	9	9	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	130	8	7	20	13	1	0	1	6	18	14	14	14	0	2	0	1	0	0	0	2	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	0	3	2	0	0	1	2	14	6	2	4	9	2	2	1	1	6	4	1	3	5									
14	Число погашенных неиспользованных открепительных удостоверений	139	3	0	0	0	8	6	9	15	6	5	7	9	6	15	12	6	6	8	9	7	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	1	0	0	0	1	3	2	1	3	2	0	1	4	0	0	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	97	5	13	1	9	1	0	2	2	13	0	8	8	3	11	5	0	0	4	1	5	6									
		1.29%	1.31%	8.39%	0.23%	2.10%	0.42%	0.00%	0.69%	0.42%	1.26%	0.00%	1.59%	1.40%	2.26%	2.36%	1.12%	0.00%	0.00%	1.64%	0.30%	1.89%	1.39%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	263	11	5	6	15	15	5	9	16	23	11	24	23	6	12	27	5	2	10	7	13	18									
		3.51%	2.88%	3.23%	1.40%	3.50%	6.33%	3.62%	3.13%	3.33%	2.23%	4.64%	4.77%	4.04%	4.51%	2.57%	6.05%	2.87%	1.65%	4.10%	2.13%	4.92%	4.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	102	7	3	9	8	6	3	3	5	10	4	9	5	0	5	3	2	1	3	3	7	6									
		1.36%	1.83%	1.94%	2.09%	1.86%	2.53%	2.17%	1.04%	1.04%	0.97%	1.69%	1.79%	0.88%	0.00%	1.07%	0.67%	1.15%	0.83%	1.23%	0.91%	2.65%	1.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3986	182	88	292	266	98	74	184	231	630	102	227	276	65	158	242	97	62	146	223	130	213									
		53.21%	47.64%	56.77%	67.91%	62.00%	41.35%	53.62%	63.89%	48.02%	61.11%	43.04%	45.13%	48.42%	48.87%	33.83%	54.26%	55.75%	51.24%	59.84%	67.99%	49.24%	49.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	1	0	4	0	2	0	0	3	10	2	2	4	1	3	2	0	2	2	2	3	2									
		0.60%	0.26%	0.00%	0.93%	0.00%	0.84%	0.00%	0.00%	0.62%	0.97%	0.84%	0.40%	0.70%	0.75%	0.64%	0.45%	0.00%	1.65%	0.82%	0.61%	1.14%	0.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	1	4	1	1	1	2	2	1	0	0	1	1	3	0	0	0	0	1	4	1	1									
		0.33%	0.26%	2.58%	0.23%	0.23%	0.42%	1.45%	0.69%	0.21%	0.00%	0.00%	0.20%	0.18%	2.26%	0.00%	0.00%	0.00%	0.00%	0.41%	1.22%	0.38%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1095	63	16	57	52	26	16	32	84	95	42	86	104	26	90	62	26	32	34	50	48	54									
		14.62%	16.49%	10.32%	13.26%	12.12%	10.97%	11.59%	11.11%	17.46%	9.21%	17.72%	17.10%	18.25%	19.55%	19.27%	13.90%	14.94%	26.45%	13.93%	15.24%	18.18%	12.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	0	1	1	0	1	1	3	1	5	1	4	1	2	1	1	0	0	0	2	1	4									
		0.40%	0.00%	0.65%	0.23%	0.00%	0.42%	0.72%	1.04%	0.21%	0.48%	0.42%	0.80%	0.18%	1.50%	0.21%	0.22%	0.00%	0.00%	0.00%	0.61%	0.38%	0.92%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	1	0	1	2	0	1	0	5	9	0	7	2	1	1	2	0	0	0	1	0	2									
		0.47%	0.26%	0.00%	0.23%	0.47%	0.00%	0.72%	0.00%	1.04%	0.87%	0.00%	1.39%	0.35%	0.75%	0.21%	0.45%	0.00%	0.00%	0.00%	0.30%	0.00%	0.46%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	2	0	1	1	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.10%	0.00%	0.20%	0.18%	0.00%	0.00%	0.22%	0.00%	1.65%	0.00%	0.30%	0.38%	0.23%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	4	1	1	3	1	0	2	1	1	0	4	6	2	3	3	0	0	0	2	0	5									
		0.52%	1.05%	0.65%	0.23%	0.70%	0.42%	0.00%	0.69%	0.21%	0.10%	0.00%	0.80%	1.05%	1.50%	0.64%	0.67%	0.00%	0.00%	0.00%	0.61%	0.00%	1.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1002	71	13	37	42	52	13	29	89	107	32	69	69	16	97	70	24	7	19	18	36	92									
		13.38%	18.59%	8.39%	8.60%	9.79%	21.94%	9.42%	10.07%	18.50%	10.38%	13.50%	13.72%	12.11%	12.03%	20.77%	15.70%	13.79%	5.79%	7.79%	5.49%	13.64%	21.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	2	3	1	1	2	1	3	0	2	2	0	0	1	0	0	1	0	2	0									
		0.28%	0.00%	0.00%	0.47%	0.70%	0.42%	0.72%	0.69%	0.21%	0.29%	0.00%	0.40%	0.35%	0.00%	0.00%	0.22%	0.00%	0.00%	0.41%	0.00%	0.76%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	477	22	6	11	16	28	8	20	36	51	19	38	55	7	72	18	14	6	8	11	12	19									
		6.37%	5.76%	3.87%	2.56%	3.73%	11.81%	5.80%	6.94%	7.48%	4.95%	8.02%	7.55%	9.65%	5.26%	15.42%	4.04%	8.05%	4.96%	3.28%	3.35%	4.55%	4.39%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
