Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Бутурлинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №385	УИК №386	УИК №387	УИК №388	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402					
1	"Число избирателей, внесенных в списки избирателей"	11723	2176	1866	1553	349	524	349	118	619	100	241	255	302	55	134	295	513	137	272	73	60	390	201	303	444	253	141					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11965	2200	2000	1600	350	550	330	110	570	110	250	250	320	55	125	300	530	145	280	85	60	400	185	310	450	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7579	1321	1157	856	218	361	282	92	398	60	185	154	198	39	100	199	343	99	178	53	43	242	149	207	318	205	122					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1065	74	126	122	39	53	29	12	129	20	19	34	37	8	14	34	59	13	31	12	8	53	13	37	58	26	5					
6	Число погашенных избирательных бюллетеней	3320	804	717	622	93	136	19	6	43	30	46	62	85	8	11	67	128	33	71	20	9	105	23	66	74	19	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1065	74	126	122	39	53	29	12	129	20	19	34	37	8	14	34	59	13	31	12	8	53	13	37	58	26	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7578	1320	1157	856	218	361	282	92	398	60	185	154	198	39	100	199	343	99	178	53	43	242	149	207	318	205	122					
9	Число недействительных избирательных бюллетеней	47	14	3	6	0	4	1	0	2	0	1	2	3	0	1	0	3	0	0	1	0	3	1	1	1	0	0					
10	Число действительных избирательных бюллетеней	8596	1380	1280	972	257	410	310	104	525	80	203	186	232	47	113	233	399	112	209	64	51	292	161	243	375	231	127					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	397	37	40	40	30	15	10	10	15	10	14	6	20	0	10	15	15	10	20	10	0	10	7	15	10	18	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	334	37	40	40	6	15	10	10	14	6	14	6	18	0	1	15	8	8	14	10	0	10	7	15	10	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	106	14	9	7	3	1	7	3	10	4	8	6	1	2	5	4	1	0	2	3	2	1	5	3	0	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	63	0	0	0	24	0	0	0	1	4	0	0	2	0	9	0	7	2	6	0	0	0	0	0	0	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	343	51	45	21	13	16	13	0	16	10	19	8	9	1	11	5	31	1	18	2	0	7	7	8	17	9	5					
		3.97%	3.66%	3.51%	2.15%	5.06%	3.86%	4.18%	0.00%	3.04%	12.50%	9.31%	4.26%	3.83%	2.13%	9.65%	2.15%	7.71%	0.89%	8.61%	3.08%	0.00%	2.37%	4.32%	3.28%	4.52%	3.90%	3.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	14	10	2	2	1	0	1	2	0	1	1	1	0	0	1	0	0	3	0	1	0	0	0	0	0	0					
		0.46%	1.00%	0.78%	0.20%	0.78%	0.24%	0.00%	0.96%	0.38%	0.00%	0.49%	0.53%	0.43%	0.00%	0.00%	0.43%	0.00%	0.00%	1.44%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0					
