Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Бутурлинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №380	УИК №382	УИК №383	УИК №385	УИК №388	УИК №390	УИК №391	УИК №392	УИК №393	УИК №395	УИК №398	УИК №399	УИК №400	УИК №401					
1	"Число избирателей, внесенных в список избирателей"	11928	2217	2019	1545	370	577	465	706	231	244	318	277	541	148	332	82	351	213	413	437	442					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11550	2000	1900	1700	350	550	430	750	230	240	330	300	500	120	300	70	350	200	400	410	420					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7194	1341	1447	982	213	320	246	343	177	103	152	189	275	75	174	52	214	148	240	296	207					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1050	37	139	66	37	31	68	134	19	43	66	31	37	22	54	14	36	17	57	40	102					
6	Число погашенных избирательных бюллетеней	3306	622	314	652	100	199	116	273	34	94	112	80	188	23	72	4	100	35	103	74	111					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1050	37	139	66	37	31	68	134	19	43	66	31	37	22	54	14	36	17	57	40	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7194	1341	1447	982	213	320	246	343	177	103	152	189	275	75	174	52	214	148	240	296	207					
9	Число недействительных избирательных бюллетеней	123	13	1	13	4	8	3	3	10	0	2	3	13	3	23	0	2	3	13	4	2					
10	Число действительных избирательных бюллетеней	8121	1365	1585	1035	246	343	311	474	186	146	216	217	299	94	205	66	248	162	284	332	307					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	50	50	30	20	20	10	30	15	15	30	30	20	10	10	10	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	278	37	33	18	11	20	7	10	14	15	30	26	0	2	7	8	13	9	2	3	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	246	52	91	38	3	5	4	6	5	1	1	3	7	1	4	8	4	3	4	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	172	13	17	12	9	0	3	20	1	0	0	4	20	8	3	2	7	11	18	17	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	37	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	477	93	49	37	15	27	27	46	12	11	17	17	25	7	11	1	20	13	17	22	10					
		5.79%	6.75%	3.09%	3.53%	6.00%	7.69%	8.60%	9.64%	6.12%	7.53%	7.80%	7.73%	8.01%	7.22%	4.82%	1.52%	8.00%	7.88%	5.72%	6.55%	3.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	719	124	117	51	27	37	49	51	18	10	22	20	35	7	16	12	25	20	16	35	27					
		8.72%	8.99%	7.38%	4.87%	10.80%	10.54%	15.61%	10.69%	9.18%	6.85%	10.09%	9.09%	11.22%	7.22%	7.02%	18.18%	10.00%	12.12%	5.39%	10.42%	8.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	7	12	4	2	0	1	1	0	0	0	1	2	0	1	0	1	0	0	1	3					
		0.44%	0.51%	0.76%	0.38%	0.80%	0.00%	0.32%	0.21%	0.00%	0.00%	0.00%	0.45%	0.64%	0.00%	0.44%	0.00%	0.40%	0.00%	0.00%	0.30%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2422	567	481	318	109	83	75	142	31	36	76	46	113	26	46	8	71	31	46	54	63					
		29.38%	41.15%	30.33%	30.34%	43.60%	23.65%	23.89%	29.77%	15.82%	24.66%	34.86%	20.91%	36.22%	26.80%	20.18%	12.12%	28.40%	18.79%	15.49%	16.07%	20.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	8	7	8	1	2	1	3	4	0	1	1	2	0	0	0	1	0	3	0	0					
		0.51%	0.58%	0.44%	0.76%	0.40%	0.57%	0.32%	0.63%	2.04%	0.00%	0.46%	0.45%	0.64%	0.00%	0.00%	0.00%	0.40%	0.00%	1.01%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4402	559	917	611	92	192	157	229	121	89	100	132	122	54	130	45	130	98	201	219	204					
		53.40%	40.57%	57.82%	58.30%	36.80%	54.70%	50.00%	48.01%	61.73%	60.96%	45.87%	60.00%	39.10%	55.67%	57.02%	68.18%	52.00%	59.39%	67.68%	65.18%	66.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	7	2	6	0	2	1	2	0	0	0	0	0	0	1	0	0	0	1	1	0					
		0.28%	0.51%	0.13%	0.57%	0.00%	0.57%	0.32%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.34%	0.30%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
