Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Кирово-Чепецкая городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №215	УИК №216	УИК №217	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591					
1	"Число избирателей, внесенных в список избирателей"	68868	1445	1538	1529	1156	2018	2031	2419	1262	2045	2253	1428	1855	2247	1579	2556	1373	1740	948	2028	2835	2175	2355	1113	1748	2008	898	2525	2608	2636	1818	1346	915	1090	1508	390	1033	360	1658	1605	1308	1486					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61900	1200	1300	1500	1000	1800	1800	2000	1100	1800	2000	1200	1500	2000	1400	2200	1300	1700	800	2000	2500	2000	2100	1000	1600	1800	700	2200	2500	2500	1800	1300	700	1100	1200	300	900	800	1500	1300	1200	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35789	784	989	737	592	1198	1110	1418	608	864	1124	875	971	1072	748	1436	766	765	358	1069	1235	1133	1346	683	798	1029	597	1385	1313	1631	974	786	411	380	689	108	589	94	852	756	593	923					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1572	30	9	6	16	50	38	51	24	143	27	28	30	9	18	36	6	7	3	11	12	12	18	13	8	31	6	16	13	32	7	10	204	247	69	3	36	198	21	47	13	14					
6	Число погашенных избирательных бюллетеней	24539	386	302	757	392	552	652	531	468	793	849	297	499	919	634	728	528	928	439	920	1253	855	736	304	794	740	97	799	1174	837	819	504	85	473	442	189	275	508	627	497	594	363					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1521	30	9	6	16	50	38	51	24	143	27	28	30	9	18	36	6	7	3	11	12	12	18	13	8	31	6	16	13	32	7	10	204	247	69	3	36	147	21	47	13	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35568	764	975	737	592	1198	1110	1385	608	864	1124	865	971	1070	748	1400	766	765	358	1069	1235	1122	1346	683	798	1029	587	1384	1313	1570	974	786	411	380	689	108	583	94	852	756	593	906					
9	Число недействительных избирательных бюллетеней	589	15	15	8	11	24	22	24	15	19	11	10	21	11	16	22	11	10	8	20	25	14	31	13	9	18	9	28	23	24	7	11	8	7	13	4	7	0	15	10	8	12					
10	Число действительных избирательных бюллетеней	36500	779	969	735	597	1224	1126	1412	617	988	1140	883	980	1068	750	1414	761	762	353	1060	1222	1120	1333	683	797	1042	584	1372	1303	1578	974	785	607	620	745	107	612	241	858	793	598	908					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1027	25	25	25	25	35	27	25	25	25	25	25	25	30	25	25	25	25	25	25	35	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	735	15	23	19	11	30	27	21	11	23	25	17	24	30	18	22	11	17	14	21	34	24	23	21	15	22	14	19	19	25	21	13	1	8	13	0	16	0	13	23	20	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	731	13	6	11	10	18	15	14	24	122	34	15	23	15	9	16	18	31	8	14	11	14	14	12	56	10	6	14	13	15	10	10	15	6	11	10	17	14	12	20	15	10					
14	Число погашенных неиспользованных открепительных удостоверений	292	10	2	6	14	5	0	4	14	2	0	8	1	0	7	3	14	8	11	4	1	1	2	4	10	3	11	6	6	0	4	12	24	17	12	25	9	0	12	2	5	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	179	1	4	6	0	9	6	4	1	6	7	4	10	8	4	8	3	6	3	3	4	6	11	9	1	5	6	6	9	6	5	3	0	2	3	1	4	0	4	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9775	221	261	206	154	339	271	358	161	192	293	249	285	305	251	347	225	221	99	345	370	337	365	144	210	301	145	409	369	428	279	231	103	173	121	27	140	43	231	208	137	221					
		26.36%	27.83%	26.52%	27.73%	25.33%	27.16%	23.61%	24.93%	25.47%	19.07%	25.46%	27.88%	28.47%	28.27%	32.77%	24.16%	29.15%	28.63%	27.42%	31.94%	29.67%	29.72%	26.76%	20.69%	26.05%	28.40%	24.45%	29.21%	27.83%	26.72%	28.44%	29.02%	16.75%	27.59%	15.96%	24.32%	22.62%	17.84%	26.46%	25.90%	22.61%	24.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4971	94	112	124	102	127	142	187	85	100	131	84	131	176	91	213	116	131	76	143	179	151	153	75	128	139	57	210	231	221	150	110	65	124	69	21	81	12	122	123	89	96					
		13.40%	11.84%	11.38%	16.69%	16.78%	10.18%	12.37%	13.02%	13.45%	9.93%	11.38%	9.41%	13.09%	16.31%	11.88%	14.83%	15.03%	16.97%	21.05%	13.24%	14.35%	13.32%	11.22%	10.78%	15.88%	13.11%	9.61%	15.00%	17.42%	13.80%	15.29%	13.82%	10.57%	19.78%	9.10%	18.92%	13.09%	4.98%	13.97%	15.32%	14.69%	10.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	353	4	11	6	12	9	9	14	9	11	10	9	6	17	14	2	4	7	1	11	10	17	12	9	5	7	7	19	19	16	9	5	5	9	4	2	3	0	7	8	5	9					
		0.95%	0.50%	1.12%	0.81%	1.97%	0.72%	0.78%	0.97%	1.42%	1.09%	0.87%	1.01%	0.60%	1.58%	1.83%	0.14%	0.52%	0.91%	0.28%	1.02%	0.80%	1.50%	0.88%	1.29%	0.62%	0.66%	1.18%	1.36%	1.43%	0.99%	0.92%	0.63%	0.81%	1.44%	0.53%	1.80%	0.48%	0.00%	0.80%	0.99%	0.83%	0.98%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7613	121	198	161	124	276	216	310	130	196	232	165	250	203	154	248	151	161	67	246	296	265	294	156	181	258	126	297	265	282	221	184	58	122	125	25	124	26	208	154	148	189					
