Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Ревдинская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753					
1	"Число избирателей, внесенных в списки"	50809	1316	2005	2023	1246	842	1816	2719	2876	2311	1564	2661	2262	2755	2003	1839	2326	2103	2058	2541	2249	1803	1987	1539	592	1708	523	387	466	289					
2	"Число бюллетеней, полученных участковыми комиссиями"	49170	1250	1950	1950	1200	800	1750	2650	2800	2275	1500	2600	2200	2675	1950	1775	2250	2050	1975	2475	2200	1750	1950	1475	550	1650	475	325	450	270					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21455	298	740	955	613	396	796	1257	1452	1110	663	1175	1060	1254	954	850	993	907	837	1072	779	607	644	607	185	635	174	96	123	223					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	925	69	17	31	17	15	17	37	19	19	29	16	13	15	31	20	28	24	11	17	75	94	81	22	22	42	68	70	6	0					
6	Число погашенных бюллетеней	26790	883	1193	964	570	389	937	1356	1329	1146	808	1409	1127	1406	965	905	1229	1119	1127	1386	1346	1049	1225	846	343	973	233	159	321	47					
7	Число бюллетеней в переносных ящиках для голосования	924	69	17	31	17	15	17	37	19	19	29	15	13	15	31	20	28	24	11	17	75	94	81	22	22	42	68	70	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	21455	298	740	955	613	396	796	1257	1452	1110	663	1175	1060	1254	954	850	993	907	837	1072	779	607	644	607	185	635	174	96	123	223					
9	Число недействительных бюллетеней	280	0	21	9	5	6	5	16	21	20	6	13	7	21	10	8	21	8	10	12	8	2	4	7	3	13	4	0	13	7					
10	Число действительных бюллетеней	22099	367	736	977	625	405	808	1278	1450	1109	686	1177	1066	1248	975	862	1000	923	838	1077	846	699	721	622	204	664	238	166	116	216					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	397	10	15	18	10	5	15	20	20	15	14	20	15	20	15	15	15	15	15	20	20	15	20	10	5	15	10	5	5	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	112	0	1	5	2	1	3	5	12	11	14	3	7	6	3	7	6	4	0	4	4	7	1	0	0	1	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	6	3	4	2	4	2	3	6	0	2	2	3	2	6	1	1	3	4	4	1	4	4	0	1	2	7	9	0	0					
14	Число погашенных открепительных удостоверений	285	10	14	13	8	4	12	15	8	4	0	17	8	14	12	8	9	11	15	16	16	8	19	10	5	14	5	5	5	0					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	159	1	12	0	8	2	10	11	6	10	3	11	6	11	3	10	4	1	6	3	2	5	14	7	2	6	0	2	3	0					
		0.71%	0.27%	1.58%	0.0%	1.26%	0.48%	1.23%	0.85%	0.40%	0.88%	0.43%	0.92%	0.55%	0.86%	0.30%	1.14%	0.39%	0.10%	0.70%	0.27%	0.23%	0.71%	1.93%	1.11%	0.96%	0.88%	0.0%	1.20%	2.32%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1087	21	31	53	42	24	34	53	61	34	33	64	95	64	48	54	40	59	39	60	57	29	28	18	3	16	6	4	9	8					
		4.85%	5.72%	4.09%	5.37%	6.66%	5.83%	4.18%	4.09%	4.14%	3.01%	4.76%	5.37%	8.85%	5.04%	4.87%	6.20%	3.91%	6.33%	4.59%	5.50%	6.67%	4.13%	3.86%	2.86%	1.44%	2.36%	2.47%	2.40%	6.97%	3.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1455	27	32	62	30	24	67	102	102	91	41	66	41	83	67	65	99	48	61	66	53	36	52	34	17	32	14	9	8	26					
		6.50%	7.35%	4.22%	6.28%	4.76%	5.83%	8.24%	7.88%	6.93%	8.06%	5.92%	5.54%	3.82%	6.54%	6.80%	7.47%	9.69%	5.15%	7.19%	6.06%	6.20%	5.13%	7.17%	5.40%	8.21%	4.72%	5.78%	5.42%	6.20%	11.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	873	12	27	43	26	19	29	35	43	49	39	63	46	64	42	29	50	30	30	47	43	30	19	26	9	12	0	0	4	7					
		3.90%	3.26%	3.56%	4.36%	4.12%	4.62%	3.56%	2.70%	2.92%	4.34%	5.63%	5.29%	4.28%	5.04%	4.26%	3.33%	4.89%	3.22%	3.53%	4.31%	5.03%	4.27%	2.62%	4.13%	4.34%	1.77%	0.0%	0.0%	3.10%	3.13%					
22	"5. ""За Русь Святую"""	106	2	3	3	2	0	7	15	4	2	3	4	3	4	3	5	6	5	2	2	4	3	3	9	1	6	2	0	1	2					
		0.47%	0.54%	0.39%	0.30%	0.31%	0.0%	0.86%	1.15%	0.27%	0.17%	0.43%	0.33%	0.27%	0.31%	0.30%	0.57%	0.58%	0.53%	0.23%	0.18%	0.46%	0.42%	0.41%	1.43%	0.48%	0.88%	0.82%	0.0%	0.77%	0.89%					
23	"6. ""Объединенная Российская партия ""Русь"""	75	2	1	3	1	1	2	1	5	6	0	5	2	3	4	6	5	0	0	5	1	5	5	5	0	5	1	1	0	0					
		0.33%	0.54%	0.13%	0.30%	0.15%	0.24%	0.24%	0.07%	0.33%	0.53%	0.0%	0.42%	0.18%	0.23%	0.40%	0.68%	0.48%	0.0%	0.0%	0.45%	0.11%	0.71%	0.68%	0.79%	0.0%	0.73%	0.41%	0.60%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	156	6	6	4	3	5	6	5	16	4	4	8	17	9	7	5	5	4	5	8	6	2	3	9	2	2	3	0	1	1					
		0.69%	1.63%	0.79%	0.40%	0.47%	1.21%	0.73%	0.38%	1.08%	0.35%	0.57%	0.67%	1.58%	0.70%	0.71%	0.57%	0.48%	0.42%	0.58%	0.73%	0.70%	0.28%	0.41%	1.43%	0.96%	0.29%	1.23%	0.0%	0.77%	0.44%					
25	"8. ""Народно-республиканская партия России"""	38	0	1	0	0	1	0	3	2	3	2	3	2	3	0	2	1	2	0	0	3	0	2	2	3	2	0	1	0	0					
		0.16%	0.0%	0.13%	0.0%	0.0%	0.24%	0.0%	0.23%	0.13%	0.26%	0.28%	0.25%	0.18%	0.23%	0.0%	0.22%	0.09%	0.21%	0.0%	0.0%	0.35%	0.0%	0.27%	0.31%	1.44%	0.29%	0.0%	0.60%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	90	2	5	5	1	3	2	8	9	3	0	5	6	3	2	3	4	6	1	4	3	5	1	3	1	3	0	0	0	2					
		0.40%	0.54%	0.66%	0.50%	0.15%	0.72%	0.24%	0.61%	0.61%	0.26%	0.0%	0.42%	0.55%	0.23%	0.20%	0.34%	0.39%	0.64%	0.11%	0.36%	0.35%	0.71%	0.13%	0.47%	0.48%	0.44%	0.0%	0.0%	0.0%	0.89%					
27	"10. ""Аграрная партия России"""	507	14	21	18	17	9	16	25	42	29	9	33	18	21	18	14	18	14	18	20	16	12	19	18	4	34	9	7	6	8					
		2.26%	3.81%	2.77%	1.82%	2.69%	2.18%	1.96%	1.93%	2.85%	2.56%	1.30%	2.77%	1.67%	1.65%	1.82%	1.60%	1.76%	1.50%	2.12%	1.83%	1.87%	1.71%	2.62%	2.86%	1.93%	5.02%	3.71%	4.21%	4.65%	3.58%					
28	"11. ""Истинные патриоты России"""	26	2	1	0	1	1	0	0	1	1	1	0	2	2	0	1	4	2	1	0	0	1	2	0	0	2	0	1	0	0					
		0.11%	0.54%	0.13%	0.0%	0.15%	0.24%	0.0%	0.0%	0.06%	0.08%	0.14%	0.0%	0.18%	0.15%	0.0%	0.11%	0.39%	0.21%	0.11%	0.0%	0.0%	0.14%	0.27%	0.0%	0.0%	0.29%	0.0%	0.60%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	642	9	18	33	14	10	19	27	33	35	30	29	26	24	26	26	25	34	31	39	24	30	25	12	4	33	10	4	5	7					
		2.86%	2.45%	2.37%	3.34%	2.22%	2.43%	2.33%	2.08%	2.24%	3.10%	4.33%	2.43%	2.42%	1.89%	2.63%	2.98%	2.44%	3.65%	3.65%	3.58%	2.81%	4.27%	3.44%	1.90%	1.93%	4.87%	4.13%	2.40%	3.87%	3.13%					
30	"13. ""Демократическая партия России"""	63	1	3	3	0	1	4	2	12	6	1	3	4	0	3	1	0	0	3	2	3	1	2	3	1	1	3	0	0	0					
		0.28%	0.27%	0.39%	0.30%	0.0%	0.24%	0.49%	0.15%	0.81%	0.53%	0.14%	0.25%	0.37%	0.0%	0.30%	0.11%	0.0%	0.0%	0.35%	0.18%	0.35%	0.14%	0.27%	0.47%	0.48%	0.14%	1.23%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	70	0	4	5	1	0	1	6	3	2	3	3	3	0	1	2	3	3	6	2	3	0	4	5	2	4	1	0	1	2					
		0.31%	0.0%	0.52%	0.50%	0.15%	0.0%	0.12%	0.46%	0.20%	0.17%	0.43%	0.25%	0.27%	0.0%	0.10%	0.22%	0.29%	0.32%	0.70%	0.18%	0.35%	0.0%	0.55%	0.79%	0.96%	0.59%	0.41%	0.0%	0.77%	0.89%					
32	"15. ""Партия СЛОН"""	27	0	0	2	0	1	1	3	1	3	1	2	0	0	1	1	0	0	1	4	1	0	2	0	0	1	2	0	0	0					
		0.12%	0.0%	0.0%	0.20%	0.0%	0.24%	0.12%	0.23%	0.06%	0.26%	0.14%	0.16%	0.0%	0.0%	0.10%	0.11%	0.0%	0.0%	0.11%	0.36%	0.11%	0.0%	0.27%	0.0%	0.0%	0.14%	0.82%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1563	21	38	83	64	32	55	74	110	85	48	94	75	118	76	65	63	91	73	60	55	31	37	54	12	18	6	9	1	15					
		6.98%	5.72%	5.01%	8.41%	10.15%	7.78%	6.76%	5.71%	7.47%	7.52%	6.93%	7.89%	6.98%	9.29%	7.71%	7.47%	6.17%	9.77%	8.60%	5.50%	6.44%	4.42%	5.10%	8.58%	5.79%	2.65%	2.47%	5.42%	0.77%	6.72%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	47	4	2	1	1	0	2	1	1	2	2	2	4	1	2	4	1	0	5	1	1	1	2	3	0	3	1	0	0	0					
		0.21%	1.08%	0.26%	0.10%	0.15%	0.0%	0.24%	0.07%	0.06%	0.17%	0.28%	0.16%	0.37%	0.07%	0.20%	0.45%	0.09%	0.0%	0.58%	0.09%	0.11%	0.14%	0.27%	0.47%	0.0%	0.44%	0.41%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4259	85	174	156	107	76	146	229	293	193	109	267	228	248	190	145	190	180	158	213	152	120	184	124	37	113	62	24	26	30					
		19.03%	23.16%	22.98%	15.82%	16.98%	18.49%	17.95%	17.69%	19.91%	17.09%	15.75%	22.43%	21.24%	19.54%	19.28%	16.66%	18.60%	19.33%	18.63%	19.55%	17.79%	17.11%	25.37%	19.71%	17.87%	16.69%	25.61%	14.45%	20.15%	13.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	484	3	32	19	6	14	22	31	39	32	20	25	16	21	21	15	26	12	14	16	19	17	22	9	7	11	4	4	5	2					
		2.16%	0.81%	4.22%	1.92%	0.95%	3.40%	2.70%	2.39%	2.65%	2.83%	2.89%	2.10%	1.49%	1.65%	2.13%	1.72%	2.54%	1.28%	1.65%	1.46%	2.22%	2.42%	3.03%	1.43%	3.38%	1.62%	1.65%	2.40%	3.87%	0.89%					
37	"20. ""Политическая партия ""Единая Россия"""	7239	109	216	376	200	125	274	455	492	376	242	334	317	376	308	276	322	312	266	360	259	239	223	199	47	265	88	82	34	67					
		32.34%	29.70%	28.53%	38.13%	31.74%	30.41%	33.70%	35.16%	33.44%	33.30%	34.97%	28.06%	29.54%	29.62%	31.26%	31.72%	31.53%	33.51%	31.36%	33.05%	30.32%	34.09%	30.75%	31.63%	22.70%	39.14%	36.36%	49.39%	26.35%	30.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	50	0	1	0	1	0	3	2	4	1	1	3	1	2	5	4	2	4	0	5	1	1	3	0	1	1	1	0	0	3					
		0.22%	0.0%	0.13%	0.0%	0.15%	0.0%	0.36%	0.15%	0.27%	0.08%	0.14%	0.25%	0.09%	0.15%	0.50%	0.45%	0.19%	0.42%	0.0%	0.45%	0.11%	0.14%	0.41%	0.0%	0.48%	0.14%	0.41%	0.0%	0.0%	1.34%					
39	"22. ""Развитие предпринимательства"""	60	2	2	2	3	1	2	3	5	5	3	2	1	4	3	3	3	1	1	6	5	0	0	1	0	0	0	0	1	1					
		0.26%	0.54%	0.26%	0.20%	0.47%	0.24%	0.24%	0.23%	0.33%	0.44%	0.43%	0.16%	0.09%	0.31%	0.30%	0.34%	0.29%	0.10%	0.11%	0.55%	0.58%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.77%	0.44%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2131	40	76	82	72	43	72	147	112	93	62	94	95	128	103	84	84	58	84	119	99	101	54	56	43	80	10	16	7	17					
		9.52%	10.89%	10.03%	8.31%	11.42%	10.46%	8.85%	11.36%	7.61%	8.23%	8.95%	7.89%	8.85%	10.08%	10.45%	9.65%	8.22%	6.22%	9.90%	10.92%	11.59%	14.40%	7.44%	8.90%	20.77%	11.81%	4.13%	9.63%	5.42%	7.62%					
																																				
41	Против всех	892	4	30	24	25	13	34	40	54	44	29	57	58	59	42	42	45	57	33	35	36	30	15	25	8	14	15	2	4	18					
