Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Семикаракорская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №1232	УИК №2567					
1	"Число избирателей, внесенных в список избирателей"	43539	351	2305	2623	1725	2318	2770	1881	2554	777	1348	134	153	1550	1200	1465	1934	508	615	538	1808	639	1062	815	696	1063	380	431	400	762	827	768	750	359	1602	349	238	727	2119	995					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38360	330	2000	2250	1450	1950	2490	1640	2300	670	1270	125	165	1320	890	1200	1550	520	560	500	1580	560	1070	740	630	1060	340	410	370	730	780	710	640	330	1380	300	220	670	1770	890					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22322	242	920	1419	982	1047	1311	862	1144	413	709	79	87	843	532	787	1120	375	367	310	978	346	614	377	329	629	212	268	319	411	483	441	455	201	578	192	159	437	910	434					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2542	10	86	71	52	75	122	58	75	72	213	15	40	104	52	97	78	9	22	21	116	37	85	87	51	84	20	34	2	47	68	50	120	37	98	33	26	76	150	49					
6	Число погашенных избирательных бюллетеней	13496	78	994	760	416	828	1057	720	1081	185	348	31	38	373	306	316	352	136	171	169	486	177	371	276	250	347	108	108	49	272	229	219	65	92	704	75	35	157	710	407					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2542	10	86	71	52	75	122	58	75	72	213	15	40	104	52	97	78	9	22	21	116	37	85	87	51	84	20	34	2	47	68	50	120	37	98	33	26	76	150	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22322	242	920	1419	982	1047	1311	862	1144	413	709	79	87	843	532	787	1120	375	367	310	978	346	614	377	329	629	212	268	319	411	483	441	455	201	578	192	159	437	910	434					
9	Число недействительных избирательных бюллетеней	238	0	10	6	0	6	9	6	17	5	2	0	5	10	8	20	25	6	8	4	12	0	14	7	4	5	3	1	7	4	2	4	4	3	3	2	3	1	9	3					
10	Число действительных избирательных бюллетеней	24626	252	996	1484	1034	1116	1424	914	1202	480	920	94	122	937	576	864	1173	378	381	327	1082	383	685	457	376	708	229	301	314	454	549	487	571	235	673	223	182	512	1051	480					
