Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Ленинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в список избирателей"	15969	2122	934	1131	140	440	391	129	270	155	1306	209	290	658	213	253	1380	428	299	489	168	176	759	553	722	1833	521					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15912	2149	914	1151	139	426	413	128	249	158	1337	214	285	672	217	267	1412	440	304	493	172	172	776	570	719	1501	634					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9290	1316	713	569	94	209	219	118	179	130	602	103	136	258	141	144	634	262	195	253	109	115	445	243	449	1254	400					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	557	37	18	23	11	8	14	0	8	0	36	17	42	74	2	6	27	15	25	12	9	4	40	17	41	60	11					
6	Число погашенных избирательных бюллетеней	6065	796	183	559	34	209	180	10	62	28	699	94	107	340	74	117	751	163	84	228	54	53	291	310	229	187	223					
7	Число избирательных бюллетеней в переносных ящиках для голосования	557	37	18	23	11	8	14	0	8	0	36	17	42	74	2	6	27	15	25	12	9	4	40	17	41	60	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9289	1316	713	569	94	209	219	118	179	130	602	103	136	258	141	144	634	262	195	252	109	115	445	243	449	1254	400					
9	Число недействительных избирательных бюллетеней	223	34	28	18	0	2	3	1	3	0	28	6	2	9	2	2	16	3	3	2	4	1	6	4	12	25	9					
10	Число действительных избирательных бюллетеней	9623	1319	703	574	105	215	230	117	184	130	610	114	176	323	141	148	645	274	217	262	114	118	479	256	478	1289	402					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	695	50	50	50	10	10	15	10	10	10	50	10	20	20	10	10	50	10	10	10	10	10	20	20	20	100	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	270	43	22	7	0	2	10	0	6	1	5	1	1	4	0	1	21	2	6	4	0	0	11	12	8	83	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	149	22	22	4	4	5	3	1	13	0	7	1	2	3	2	1	8	1	2	2	4	3	8	1	7	16	7					
14	Число погашенных неиспользованных открепительных удостоверений	425	7	28	43	10	8	5	10	4	9	45	9	19	16	10	9	29	8	4	6	10	10	9	8	12	17	80					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	664	117	67	46	6	18	18	2	5	3	60	3	10	20	13	8	41	21	7	14	7	12	36	30	16	58	26					
		6.74%	8.65%	9.17%	7.77%	5.71%	8.29%	7.73%	1.69%	2.67%	2.31%	9.40%	2.50%	5.62%	6.02%	9.09%	5.33%	6.20%	7.58%	3.18%	5.30%	5.93%	10.08%	7.42%	11.54%	3.27%	4.41%	6.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1509	216	97	96	19	21	19	10	19	27	102	14	37	48	27	20	48	27	12	17	4	16	48	36	69	353	107					
		15.33%	15.96%	13.27%	16.22%	18.10%	9.68%	8.15%	8.47%	10.16%	20.77%	15.99%	11.67%	20.79%	14.46%	18.88%	13.33%	7.26%	9.75%	5.45%	6.44%	3.39%	13.45%	9.90%	13.85%	14.08%	26.86%	26.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	13	13	5	1	2	2	0	0	1	2	1	2	0	2	2	7	2	2	0	0	0	6	5	0	15	9					
		0.93%	0.96%	1.78%	0.84%	0.95%	0.92%	0.86%	0.00%	0.00%	0.77%	0.31%	0.83%	1.12%	0.00%	1.40%	1.33%	1.06%	0.72%	0.91%	0.00%	0.00%	0.00%	1.24%	1.92%	0.00%	1.14%	2.19%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1920	263	100	181	16	56	40	3	38	21	138	20	50	63	28	36	247	55	43	41	26	34	130	45	92	121	33					
		19.50%	19.44%	13.68%	30.57%	15.24%	25.81%	17.17%	2.54%	20.32%	16.15%	21.63%	16.67%	28.09%	18.98%	19.58%	24.00%	37.37%	19.86%	19.55%	15.53%	22.03%	28.57%	26.80%	17.31%	18.78%	9.21%	8.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	11	3	3	1	0	7	0	0	0	9	0	0	0	0	1	4	2	0	1	0	0	2	1	2	10	1					
		0.59%	0.81%	0.41%	0.51%	0.95%	0.00%	3.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.67%	0.61%	0.72%	0.00%	0.38%	0.00%	0.00%	0.41%	0.38%	0.41%	0.76%	0.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5359	696	422	241	62	117	144	102	122	78	296	76	76	192	71	81	298	165	151	189	77	55	257	139	299	728	225					
		54.43%	51.44%	57.73%	40.71%	59.05%	53.92%	61.80%	86.44%	65.24%	60.00%	46.39%	63.33%	42.70%	57.83%	49.65%	54.00%	45.08%	59.57%	68.64%	71.59%	65.25%	46.22%	52.99%	53.46%	61.02%	55.40%	54.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	3	1	2	0	1	0	0	0	0	3	0	1	0	0	0	0	2	2	0	0	1	0	0	0	4	1					
		0.21%	0.22%	0.14%	0.34%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.72%	0.91%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.30%	0.24%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
