Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Кизлярская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534					
1	"Число избирателей, внесенных в списки"	35665	1657	299	1410	215	1068	1295	389	1027	245	1059	234	1286	817	230	459	336	1212	987	1324	202	529	1027	1047	612	858	555	1140	845	853	548	378	848	683	742	340	597	440	325	556	1406	305	609	1614	369	868	286	381	725	428					
2	"Число бюллетеней, полученных участковыми комиссиями"	32274	1480	283	1233	215	940	1170	350	910	190	1100	215	1160	580	210	412	280	1170	880	1142	180	500	930	930	560	775	500	1032	762	770	486	345	770	620	665	310	539	400	400	500	1340	280	540	1490	290	790	265	340	665	380					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21146	1188	200	742	215	878	350	254	702	106	905	73	908	296	190	291	226	393	298	1034	134	324	851	276	125	655	261	762	659	630	309	325	272	550	625	208	318	265	238	290	1037	280	305	413	46	584	146	174	603	232					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	282	0	0	0	0	0	0	0	8	0	0	0	12	130	3	12	0	0	0	0	0	46	24	12	0	0	0	0	0	0	0	0	0	0	0	2	7	0	22	0	0	0	0	0	0	0	0	0	0	4					
6	Число погашенных бюллетеней	10846	292	83	491	0	62	820	96	200	84	195	142	240	154	17	109	54	777	582	108	46	130	55	642	435	120	239	270	103	140	177	20	498	70	40	100	214	135	140	210	303	0	235	1077	244	206	119	166	62	144					
7	Число бюллетеней в переносных ящиках для голосования	282	0	0	0	0	0	0	0	8	0	0	0	12	130	3	12	0	0	0	0	0	46	24	12	0	0	0	0	0	0	0	0	0	0	0	2	7	0	22	0	0	0	0	0	0	0	0	0	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	21133	1188	200	742	215	878	350	254	702	106	905	73	896	296	190	291	226	393	298	1034	134	324	851	276	124	655	261	762	659	630	309	325	272	550	625	208	318	265	238	290	1037	280	305	413	46	584	146	174	603	232					
9	Число недействительных бюллетеней	160	1	1	8	5	1	12	1	0	4	16	0	1	7	3	15	0	3	4	3	2	0	1	3	7	0	2	6	0	0	0	5	3	2	16	1	3	11	0	4	0	0	2	2	1	0	0	4	0	0					
10	Число действительных бюллетеней	21255	1187	199	734	210	877	338	253	710	102	889	73	907	419	190	288	226	390	294	1031	132	370	874	285	117	655	259	756	659	630	309	320	269	548	609	209	322	254	260	286	1037	280	303	411	45	584	146	170	603	236					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	168	5	5	5	4	4	0	0	5	5	4	4	5	5	4	4	3	4	4	4	4	4	0	4	0	0	4	4	4	4	4	0	4	4	4	4	4	4	4	4	5	4	4	5	4	4	0	0	4	0					
