Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
"Наименование Избирательной комиссии:    Брянск, Советская"																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169					
1	"Число избирателей, внесенных в списки"	98100	1988	1416	2510	2406	1713	2482	2503	2578	778	1927	1862	2210	2003	2123	1394	1827	1473	2306	2567	2520	2146	2305	2704	2655	2494	2340	1994	1699	2378	2194	2073	2508	2780	2661	2532	2249	1658	2368	2111	2490	2461	2272	832	2429	2642	539					
2	"Число бюллетеней, полученных участковыми комиссиями"	94850	1800	1400	2400	2300	1600	2400	2400	2500	750	1800	1800	1900	1900	2000	1300	1700	1400	2200	2400	2500	2100	2200	2600	2600	2400	2300	2000	1700	2300	2100	2000	2400	2600	2600	2500	2200	1600	2300	2100	2300	2400	2200	1300	2400	2500	700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	52435	802	697	1266	1144	684	1403	1399	1444	357	999	972	1350	1160	1202	810	963	707	1071	1412	1542	1323	1288	1568	1509	1383	1039	885	988	1343	1329	1133	1292	1492	1375	1375	1160	905	1306	1223	1369	1150	1039	663	1238	1137	539					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1618	70	54	25	28	68	37	31	48	10	13	18	30	30	26	24	98	84	26	83	46	25	38	19	29	30	27	15	29	17	29	27	18	22	13	13	16	8	15	12	10	27	85	169	26	50	0					
6	Число погашенных бюллетеней	40797	928	649	1109	1128	848	960	970	1008	383	788	810	520	710	772	466	639	609	1103	905	912	752	874	1013	1062	987	1234	1100	683	940	742	840	1090	1086	1212	1112	1024	687	979	865	921	1223	1076	468	1136	1313	161					
7	Число бюллетеней в переносных ящиках для голосования	1618	70	54	25	28	68	37	31	48	10	13	18	30	30	26	24	98	84	26	83	46	25	38	19	29	30	27	15	29	17	29	27	18	22	13	13	16	8	15	12	10	27	85	169	26	50	0					
8	Число бюллетеней в стационарных ящиках для голосования	52349	802	697	1266	1144	684	1402	1399	1444	357	999	972	1289	1159	1202	810	963	706	1071	1409	1542	1318	1288	1565	1508	1383	1039	885	989	1343	1327	1128	1292	1491	1375	1375	1160	905	1306	1223	1369	1150	1036	663	1238	1137	539					
9	Число недействительных бюллетеней	440	2	4	10	9	17	17	14	14	5	8	6	10	10	13	11	13	4	12	24	0	7	8	4	6	12	11	4	20	11	13	7	6	14	10	10	9	5	8	8	4	7	9	6	22	13	3					
10	Число действительных бюллетеней	53527	870	747	1281	1163	735	1422	1416	1478	362	1004	984	1309	1179	1215	823	1048	786	1085	1468	1588	1336	1318	1580	1531	1401	1055	896	998	1349	1343	1148	1304	1499	1378	1378	1167	908	1313	1227	1375	1170	1112	826	1242	1174	536					
