Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Можайский район																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №3275	УИК №3276					
1	"Число избирателей, внесенных в списки избирателей"	86840	2775	2398	1954	2290	2522	2747	2823	2925	2821	2323	2478	2163	2938	1907	2434	1670	1562	2402	2406	2508	1989	2297	2179	2928	2722	2732	2765	2387	2918	2380	2344	2825	2409	2453	2435	832	199					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	82600	2650	2300	1900	2150	2350	2650	2750	2900	2600	2200	2350	2050	2900	1900	2250	1600	1500	2300	2300	2400	1900	2200	2050	2750	2600	2600	2700	2300	2850	2350	2150	2650	2200	2250	2150	700	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43778	1472	1109	982	1010	1408	1470	1516	1327	1326	1057	1290	1089	1443	1020	1167	891	858	1138	1309	1393	922	1087	1157	1374	1282	1305	1317	1105	1480	1241	1170	1478	1167	1221	1312	689	196					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1073	36	37	30	13	22	13	6	45	16	33	29	24	47	26	28	28	15	31	33	31	15	30	23	56	42	34	36	32	61	34	42	44	35	27	19	0	0					
6	Число погашенных избирательных бюллетеней	37749	1142	1154	888	1127	920	1167	1228	1528	1258	1110	1031	937	1410	854	1055	681	627	1131	958	976	963	1083	870	1320	1276	1261	1347	1163	1309	1075	938	1128	998	1002	819	11	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1073	36	37	30	13	22	13	6	45	16	33	29	24	47	26	28	28	15	31	33	31	15	30	23	56	42	34	36	32	61	34	42	44	35	27	19	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43535	1365	1104	982	1009	1401	1451	1495	1323	1326	1056	1289	1087	1413	1019	1166	891	858	1138	1304	1393	922	1083	1154	1370	1276	1300	1316	1102	1477	1238	1167	1477	1165	1221	1312	689	196					
9	Число недействительных избирательных бюллетеней	731	21	13	17	10	25	17	19	12	17	13	16	12	105	17	12	13	7	20	16	25	24	25	22	32	14	20	21	12	21	23	24	23	15	19	15	10	4					
10	Число действительных избирательных бюллетеней	43877	1380	1128	995	1012	1398	1447	1482	1356	1325	1076	1302	1099	1355	1028	1182	906	866	1149	1321	1399	913	1088	1155	1394	1304	1314	1331	1122	1517	1249	1185	1498	1185	1229	1316	679	192					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2450	100	70	60	60	70	70	80	80	80	70	70	60	80	60	60	50	50	70	70	70	50	70	60	80	80	80	80	70	80	70	70	80	70	70	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1553	63	60	40	38	38	47	62	53	47	36	44	42	50	35	43	22	16	41	39	45	39	35	46	55	49	48	53	40	54	41	32	49	48	58	45	0	0					
