Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Можайский район																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №3367	УИК №3368					
1	"Число избирателей, внесенных в список избирателей"	86599	2748	2444	1990	2303	2465	2735	2958	2880	2886	2056	2100	2160	2101	2020	2094	2097	1797	1520	2202	2369	2412	2188	2292	2128	2831	2640	2705	2754	2610	2621	2368	2312	2677	2279	2404	2562	703	188					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	75800	2500	2200	1800	2000	2200	2500	2600	2500	2500	1800	1800	1900	1800	1800	1800	1800	1500	1300	1800	2000	2100	1900	2000	1800	2500	2300	2400	2400	2300	2300	2000	2000	2300	2000	2000	2200	1000	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	48476	1343	1064	1052	945	1800	1521	1796	1786	1966	877	1274	928	1136	1083	896	1069	902	1094	1131	1678	1322	1282	1195	1004	1527	1107	1672	1196	1547	1463	1425	1230	1638	1358	1340	2086	559	184					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1113	40	35	40	19	19	15	9	27	24	26	27	23	24	25	28	21	18	19	19	29	27	16	49	27	56	51	50	33	32	58	36	44	43	50	34	20	0	0					
6	Число погашенных избирательных бюллетеней	26211	1117	1101	708	1036	381	964	795	687	510	897	499	949	640	692	876	710	580	187	650	293	751	602	756	769	917	1142	678	1171	721	779	539	726	619	592	626	94	441	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1106	40	35	40	19	15	15	9	27	24	26	27	23	24	25	28	21	18	19	19	29	27	16	49	27	53	51	50	33	32	58	36	44	43	50	34	20	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47880	1341	1064	1052	945	1683	1490	1786	1786	1966	876	1274	905	1136	1058	896	1060	902	1094	1123	1676	1322	1279	1194	997	1507	1106	1672	1196	1547	1463	1117	1230	1638	1357	1340	2059	559	184					
9	Число недействительных избирательных бюллетеней	877	16	15	25	23	13	115	10	18	21	24	15	18	2	22	6	22	25	0	13	13	15	6	31	18	102	27	37	29	15	18	19	17	3	70	19	8	17	10					
10	Число действительных избирательных бюллетеней	48109	1365	1084	1067	941	1685	1390	1785	1795	1969	878	1286	910	1158	1061	918	1059	895	1113	1129	1692	1334	1289	1212	1006	1458	1130	1685	1200	1564	1503	1134	1257	1678	1337	1355	2071	542	174					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2000	70	60	50	50	50	60	80	70	70	50	50	50	50	50	50	50	40	40	50	50	50	50	50	50	60	60	70	70	60	70	50	50	60	50	50	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1262	61	45	34	29	43	45	47	40	40	26	26	29	27	30	36	37	23	19	31	36	40	35	33	24	37	39	44	42	32	51	26	29	35	30	27	34	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1067	20	22	14	23	27	24	14	34	40	23	16	18	25	15	18	25	29	24	34	20	22	21	22	69	29	17	32	34	21	27	24	54	20	13	26	29	136	6					
