Выборы Президента Российской Федерации																																																		
Дата голосования: 02.03.2008																																																		
																																																		
Наименование Избирательной комиссии:    Абдулинская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
	Число участковых избирательных комиссий	43																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	43																																																
																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43					
1	"Число избирателей, включенных в списки избирателей"	27378	2226	1723	1761	1626	1828	1887	1974	1562	1937	1679	286	284	166	539	146	234	306	168	201	64	193	165	223	120	196	53	382	40	755	259	218	338	227	181	748	91	524	529	67	523	420	126	403					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26844	2200	1700	1700	1500	1800	1854	1900	1500	1900	1600	290	290	170	500	140	230	300	150	300	60	200	150	200	100	200	50	350	40	750	250	340	340	350	180	700	90	500	500	70	500	400	150	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14781	1051	730	743	694	788	981	975	736	1102	837	195	209	87	325	103	165	172	113	186	49	90	113	148	85	107	23	245	30	510	192	172	229	196	121	415	62	317	324	38	347	347	116	313					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1292	48	57	54	153	62	36	56	62	52	60	14	8	15	49	17	0	20	23	15	0	9	18	22	9	27	7	38	7	29	17	46	17	31	15	90	9	20	29	9	20	12	10	0					
6	Число погашенных избирательных бюллетеней	10770	1101	913	903	653	950	837	869	702	746	703	81	73	68	126	20	65	108	14	99	11	101	19	30	6	66	20	67	2	211	41	122	94	123	44	195	19	163	147	23	133	41	24	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1292	48	57	54	153	62	36	56	62	52	60	14	8	15	49	17	0	20	23	15	0	9	18	22	9	27	7	38	7	29	17	46	17	31	15	90	9	20	29	9	20	12	10	0					
8	Число бюллетеней в стационарных ящиках для голосования	14779	1051	730	743	694	786	981	975	736	1102	837	195	209	87	325	103	165	172	113	186	49	90	113	148	85	107	23	245	30	510	192	172	229	196	121	415	62	317	324	38	347	347	116	313					
9	Число недействительных избирательных бюллетеней	161	8	12	17	8	8	6	4	13	5	5	7	0	4	4	1	1	3	1	1	1	1	0	1	1	2	0	1	0	6	5	4	1	2	1	6	1	3	4	1	10	0	0	2					
10	Число действительных избирательных бюллетеней	15910	1091	775	780	839	840	1011	1027	785	1149	892	202	217	98	370	119	164	189	135	200	48	98	131	169	93	132	30	282	37	533	204	214	245	225	135	499	70	334	349	46	357	359	126	311					
11	Число полученных открепительных  удостоверений	238	10	8	13	5	8	10	7	5	13	8	5	5	5	5	0	5	5	5	5	0	5	0	5	5	5	5	5	5	5	5	5	10	5	2	2	10	5	5	5	5	2	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	9	8	13	5	8	10	7	1	13	8	1	5	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	10	2	0	1	10	0	0	0	4	1	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	97	1	9	5	3	2	8	9	8	8	3	1	2	0	0	0	0	4	2	0	0	0	1	1	0	1	1	0	1	1	2	1	4	1	1	3	1	1	3	0	2	1	1	5					
14	Число неиспользованных открепительных удостоверений	98	1	0	0	0	0	0	0	4	0	0	4	0	1	1	0	3	5	5	5	0	5	0	5	5	5	5	5	5	0	4	1	0	3	2	1	0	5	5	5	1	1	4	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	7	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	Богданов Андрей Владимирович	89	3	5	3	5	9	5	4	6	9	3	6	0	0	1	1	1	0	0	2	0	0	1	3	0	1	0	0	0	4	2	1	1	4	2	3	0	1	1	0	0	2	0	0					
		0.55%	0.27%	0.64%	0.38%	0.59%	1.06%	0.49%	0.39%	0.75%	0.78%	0.33%	2.87%	0.00%	0.00%	0.27%	0.83%	0.61%	0.00%	0.00%	0.99%	0.00%	0.00%	0.76%	1.76%	0.00%	0.75%	0.00%	0.00%	0.00%	0.74%	0.96%	0.46%	0.41%	1.76%	1.47%	0.59%	0.00%	0.30%	0.28%	0.00%	0.00%	0.56%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	1546	116	73	89	93	72	106	109	97	134	72	19	17	4	41	10	16	19	14	20	1	5	3	26	24	21	3	31	2	28	10	21	26	28	12	38	9	25	36	1	13	17	18	27					
		9.62%	10.56%	9.28%	11.17%	10.98%	8.49%	10.42%	10.57%	12.16%	11.61%	8.03%	9.09%	7.83%	3.92%	10.96%	8.33%	9.70%	9.90%	10.29%	9.95%	2.04%	5.05%	2.29%	15.29%	25.53%	15.67%	10.00%	10.95%	5.41%	5.19%	4.78%	9.63%	10.57%	12.33%	8.82%	7.52%	12.68%	7.42%	10.20%	2.13%	3.54%	4.74%	14.29%	8.63%					
20	Зюганов Геннадий Андреевич	5032	361	247	280	268	272	318	303	277	413	304	37	51	37	130	36	36	82	53	62	18	29	51	63	24	35	9	82	14	165	72	46	125	77	36	134	15	102	111	5	78	85	30	59					
		31.31%	32.85%	31.39%	35.13%	31.64%	32.08%	31.27%	29.39%	34.71%	35.79%	33.89%	17.70%	23.50%	36.27%	34.76%	30.00%	21.82%	42.71%	38.97%	30.85%	36.73%	29.29%	38.93%	37.06%	25.53%	26.12%	30.00%	28.98%	37.84%	30.61%	34.45%	21.10%	50.81%	33.92%	26.47%	26.53%	21.13%	30.27%	31.44%	10.64%	21.25%	23.68%	23.81%	18.85%					
