Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Смидовичская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19831	483	285	1001	1722	1175	709	785	835	794	849	626	827	549	1129	1413	1655	1525	1062	1225	524	658									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19712	502	293	1029	1745	1080	715	785	838	792	866	633	833	534	1002	1478	1657	1499	1089	1200	487	655									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7140	193	189	519	678	517	400	337	275	263	248	319	347	187	400	409	446	375	383	330	89	236									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1071	35	14	73	66	53	28	19	83	43	32	19	18	12	61	101	60	79	16	57	56	146									
6	Число погашенных избирательных бюллетеней	11499	274	90	437	1001	510	287	429	480	486	586	295	466	335	541	968	1151	1045	690	813	342	273									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1073	35	14	73	66	53	28	19	83	43	32	19	20	12	61	101	60	79	16	57	56	146									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7071	193	189	519	678	517	400	337	275	263	248	319	347	187	331	409	446	375	383	330	89	236									
9	Число недействительных избирательных бюллетеней	241	9	3	0	13	8	0	23	3	10	16	34	12	14	12	15	16	13	20	14	5	1									
10	Число действительных избирательных бюллетеней	7903	219	200	592	731	562	428	333	355	296	264	304	355	185	380	495	490	441	379	373	140	381									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	920	35	30	55	55	55	35	35	35	35	35	35	35	35	50	55	55	55	55	55	30	55									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	124	9	1	18	12	6	6	0	2	1	2	2	2	0	3	20	14	2	17	2	1	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	102	2	2	0	10	51	3	3	5	2	2	2	0	3	1	0	4	2	2	4	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	796	26	29	37	43	49	29	35	33	34	33	33	33	35	47	35	41	53	38	53	29	51									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
