Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Великолукская городская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132					
1	"Число избирателей, внесенных в список"	89906	1640	2344	2627	2883	2383	1340	1630	1475	1609	1784	1613	2023	2365	1449	1186	2207	1610	2446	2344	2259	2716	2421	2741	2474	2282	1780	2951	2326	3206	1834	1654	1417	2226	1311	1484	2968	2290	2258	2130	2731	1675	1507	1886	214	113	94					
2	Число полученных избирательных бюллетеней	84620	1535	2205	2450	2695	2030	1270	1525	1390	1520	1700	1510	1915	2215	1375	1130	2080	1505	2320	2180	2090	2560	2270	2575	2320	2155	1660	2750	2175	2940	1710	1535	1335	2085	1215	1375	2795	2150	2125	2030	2590	1565	1410	1755	300	300	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	49631	851	1421	1465	1664	1068	531	878	901	875	1098	907	1194	1446	913	716	1347	966	1357	1259	1204	1657	1492	1598	1482	1403	775	1474	1193	1500	903	923	673	1198	646	724	1770	1208	1362	1273	1535	774	760	826	214	113	94					
5	"Число избирательных бюллетеней, выданных вне помещения"	1429	21	24	14	35	170	29	20	25	23	19	40	43	27	28	32	29	39	18	51	10	38	49	35	41	41	30	58	25	75	32	29	42	25	17	19	11	28	10	7	16	40	20	44	0	0	0					
6	Число погашенных избирательных бюллетеней	33560	663	760	971	996	792	710	627	464	622	583	563	678	742	434	382	704	500	945	870	876	865	729	942	797	711	855	1218	957	1365	775	583	620	862	552	632	1014	914	753	750	1039	751	630	885	86	187	206					
7	Число избирательных бюллетеней в переносных ящиках	1429	21	24	14	35	170	29	20	25	23	19	40	43	27	28	32	29	39	18	51	10	38	49	35	41	41	30	58	25	75	32	29	42	25	17	19	11	28	10	7	16	40	20	44	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	49547	850	1418	1461	1662	1068	531	878	900	870	1098	907	1194	1446	913	716	1345	966	1357	1258	1204	1655	1443	1598	1482	1399	775	1474	1193	1500	903	922	673	1198	646	724	1770	1199	1362	1273	1535	774	760	826	214	113	94					
9	Число недействительных избирательных бюллетеней	500	7	11	14	11	0	3	5	7	7	7	7	3	7	5	4	16	5	7	7	20	43	17	62	14	1	8	95	7	6	6	3	3	13	8	4	3	8	7	5	9	8	5	10	2	0	0					
10	Число действительных избирательных бюллетеней	50476	864	1431	1461	1686	1238	557	893	918	886	1110	940	1234	1466	936	744	1358	1000	1368	1302	1194	1650	1475	1571	1509	1439	797	1437	1211	1569	929	948	712	1210	655	739	1778	1219	1365	1275	1542	806	775	860	212	113	94					
