Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Звениговская районная																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в списки избирателей"	33933	1333	1786	940	723	962	2289	1774	266	708	308	1500	1287	1260	1172	777	349	471	155	1557	1080	1513	770	543	1244	503	534	1098	422	230	362	275	605	941	937	464	725	335	170	155	680	434	125	54	117					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33270	1310	1730	890	650	930	2230	1520	220	880	280	1430	1110	1050	1060	700	350	470	170	1660	1000	1580	800	570	1160	510	500	1140	460	270	360	290	650	1000	860	500	680	310	170	150	770	510	150	60	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23350	968	1245	705	516	698	1646	1180	175	451	234	1008	921	760	872	553	232	329	109	1001	498	1052	474	365	877	324	365	762	306	170	237	192	445	780	646	340	551	260	84	108	442	286	64	40	79					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3007	54	58	27	28	35	66	137	38	204	18	120	109	70	20	33	55	22	19	146	150	180	103	88	112	85	73	53	36	45	78	33	36	63	112	51	41	37	63	34	124	74	47	5	25					
6	Число погашенных избирательных бюллетеней	6913	288	427	158	106	197	518	203	7	225	28	302	80	220	168	114	63	119	42	513	352	348	223	117	171	101	62	325	118	55	45	65	169	157	102	109	88	13	23	8	204	150	39	15	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3007	54	58	27	28	35	66	137	38	204	18	120	109	70	20	33	55	22	19	146	150	180	103	88	112	85	73	53	36	45	78	33	36	63	112	51	41	37	63	34	124	74	47	5	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23350	968	1245	705	516	698	1646	1180	175	451	234	1008	921	760	872	553	232	329	109	1001	498	1052	474	365	877	324	365	762	306	170	237	192	445	780	646	340	551	260	84	108	442	286	64	40	79					
9	Число недействительных избирательных бюллетеней	272	22	10	0	4	9	18	15	4	6	6	9	13	18	8	8	1	4	1	0	0	7	8	3	8	7	7	18	3	1	0	4	8	4	6	5	4	6	2	3	7	2	1	1	1					
10	Число действительных избирательных бюллетеней	26085	1000	1293	732	540	724	1694	1302	209	649	246	1119	1017	812	884	578	286	347	127	1147	648	1225	569	450	981	402	431	797	339	214	315	221	473	839	752	386	588	291	145	139	559	358	110	44	103					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1065	26	33	26	16	38	59	48	4	12	15	20	15	30	25	25	20	20	15	60	90	41	20	15	30	23	15	31	12	16	6	4	35	35	30	27	40	15	3	5	20	15	10	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	926	25	30	26	14	30	57	41	2	11	9	19	13	15	22	16	16	15	15	56	79	41	18	10	30	19	11	31	10	13	5	4	32	35	30	27	40	5	1	1	20	15	5	1	11					
