Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Звениговская районная																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
1	"Число избирателей, внесенных в список избирателей"	32705	687	648	896	855	1019	677	967	1172	1197	876	725	197	178	301	255	1285	1210	1107	770	746	346	474	165	441	282	1497	1380	907	788	494	738	496	458	433	551	514	453	223	595	559	546	137	168	207	117	647	551	128	121	944	1085	492					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35660	715	700	950	930	1050	735	1000	1240	1270	900	780	270	190	380	310	1300	1150	1100	735	770	390	500	155	435	325	1680	1600	1150	850	530	850	560	510	520	620	600	500	265	635	650	800	170	175	230	135	765	585	150	175	1040	1150	485					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20493	399	430	500	527	608	439	586	774	705	528	491	181	129	217	162	737	751	729	473	503	256	298	99	302	227	835	762	454	487	297	562	317	272	281	413	415	305	155	225	344	500	106	76	149	89	419	316	51	80	514	704	314					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2766	40	31	23	31	22	23	41	31	38	15	28	16	49	31	13	113	70	12	32	18	31	28	25	41	55	143	139	200	62	79	46	58	58	51	91	36	48	42	222	116	46	16	67	19	11	70	102	50	27	46	47	17					
6	Число погашенных избирательных бюллетеней	12401	276	239	427	372	420	273	373	435	527	357	261	73	12	132	135	450	329	359	230	249	103	174	31	92	43	702	699	496	301	154	242	185	180	188	116	149	147	68	188	190	254	48	32	62	35	276	167	49	68	480	399	154					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2766	40	31	23	31	22	23	41	31	38	15	28	16	49	31	13	113	70	12	32	18	31	28	25	41	55	143	139	200	62	79	46	58	58	51	91	36	48	42	222	116	46	16	67	19	11	70	102	50	27	46	47	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20493	399	430	500	527	608	439	586	774	705	528	491	181	129	217	162	737	751	729	473	503	256	298	99	302	227	835	762	454	487	297	562	317	272	281	413	415	305	155	225	344	500	106	76	149	89	419	316	51	80	514	704	314					
9	Число недействительных избирательных бюллетеней	441	4	10	11	12	19	9	6	12	14	10	9	0	0	2	5	10	15	8	12	9	11	3	0	11	3	15	8	12	7	9	15	1	2	0	0	5	5	0	3	5	10	3	2	0	1	61	5	0	4	42	18	3					
10	Число действительных избирательных бюллетеней	22818	435	451	512	546	611	453	621	793	729	533	510	197	178	246	170	840	806	733	493	512	276	323	124	332	279	963	893	642	542	367	593	374	328	332	504	446	348	197	444	455	536	119	141	168	99	428	413	101	103	518	733	328					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1517	15	15	15	30	20	25	30	59	60	40	20	5	0	15	15	20	20	30	20	40	15	20	10	10	10	40	120	100	35	20	40	30	27	25	25	40	36	20	35	50	50	5	5	10	5	40	15	10	30	55	60	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1398	10	15	15	23	20	24	29	53	54	40	20	4	0	15	12	20	20	23	15	17	15	16	10	10	10	40	115	100	26	12	40	30	27	25	25	40	31	20	35	50	49	4	4	10	5	40	15	7	29	55	55	19					
