Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Наурская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №452	УИК №453									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	34186	1339	1490	1004	1960	2464	795	1467	1629	1592	2879	1973	2916	1806	2882	1804	2182	1488	700	1816									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33204	1301	1447	976	1903	2393	773	1425	1582	1547	2796	1917	2831	1754	2798	1753	2118	1446	680	1764									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	31960	1234	1383	931	1830	2317	738	1365	1491	1477	2692	1856	2718	1695	2710	1660	2021	1403	678	1761									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	161	7	8	10	8	14	5	9	11	14	11	13	9	6	11	7	10	8	0	0									
6	Число погашенных избирательных бюллетеней	1083	60	56	35	65	62	30	51	80	56	93	48	104	53	77	86	87	35	2	3									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	161	7	8	10	8	14	5	9	11	14	11	13	9	6	11	7	10	8	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	31960	1234	1383	931	1830	2317	738	1365	1491	1477	2692	1856	2718	1695	2710	1660	2021	1403	678	1761									
9	Число недействительных избирательных бюллетеней	8	0	1	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1									
10	Число действительных избирательных бюллетеней	32113	1241	1390	941	1837	2331	743	1373	1502	1491	2700	1869	2727	1701	2720	1667	2031	1411	678	1760									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	55	0	1	0	0	1	0	0	0	0	0	0	2	1	3	2	1	1	13	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	54	0	1	0	0	0	0	0	0	0	0	0	2	1	3	2	1	1	13	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	295	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	239	50									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	62	2	4	3	4	6	0	0	2	1	7	6	1	2	8	2	7	5	0	2									
		0.19%	0.16%	0.29%	0.32%	0.22%	0.26%	0.00%	0.00%	0.13%	0.07%	0.26%	0.32%	0.04%	0.12%	0.29%	0.12%	0.34%	0.35%	0.00%	0.11%									
