Выборы Президента Российской Федерации																																																																																										
Дата голосования: 18.03.2018																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №28																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	79																																																																																								
																																																																																										
		Сумма	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947									
1	"Число избирателей, включенных в список избирателей"	158895	2307	2187	2249	2409	2466	2185	2014	2256	1713	1838	2186	2136	2175	2113	2451	2275	2258	2313	2257	1521	2135	2138	2477	1954	2037	2071	2090	2737	1595	2371	2564	1988	1808	1472	2270	1817	1725	1946	1949	1729	1674	2002	2177	1906	2111	1883	2269	2497	2012	1957	2276	2051	2051	2010	1091	2100	2313	2074	2657	2453	163	2157	2225	2123	1797	1396	1439	1638	2138	2303	2173	2039	377	2762	2330	2489	1633	920	1047									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	149300	2000	2000	2000	2000	2500	2000	2000	2000	1500	2000	2000	2000	2000	2000	2000	2000	2500	2500	2500	1500	2000	2000	2500	2000	2000	2000	2000	2500	1500	2000	2500	2000	2000	1500	2000	1500	1500	2000	2000	1500	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1000	2000	2000	2000	2000	2000	200	2000	2000	2000	1500	1000	1500	1500	2000	2000	2000	2000	400	2500	2000	2500	1500	1000	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	97610	1362	1346	1383	1423	1398	1255	1207	1318	1068	1140	1418	1241	1287	1485	1344	1423	1322	1383	1383	884	1279	1360	1584	1158	1239	1457	1242	1814	1075	1411	1609	1155	1175	913	1365	1086	1057	1187	1125	1070	1016	1159	1295	1195	1319	1206	1409	1566	1187	1220	1410	1248	1407	1242	652	1300	1400	1374	1604	1313	95	1373	1321	1377	1172	839	977	925	1339	1452	1382	1217	263	1654	1327	1382	1026	550	986									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2343	43	36	29	28	22	46	22	23	25	36	43	53	46	59	48	28	37	29	40	15	121	40	43	19	41	29	26	24	17	15	20	12	23	11	16	18	26	16	17	27	21	14	12	16	23	19	31	15	31	70	22	31	45	40	7	27	26	27	36	29	0	25	17	14	23	11	9	6	21	30	22	13	107	6	10	13	7	137	61									
6	Число погашенных избирательных бюллетеней	49347	595	618	588	549	1080	699	771	659	407	824	539	706	667	456	608	549	1141	1088	1077	601	600	600	873	823	720	514	732	662	408	574	871	833	802	576	619	396	417	797	858	403	463	827	693	789	658	775	560	419	782	710	568	721	548	718	341	673	574	599	360	658	105	602	662	609	305	150	514	569	640	518	596	770	30	840	663	1105	467	313	153									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2343	43	36	29	28	22	46	22	23	25	36	43	53	46	59	48	28	37	29	40	15	121	40	43	19	41	29	26	24	17	15	20	12	23	11	16	18	26	16	17	27	21	14	12	16	23	19	31	15	31	70	22	31	45	40	7	27	26	27	36	29	0	25	17	14	23	11	9	6	21	30	22	13	107	6	10	13	7	137	61									
8	Число бюллетеней в стационарных ящиках для голосования	97418	1358	1330	1383	1423	1395	1254	1203	1318	1063	1140	1407	1241	1285	1425	1343	1423	1322	1372	1383	882	1279	1355	1581	1158	1237	1457	1241	1812	1073	1411	1609	1155	1175	913	1365	1086	1056	1186	1125	1070	1015	1159	1292	1193	1318	1203	1408	1563	1187	1220	1410	1246	1407	1242	652	1298	1400	1374	1604	1311	95	1370	1318	1375	1170	839	977	924	1338	1446	1382	1217	262	1641	1326	1380	1026	550	986									
9	Число недействительных избирательных бюллетеней	1301	17	13	16	13	83	19	16	27	19	14	22	12	17	13	10	21	20	18	18	9	13	13	14	28	16	16	9	24	16	11	16	17	16	12	13	16	19	13	9	9	15	10	21	8	12	14	17	19	12	12	23	19	13	9	5	9	17	11	14	12	1	15	7	14	28	10	13	19	17	22	20	19	22	24	21	9	16	11	44									
10	Число действительных избирательных бюллетеней	98460	1384	1353	1396	1438	1334	1281	1209	1314	1069	1162	1428	1282	1314	1471	1381	1430	1339	1383	1405	888	1387	1382	1610	1149	1262	1470	1258	1812	1074	1415	1613	1150	1182	912	1368	1088	1063	1189	1133	1088	1021	1163	1283	1201	1329	1208	1422	1559	1206	1278	1409	1258	1439	1273	654	1316	1409	1390	1626	1328	94	1380	1328	1375	1165	840	973	911	1342	1454	1384	1211	347	1623	1315	1384	1017	676	1003									
