Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Сунская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144					
1	"Число избирателей, внесенных в списки"	6848	1568	776	416	475	387	371	416	273	252	140	313	263	191	198	809					
2	"Число бюллетеней, полученных участковыми комиссиями"	6730	1476	780	415	470	385	365	419	270	250	140	310	265	190	210	785					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3881	943	413	222	250	211	187	234	151	151	88	148	175	127	122	459					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	426	61	32	53	41	6	33	44	22	19	19	11	17	2	5	61					
6	Число погашенных бюллетеней	2423	472	335	140	179	168	145	141	97	80	33	151	73	61	83	265					
7	Число бюллетеней в переносных ящиках для голосования	426	61	32	53	41	6	33	44	22	19	19	11	17	2	5	61					
8	Число бюллетеней в стационарных ящиках для голосования	3881	943	413	222	250	211	187	234	151	151	88	148	175	127	122	459					
9	Число недействительных бюллетеней	95	14	12	2	4	3	5	8	3	5	4	10	4	6	0	15					
10	Число действительных бюллетеней	4212	990	433	273	287	214	215	270	170	165	103	149	188	123	127	505					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	20	5	5	5	5	5	5	5	5	5	5	5	5	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	4	3	0	1	1	1	3	3	0	0	0	4	3	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	2	3	0	1	4	1	0	1	0	0	1	3	1	0	7					
14	Число погашенных открепительных удостоверений	73	16	2	5	4	4	4	2	2	5	5	5	1	2	5	11					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
