Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Пудожская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №471	УИК №472	УИК №473					
1	"Число избирателей, внесенных в список"	20727	2081	1951	2200	2080	161	129	548	240	343	680	449	364	492	125	1284	544	268	417	530	86	1414	633	208	115	1149	992	164	680	229	171					
2	Число полученных избирательных бюллетеней	20305	2000	2000	2000	2000	160	140	540	240	340	650	450	350	500	120	1200	550	270	400	500	85	1400	650	220	115	1100	1000	175	700	250	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10363	946	1088	947	1082	104	60	284	166	185	343	227	181	278	72	543	257	163	244	262	52	681	355	126	66	491	496	91	364	99	110					
5	"Число избирательных бюллетеней, выданных вне помещения"	671	95	18	11	22	5	24	20	4	26	18	9	23	9	11	51	31	17	39	3	8	28	18	0	0	30	44	14	12	60	21					
6	Число погашенных избирательных бюллетеней	9271	959	894	1042	896	51	56	236	70	129	289	214	146	213	37	606	262	90	117	235	25	691	277	94	49	579	460	70	324	91	69					
7	Число избирательных бюллетеней в переносных ящиках	671	95	18	11	22	5	24	20	4	26	18	9	23	9	11	51	31	17	39	3	8	28	18	0	0	30	44	14	12	60	21					
8	Число бюллетеней в стационарных ящиках для голосования	10361	946	1088	947	1082	104	60	284	166	185	343	227	181	278	72	543	257	163	244	262	52	681	355	126	65	490	496	91	364	99	110					
9	Число недействительных избирательных бюллетеней	78	6	9	5	8	1	2	0	0	1	1	0	1	3	3	7	1	0	0	0	1	4	3	1	1	3	5	1	10	1	0					
10	Число действительных избирательных бюллетеней	10954	1035	1097	953	1096	108	82	304	170	210	360	236	203	284	80	587	287	180	283	265	59	705	370	125	64	517	535	104	366	158	131					
11	Число полученных открепительных  удостоверений	455	35	35	35	35	7	7	10	7	10	15	10	7	20	7	20	15	12	10	10	7	25	20	7	7	15	20	7	20	10	10					
12	Число выданных открепительных удостоверений	146	13	13	18	15	2	1	1	1	0	4	2	1	11	1	2	1	9	5	3	0	6	3	2	0	5	17	0	5	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	88	7	9	12	4	2	1	2	0	0	6	3	0	3	4	3	1	1	1	4	2	6	2	1	0	2	0	3	2	3	4					
14	Число неиспользованных открепительных удостоверений	309	22	22	17	20	5	6	9	6	10	11	8	6	9	6	18	14	3	5	7	7	19	17	5	7	10	3	7	15	8	7					
