Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
"Наименование Избирательной комиссии:    Тула, Центральная"																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560					
1	"Число избирателей, внесенных в списки"	84494	2056	1538	1947	2048	2240	1339	1098	1381	1207	296	2682	1455	2220	1341	930	1400	1357	1411	2235	2401	2358	2473	2454	1896	1913	2685	2740	2573	1758	1962	2112	2064	2066	1274	2042	2186	1334	1283	2460	2369	2301	1815	1938	2378	1478					
2	"Число бюллетеней, полученных участковыми комиссиями"	84230	2050	1530	1950	2000	2200	1370	1085	1360	1230	275	2200	1400	2180	1310	1100	1250	1325	1410	2250	2430	2360	2470	2450	2000	1900	2650	2800	2600	1770	1995	2150	2070	2050	1280	2100	2150	1350	1530	2430	2360	2310	1750	1940	2400	1460					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	41990	1145	784	1096	858	1000	524	394	541	443	157	1240	496	1118	433	930	686	798	647	1090	1282	1213	1223	1299	809	788	1202	1476	1217	818	865	1147	1046	1069	675	1030	1208	661	656	1153	1242	1041	861	1115	1888	626					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2555	96	47	36	121	97	62	90	58	77	24	127	108	50	142	0	71	30	44	56	35	38	33	50	68	36	33	21	42	22	39	38	24	60	12	30	45	56	13	57	63	86	94	34	138	52					
6	Число погашенных бюллетеней	39685	809	699	818	1021	1103	784	601	761	710	94	833	796	1012	735	170	493	497	719	1104	1113	1109	1214	1101	1123	1076	1415	1303	1341	930	1091	965	1000	921	593	1040	897	633	861	1220	1055	1183	795	791	374	782					
7	Число бюллетеней в переносных ящиках для голосования	2554	96	47	36	121	96	62	90	58	77	24	127	108	50	142	0	71	30	44	56	35	38	33	50	68	36	33	21	42	22	39	38	24	60	12	30	45	56	13	57	63	86	94	34	138	52					
8	Число бюллетеней в стационарных ящиках для голосования	41798	1145	783	1096	813	1000	524	393	541	442	157	1238	495	1059	433	929	686	794	603	1090	1281	1204	1216	1299	809	786	1202	1475	1216	818	862	1147	1046	1069	675	1030	1206	661	656	1153	1240	1041	861	1112	1886	626					
9	Число недействительных бюллетеней	513	7	5	16	9	18	24	12	24	11	5	20	10	14	2	31	14	10	2	15	0	0	19	13	11	12	21	12	10	10	11	10	8	8	13	7	9	10	8	14	15	10	9	7	12	5					
10	Число действительных бюллетеней	43839	1234	825	1116	925	1078	562	471	575	508	176	1345	593	1095	573	898	743	814	645	1131	1316	1242	1230	1336	866	810	1214	1484	1248	830	890	1175	1062	1121	674	1053	1242	707	661	1196	1288	1117	946	1139	2012	673					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1226	35	21	31	20	20	15	10	15	15	10	20	20	15	15	0	15	15	20	28	30	46	22	30	20	29	20	35	28	40	20	28	33	25	20	35	30	20	180	25	25	20	25	20	50	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	958	25	8	27	16	14	14	6	6	6	4	17	9	15	9	0	14	14	15	21	25	36	20	29	12	13	20	31	24	32	18	28	32	23	10	30	27	12	155	16	21	14	21	20	32	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	935	6	13	11	9	7	9	4	10	6	9	7	8	9	6	402	29	9	31	16	15	16	17	13	20	12	26	11	9	7	4	7	17	9	11	13	12	14	15	18	8	12	17	18	3	10					
14	Число погашенных открепительных удостоверений	268	10	13	4	4	6	1	4	9	9	6	3	11	0	6	0	1	1	5	7	5	10	2	1	8	16	0	4	4	8	2	0	1	2	10	5	3	8	25	9	4	6	4	0	18	13					
15	Число открепительных удостоверений выданных ТИК	114	1	2	1	6	6	5	1	5	3	0	6	3	3	2	0	2	4	2	2	4	3	1	6	1	7	1	1	3	0	1	6	3	2	0	2	4	1	0	2	1	4	2	1	0	4					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	321	2	9	5	8	10	6	2	5	6	4	11	4	11	5	18	9	3	1	9	10	5	11	15	3	8	11	8	8	7	7	9	21	5	6	6	9	0	2	7	2	11	4	8	6	4					
		0.72%	0.16%	1.08%	0.44%	0.85%	0.91%	1.02%	0.41%	0.83%	1.15%	2.20%	0.80%	0.66%	0.99%	0.86%	1.93%	1.18%	0.36%	0.15%	0.78%	0.75%	0.40%	0.88%	1.11%	0.34%	0.97%	0.89%	0.53%	0.63%	0.83%	0.77%	0.75%	1.96%	0.44%	0.87%	0.56%	0.71%	0.0%	0.29%	0.57%	0.15%	0.97%	0.41%	0.69%	0.29%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2321	113	65	74	38	36	15	7	8	17	3	42	16	16	12	28	55	107	26	61	54	61	55	48	61	31	64	92	55	49	39	85	56	64	19	67	93	37	47	73	91	80	70	65	101	25					
		5.23%	9.10%	7.83%	6.53%	4.06%	3.28%	2.55%	1.44%	1.33%	3.27%	1.65%	3.07%	2.65%	1.44%	2.08%	3.01%	7.26%	12.98%	4.01%	5.32%	4.10%	4.91%	4.40%	3.55%	6.95%	3.77%	5.18%	6.14%	4.37%	5.83%	4.32%	7.17%	5.23%	5.66%	2.76%	6.32%	7.43%	5.16%	7.02%	6.03%	6.98%	7.09%	7.32%	5.67%	4.99%	3.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1397	32	20	33	34	50	19	29	22	15	4	47	26	30	31	10	23	24	22	40	56	36	37	45	27	22	30	36	40	18	19	40	41	44	39	41	33	29	18	38	47	41	32	26	21	30					
		3.14%	2.57%	2.40%	2.91%	3.64%	4.56%	3.24%	6.00%	3.67%	2.89%	2.20%	3.44%	4.31%	2.70%	5.39%	1.07%	3.03%	2.91%	3.40%	3.49%	4.25%	2.89%	2.96%	3.33%	3.07%	2.67%	2.42%	2.40%	3.17%	2.14%	2.10%	3.37%	3.83%	3.89%	5.67%	3.86%	2.63%	4.04%	2.69%	3.14%	3.60%	3.63%	3.35%	2.26%	1.03%	4.42%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3068	163	92	97	43	45	23	25	27	24	7	75	39	59	22	26	54	54	48	90	62	58	89	92	63	53	83	112	97	48	65	104	71	99	45	76	116	42	64	87	132	107	70	108	59	53					
		6.91%	13.13%	11.08%	8.56%	4.60%	4.10%	3.92%	5.17%	4.50%	4.62%	3.86%	5.49%	6.46%	5.32%	3.82%	2.79%	7.13%	6.55%	7.41%	7.85%	4.71%	4.66%	7.12%	6.81%	7.18%	6.44%	6.72%	7.48%	7.71%	5.71%	7.21%	8.77%	6.63%	8.76%	6.55%	7.16%	9.27%	5.85%	9.56%	7.19%	10.13%	9.49%	7.32%	9.42%	2.91%	7.81%					
22	"5. ""За Русь Святую"""	258	3	1	8	6	3	8	1	5	4	0	7	3	8	2	16	4	5	2	6	6	12	5	11	7	2	11	8	6	3	5	9	7	4	3	11	1	3	1	10	6	5	8	8	6	8					
		0.58%	0.24%	0.12%	0.70%	0.64%	0.27%	1.36%	0.20%	0.83%	0.77%	0.0%	0.51%	0.49%	0.72%	0.34%	1.72%	0.52%	0.60%	0.30%	0.52%	0.45%	0.96%	0.40%	0.81%	0.79%	0.24%	0.89%	0.53%	0.47%	0.35%	0.55%	0.75%	0.65%	0.35%	0.43%	1.03%	0.07%	0.41%	0.14%	0.82%	0.46%	0.44%	0.83%	0.69%	0.29%	1.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	99	1	0	1	2	2	0	0	0	3	0	7	2	12	4	4	1	1	3	3	1	3	1	3	2	3	2	0	0	3	1	1	5	2	3	3	4	0	0	1	1	3	4	1	5	1					
