Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    территориальная избирательная комиссия Фрунзенского р-на г. Владимира																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №462	УИК №463	УИК №1011	УИК №1012	УИК №1013					
1	"Число избирателей, внесенных в списки избирателей"	96567	2337	2776	2829	2816	2102	2304	2198	2220	2387	2259	2301	2232	2305	2384	2642	2439	2491	2483	2725	2837	2571	2455	2141	2093	1983	2207	2107	2216	2506	2562	2625	2450	2575	2545	2789	2631	2640	236	2400	1897	1871					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	81386	1950	2500	2400	2400	1700	1900	1850	1850	2000	1900	1950	1850	1950	2000	2250	2050	2100	2100	2300	2400	2150	2050	1800	1750	1700	1850	1750	1850	2050	2100	2200	2050	2200	2200	2300	2200	2350	236	2000	1600	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	59651	1483	1846	1749	1773	1091	1355	1302	1355	1527	1433	1352	1506	1431	1523	1634	1564	1457	1529	1607	1794	1497	1490	1364	1257	1191	1323	1339	1386	1520	1614	1668	1576	1554	1581	1696	1668	1712	236	1488	1036	1144					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2126	95	251	51	47	297	44	44	30	22	23	64	5	38	17	45	42	55	50	29	38	22	32	41	43	67	61	44	36	32	24	22	17	30	41	27	31	21	0	13	174	61					
6	Число погашенных избирательных бюллетеней	19609	372	403	600	580	312	501	504	465	451	444	534	339	481	460	571	444	588	521	664	568	631	528	395	450	442	466	367	428	498	462	510	457	616	578	577	501	617	0	499	390	395					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2126	95	251	51	47	297	44	44	30	22	23	64	5	38	17	45	42	55	50	29	38	22	32	41	43	67	61	44	36	32	24	22	17	30	41	27	31	21	0	13	174	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	59618	1481	1842	1749	1773	1091	1355	1302	1352	1526	1433	1352	1506	1431	1523	1634	1564	1457	1529	1607	1793	1497	1486	1362	1257	1191	1323	1339	1386	1518	1613	1668	1576	1551	1579	1691	1666	1712	236	1488	1036	1143					
9	Число недействительных избирательных бюллетеней	882	27	28	28	33	15	19	10	24	22	16	20	24	29	22	22	21	14	27	20	26	19	23	23	24	14	21	23	17	16	36	18	18	21	18	26	20	9	19	24	26	20					
10	Число действительных избирательных бюллетеней	60862	1549	2065	1772	1787	1373	1380	1336	1358	1526	1440	1396	1487	1440	1518	1657	1585	1498	1552	1616	1805	1500	1495	1380	1276	1244	1363	1360	1405	1534	1601	1672	1575	1560	1602	1692	1677	1724	217	1477	1184	1184					
