Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Максатихинская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678					
1	"Число избирателей, внесенных в списки избирателей"	15840	1906	1970	1977	1994	350	184	408	333	545	374	147	547	331	240	225	133	187	590	140	307	202	264	582	389	260	397	339	111	184	224					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15002	1787	1902	1908	1927	316	164	387	311	537	355	144	470	322	227	210	140	194	560	146	283	190	231	543	371	244	357	303	102	170	201					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6670	809	894	915	784	113	65	188	164	182	202	65	228	132	78	78	83	80	237	55	155	86	111	278	138	80	123	167	56	57	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1825	83	37	41	67	128	71	43	37	100	86	28	97	40	51	37	29	42	56	45	72	37	48	42	122	88	104	46	10	61	77					
6	Число погашенных избирательных бюллетеней	6507	895	971	952	1076	75	28	156	110	255	67	51	145	150	98	95	28	72	267	46	56	67	72	223	111	76	130	90	36	52	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1825	83	37	41	67	128	71	43	37	100	86	28	97	40	51	37	29	42	56	45	72	37	48	42	122	88	104	46	10	61	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6670	809	894	915	784	113	65	188	164	182	202	65	228	132	78	78	83	80	237	55	155	86	111	278	138	80	123	167	56	57	67					
9	Число недействительных избирательных бюллетеней	33	3	3	3	4	3	0	2	3	0	0	0	0	1	0	4	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1					
10	Число действительных избирательных бюллетеней	8462	889	928	953	847	238	136	229	198	282	288	93	325	171	129	111	111	122	292	100	227	123	159	319	259	167	227	213	66	117	143					
