Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Любытинская 																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164					
1	"Число избирателей, внесенных в список избирателей"	8279	92	249	187	78	204	136	73	454	149	303	157	1086	2431	272	133	254	59	87	271	1604					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6850	80	200	150	80	200	130	70	400	140	250	150	800	2000	250	110	250	60	80	250	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4195	60	79	65	42	94	70	33	224	56	140	78	593	1341	129	47	105	30	46	100	863					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1228	7	96	70	24	30	28	27	122	48	62	48	123	138	68	50	63	19	10	69	126					
6	Число погашенных избирательных бюллетеней	1427	13	25	15	14	76	32	10	54	36	48	24	84	521	53	13	82	11	24	81	211					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1228	7	96	70	24	30	28	27	122	48	62	48	123	138	68	50	63	19	10	69	126					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4195	60	79	65	42	94	70	33	224	56	140	78	593	1341	129	47	105	30	46	100	863					
9	Число недействительных избирательных бюллетеней	106	1	3	3	3	1	1	0	3	3	2	0	27	24	6	0	6	1	0	2	20					
10	Число действительных избирательных бюллетеней	5317	66	172	132	63	123	97	60	343	101	200	126	689	1455	191	97	162	48	56	167	969					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	144	5	5	0	0	5	5	5	24	10	5	5	10	30	5	0	0	5	5	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	100	1	0	0	0	0	0	0	24	10	3	2	10	30	5	0	0	0	0	0	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	0	2	0	1	0	4	0	0	1	0	1	2	14	1	1	5	0	2	2	14					
14	Число погашенных неиспользованных открепительных удостоверений	44	4	5	0	0	5	5	5	0	0	2	3	0	0	0	0	0	5	5	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1361	20	32	33	16	29	30	12	83	24	65	30	139	575	24	16	19	5	18	30	161					
		25.10%	29.85%	18.29%	24.44%	24.24%	23.39%	30.61%	20.00%	23.99%	23.08%	32.18%	23.81%	19.41%	38.88%	12.18%	16.49%	11.31%	10.20%	32.14%	17.75%	16.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	680	3	20	25	10	13	18	5	56	9	29	9	61	177	24	10	30	1	5	29	146					
		12.54%	4.48%	11.43%	18.52%	15.15%	10.48%	18.37%	8.33%	16.18%	8.65%	14.36%	7.14%	8.52%	11.97%	12.18%	10.31%	17.86%	2.04%	8.93%	17.16%	14.76%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	0	0	0	1	0	1	1	3	1	3	0	5	16	3	0	0	0	0	0	5					
		0.72%	0.00%	0.00%	0.00%	1.52%	0.00%	1.02%	1.67%	0.87%	0.96%	1.49%	0.00%	0.70%	1.08%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	903	15	29	14	5	13	15	3	52	9	36	8	87	244	33	10	38	7	8	45	232					
		16.65%	22.39%	16.57%	10.37%	7.58%	10.48%	15.31%	5.00%	15.03%	8.65%	17.82%	6.35%	12.15%	16.50%	16.75%	10.31%	22.62%	14.29%	14.29%	26.63%	23.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	0	3	0	0	2	0	0	8	4	1	2	6	22	2	3	3	0	2	4	10					
		1.33%	0.00%	1.71%	0.00%	0.00%	1.61%	0.00%	0.00%	2.31%	3.85%	0.50%	1.59%	0.84%	1.49%	1.02%	3.09%	1.79%	0.00%	3.57%	2.37%	1.01%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2249	28	88	60	31	65	33	39	141	53	66	77	390	418	102	58	71	35	23	58	413					
		41.47%	41.79%	50.29%	44.44%	46.97%	52.42%	33.67%	65.00%	40.75%	50.96%	32.67%	61.11%	54.47%	28.26%	51.78%	59.79%	42.26%	71.43%	41.07%	34.32%	41.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	13	0	0	0	0	1	0	0	0	1	0	0	1	3	3	0	1	0	0	1	2					
		0.24%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.14%	0.20%	1.52%	0.00%	0.60%	0.00%	0.00%	0.59%	0.20%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
