Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Алатырская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51					
1	"Число избирателей, внесенных в список избирателей"	31186	744	838	1041	801	1291	1163	1372	1306	1479	1647	1615	1410	1144	1537	756	856	1412	743	1424	1388	1321	1322	1529	1744	1113	190					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24190	600	600	800	650	1000	900	1050	1000	1150	1250	1250	1100	900	1150	600	650	1100	600	1100	1100	1000	1050	1200	1350	850	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14962	362	314	515	432	725	472	803	716	731	844	767	756	642	821	367	356	663	278	557	691	553	583	709	757	454	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1877	68	178	104	66	52	68	59	72	29	71	58	36	27	65	31	50	29	96	179	93	76	76	44	125	48	77					
6	Число погашенных избирательных бюллетеней	7351	170	108	181	152	223	360	188	212	390	335	425	308	231	264	202	244	408	226	364	316	371	391	447	468	348	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1877	68	178	104	66	52	68	59	72	29	71	58	36	27	65	31	50	29	96	179	93	76	76	44	125	48	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14956	362	312	515	432	725	472	803	716	731	844	767	756	642	817	367	356	663	278	557	691	553	583	709	757	454	94					
9	Число недействительных избирательных бюллетеней	387	4	10	13	10	23	9	11	19	22	18	26	22	18	21	18	9	17	6	13	16	17	5	16	25	19	0					
10	Число действительных избирательных бюллетеней	16446	426	480	606	488	754	531	851	769	738	897	799	770	651	861	380	397	675	368	723	768	612	654	737	857	483	171					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1849	69	50	70	50	70	70	70	70	100	100	100	80	70	80	50	50	80	50	80	80	80	80	80	100	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	612	41	18	27	19	43	22	26	23	34	25	16	26	26	45	17	11	28	5	18	26	17	31	40	25	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	542	14	21	16	8	27	10	8	19	12	14	14	23	19	44	8	18	13	10	11	17	10	8	14	6	16	162					
14	Число погашенных неиспользованных открепительных удостоверений	1237	28	32	43	31	27	48	44	47	66	75	84	54	44	35	33	39	52	45	62	54	63	49	40	75	67	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	151	0	7	7	4	11	6	8	3	6	4	3	15	6	9	6	3	12	1	9	7	8	6	6	1	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2731	63	50	80	86	102	82	152	153	121	148	127	163	101	179	68	51	97	62	127	131	120	100	123	147	78	20					
