Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Алатырская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки избирателей"	32099	799	919	1161	899	1443	1293	1053	1367	1857	1825	1091	2409	1378	721	864	1422	923	1375	775	1506	1297	1326	1349	2139	707	201					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32518	823	878	1169	936	1466	1293	1066	1366	1911	1855	1115	2476	1418	745	877	1439	923	1354	786	1524	1253	1369	1402	2174	710	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19363	472	366	708	592	927	677	723	924	1207	1228	648	1589	939	441	540	855	502	735	432	922	735	713	869	1164	414	41					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2398	107	136	113	75	95	82	45	93	57	144	80	88	52	59	65	57	71	183	90	94	90	121	27	193	32	149					
6	Число погашенных избирательных бюллетеней	10757	244	376	348	269	444	534	298	349	647	483	387	799	427	245	272	527	350	436	264	508	428	535	506	817	264	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2397	107	135	113	75	95	82	45	93	57	144	80	88	52	59	65	57	71	183	90	94	90	121	27	193	32	149					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19363	472	366	708	592	927	677	723	924	1207	1228	648	1589	939	441	540	855	502	735	432	922	735	713	869	1164	414	41					
9	Число недействительных избирательных бюллетеней	161	7	5	7	2	5	6	5	11	11	14	4	14	5	5	8	4	5	3	4	7	5	4	8	9	3	0					
10	Число действительных избирательных бюллетеней	21599	572	496	814	665	1017	753	763	1006	1253	1358	724	1663	986	495	597	908	568	915	518	1009	820	830	888	1348	443	190					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2276	56	50	50	60	100	100	50	100	150	100	50	170	70	50	50	100	50	100	50	150	70	100	200	200	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1229	42	48	50	60	59	32	44	58	82	76	31	93	53	36	38	38	20	46	21	51	19	56	76	88	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	827	12	16	33	19	43	13	13	68	23	28	13	47	42	19	16	9	16	61	18	33	30	15	16	39	14	171					
14	Число погашенных неиспользованных открепительных удостоверений	1047	14	2	0	0	41	68	6	42	68	24	19	77	17	14	12	62	30	54	29	99	51	44	124	112	38	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	224	0	16	16	5	10	9	4	10	8	17	4	22	12	19	7	8	5	2	3	10	8	13	8	6	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	195	3	4	13	7	15	2	7	10	6	10	9	16	11	2	6	11	3	12	0	13	8	5	10	8	4	0					
		0.90%	0.52%	0.80%	1.58%	1.05%	1.47%	0.26%	0.91%	0.98%	0.47%	0.73%	1.24%	0.95%	1.11%	0.40%	0.99%	1.21%	0.52%	1.31%	0.00%	1.28%	0.97%	0.60%	1.12%	0.59%	0.90%	0.00%					
