Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ононская 																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9200	2736	740	345	353	44	113	621	119	345	99	434	53	474	171	687	577	259	322	76	502	130									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9300	2756	744	350	349	43	113	617	118	343	97	413	53	493	181	718	590	274	335	79	503	131									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	150	0	6	0	9	5	2	11	0	1	1	0	0	31	16	38	11	9	0	8	2	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4084	1337	358	169	112	18	42	258	63	141	32	211	27	189	57	245	186	109	136	41	266	87									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	369	56	38	23	24	0	9	37	12	16	16	16	2	17	5	17	29	6	9	2	26	9									
6	Число погашенных избирательных бюллетеней	4697	1363	342	158	204	20	60	311	43	185	48	186	24	256	103	418	364	150	190	28	209	35									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	519	56	44	23	33	5	11	48	12	17	17	16	2	48	21	55	40	15	9	10	28	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4082	1337	358	169	112	18	42	258	63	141	32	211	27	189	57	245	186	108	135	41	266	87									
9	Число недействительных избирательных бюллетеней	160	31	20	7	5	0	3	10	6	12	1	11	1	7	1	11	7	6	8	0	12	1									
10	Число действительных избирательных бюллетеней	4441	1362	382	185	140	23	50	296	69	146	48	216	28	230	77	289	219	117	136	51	282	95									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	355	45	25	10	10	5	5	25	5	10	5	10	5	45	25	40	40	10	10	5	15	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	121	18	2	2	1	1	2	25	1	1	0	3	2	11	4	16	10	10	4	1	7	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	18	5	5	5	1	2	10	3	3	0	5	3	3	0	1	2	1	1	2	7	1									
14	Число погашенных неиспользованных открепительных удостоверений	234	27	23	8	9	4	3	0	4	9	5	7	3	34	21	24	30	0	6	4	8	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	17	2	0	0	0	0	3	0	1	0	2	0	5	0	3	0	1	3	1	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	41	12	2	1	0	0	1	6	1	4	0	2	1	2	2	0	3	1	1	0	1	1									
		0.89%	0.86%	0.50%	0.52%	0.00%	0.00%	1.89%	1.96%	1.33%	2.53%	0.00%	0.88%	3.45%	0.84%	2.56%	0.00%	1.33%	0.81%	0.69%	0.00%	0.34%	1.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	160	47	9	1	2	0	0	20	2	7	2	12	1	17	2	9	4	6	8	0	6	5									
		3.48%	3.37%	2.24%	0.52%	1.38%	0.00%	0.00%	6.54%	2.67%	4.43%	4.08%	5.29%	3.45%	7.17%	2.56%	3.00%	1.77%	4.88%	5.56%	0.00%	2.04%	5.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	80	29	5	5	0	0	0	8	2	2	0	3	2	5	1	9	6	0	1	0	1	1									
		1.74%	2.08%	1.24%	2.60%	0.00%	0.00%	0.00%	2.61%	2.67%	1.27%	0.00%	1.32%	6.90%	2.11%	1.28%	3.00%	2.65%	0.00%	0.69%	0.00%	0.34%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2407	694	213	97	98	16	33	145	33	70	36	113	10	116	51	181	132	69	69	23	146	62									
		52.31%	49.82%	52.99%	50.52%	67.59%	69.57%	62.26%	47.39%	44.00%	44.30%	73.47%	49.78%	34.48%	48.95%	65.38%	60.33%	58.41%	56.10%	47.92%	45.10%	49.66%	64.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	12	0	0	2	1	0	1	1	1	0	0	1	2	0	5	0	0	2	1	1	2									
		0.70%	0.86%	0.00%	0.00%	1.38%	4.35%	0.00%	0.33%	1.33%	0.63%	0.00%	0.00%	3.45%	0.84%	0.00%	1.67%	0.00%	0.00%	1.39%	1.96%	0.34%	2.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	4	2	5	1	0	0	1	0	1	0	0	0	3	0	1	1	1	0	0	1	0									
		0.46%	0.29%	0.50%	2.60%	0.69%	0.00%	0.00%	0.33%	0.00%	0.63%	0.00%	0.00%	0.00%	1.27%	0.00%	0.33%	0.44%	0.81%	0.00%	0.00%	0.34%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	872	314	94	57	20	6	14	42	24	37	5	32	7	27	9	9	34	15	26	16	71	13									
		18.95%	22.54%	23.38%	29.69%	13.79%	26.09%	26.42%	13.73%	32.00%	23.42%	10.20%	14.10%	24.14%	11.39%	11.54%	3.00%	15.04%	12.20%	18.06%	31.37%	24.15%	13.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	5	3	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	1	0									
		0.33%	0.36%	0.75%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.44%	0.00%	0.42%	0.00%	0.00%	0.88%	0.00%	0.69%	0.00%	0.34%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	7	3	1	2	0	0	1	0	1	1	0	0	2	1	1	1	0	0	0	0	0									
		0.46%	0.50%	0.75%	0.52%	1.38%	0.00%	0.00%	0.33%	0.00%	0.63%	2.04%	0.00%	0.00%	0.84%	1.28%	0.33%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	1	0	0									
		0.17%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.33%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	8	5	0	1	0	0	3	0	2	0	0	0	5	0	1	2	1	0	1	0	0									
		0.63%	0.57%	1.24%	0.00%	0.69%	0.00%	0.00%	0.98%	0.00%	1.27%	0.00%	0.00%	0.00%	2.11%	0.00%	0.33%	0.88%	0.81%	0.00%	1.96%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	586	187	36	13	8	0	0	51	3	15	3	46	5	37	10	39	28	20	24	9	41	11									
		12.74%	13.42%	8.96%	6.77%	5.52%	0.00%	0.00%	16.67%	4.00%	9.49%	6.12%	20.26%	17.24%	15.61%	12.82%	13.00%	12.39%	16.26%	16.67%	17.65%	13.95%	11.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	9	2	0	1	0	0	2	1	2	0	1	1	6	0	6	0	1	2	0	1	0									
		0.76%	0.65%	0.50%	0.00%	0.69%	0.00%	0.00%	0.65%	1.33%	1.27%	0.00%	0.44%	3.45%	2.53%	0.00%	2.00%	0.00%	0.81%	1.39%	0.00%	0.34%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	134	34	7	5	5	0	2	11	2	4	1	6	0	6	1	27	6	3	2	0	12	0									
		2.91%	2.44%	1.74%	2.60%	3.45%	0.00%	3.77%	3.59%	2.67%	2.53%	2.04%	2.64%	0.00%	2.53%	1.28%	9.00%	2.65%	2.44%	1.39%	0.00%	4.08%	0.00%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
