Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Руднянская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623					
1	"Число избирателей, внесенных в списки"	22146	2484	3023	2584	288	1324	1640	440	177	601	173	321	201	212	407	114	232	381	689	299	264	361	199	420	408	251	432	706	416	894	170	179	205	256	424	155	206	241	164	88	117					
2	"Число бюллетеней, полученных участковыми комиссиями"	22244	2439	2810	2595	277	1324	1698	434	193	603	173	335	203	213	390	114	227	424	683	298	268	366	204	413	486	277	439	729	449	926	174	180	213	244	430	160	233	240	168	90	122					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12142	1286	1511	1389	149	655	937	261	138	372	65	92	112	151	278	41	73	231	394	179	163	271	161	172	401	145	227	447	168	523	62	43	109	148	156	95	131	151	111	55	89					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2382	39	62	49	40	48	34	33	39	39	73	168	38	2	29	54	103	82	66	52	54	9	18	175	7	61	46	57	111	85	82	109	73	64	149	22	75	45	38	26	26					
6	Число погашенных бюллетеней	7720	1114	1237	1157	88	621	727	140	16	192	35	75	53	60	83	19	51	111	223	67	51	86	25	66	78	71	166	225	170	318	30	28	31	32	125	43	27	44	19	9	7					
7	Число бюллетеней в переносных ящиках для голосования	2382	39	62	49	40	48	34	33	39	39	73	168	38	2	29	54	103	82	66	52	54	9	18	175	7	61	46	57	111	85	82	109	73	64	149	22	75	45	38	26	26					
8	Число бюллетеней в стационарных ящиках для голосования	12091	1286	1511	1389	149	655	903	261	138	372	65	92	112	150	278	41	73	231	394	179	163	270	161	172	401	145	227	447	168	508	62	43	109	148	156	95	131	151	111	55	89					
9	Число недействительных бюллетеней	161	26	22	26	3	10	14	0	2	7	1	6	0	0	4	0	1	4	1	4	1	0	0	1	2	1	8	2	2	4	1	0	1	0	0	2	0	3	0	1	1					
10	Число действительных бюллетеней	14312	1299	1551	1412	186	693	923	294	175	404	137	254	150	152	303	95	175	309	459	227	216	279	179	346	406	205	265	502	277	589	143	152	181	212	305	115	206	193	149	80	114					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	434	17	17	16	10	17	16	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	76	11	11	6	0	5	13	0	0	3	2	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	15	0	2	0	0	0	0	0	1	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	4	5	8	3	1	4	1	0	2	4	4	1	0	0	3	2	1	1	0	3	0	2	3	1	0	0	3	1	1	0	0	0	4	0	0	1	0	2	0	0					
14	Число погашенных открепительных удостоверений	358	6	6	10	10	12	3	10	10	7	8	9	10	10	10	10	9	10	9	10	9	10	10	10	4	9	10	0	10	8	10	10	10	10	10	9	10	9	10	10	11					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	241	19	16	16	4	8	15	1	3	6	2	5	4	6	4	0	8	10	9	2	0	3	2	3	7	5	6	9	7	10	3	5	0	11	14	0	3	11	3	1	0					
		1.66%	1.43%	1.01%	1.11%	2.11%	1.13%	1.60%	0.34%	1.69%	1.45%	1.44%	1.92%	2.66%	3.94%	1.30%	0.0%	4.54%	3.19%	1.95%	0.86%	0.0%	1.07%	1.11%	0.86%	1.71%	2.42%	2.19%	1.78%	2.50%	1.68%	2.08%	3.28%	0.0%	5.18%	4.59%	0.0%	1.45%	5.61%	2.01%	1.23%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	103	11	22	14	3	3	6	0	0	1	3	0	0	0	0	0	0	2	4	0	2	2	2	1	5	0	0	2	1	9	2	0	1	1	5	1	0	0	0	0	0					
