Выборы Президента Российской Федерации																																																																													
Дата голосования: 04.03.2012																																																																													
																																																																													
Наименование Избирательной комиссии:    Новосибирск, Калининская  																																																																													
																																																																													
Сводная таблица итогов голосования																																																																													
																																																																													
	Число участковых избирательных комиссий	66																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	66																																																																											
																																																																													
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666									
1	Число избирателей, включенных в список избирателей	145482	1917	2467	2144	2509	2144	1887	1670	1894	2289	1839	1545	1989	2123	1727	1758	2099	2371	1918	1887	2021	510	1404	1863	1572	2023	2282	1413	2335	2302	2192	2121	2147	1863	1628	2113	2156	2669	3021	3047	2582	2595	2610	2490	2559	2002	1986	1933	219	2616	2607	2956	2778	2786	2670	3169	2420	2199	2234	2225	2353	2804	2218	2844	2959	2939	2870									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	141800	1900	2500	2100	2400	2200	1800	1700	1900	2300	1800	1500	2000	2100	1700	1700	2100	2300	1900	1800	2000	700	1400	1800	1500	2000	2200	1400	2300	2200	2100	2000	2100	1800	1600	2100	2000	2500	2900	2900	2500	2500	2600	2400	2500	2000	1900	1900	200	2500	2600	2800	2700	2600	2500	2900	2300	2000	2200	2200	2300	2700	2300	2800	2900	2900	2900									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	89557	1158	1524	1387	1245	1144	940	1072	1118	1340	1081	969	1173	1314	1060	1073	1250	1516	1298	1231	1400	99	888	1105	1028	1242	1420	865	1298	1274	1203	1328	1346	1185	1012	1337	1281	1594	1687	1544	1608	1669	1705	1589	1643	1280	1267	1305	115	1620	1600	1867	1762	1888	1766	2066	1550	1209	1333	1363	1367	1447	1329	1878	2042	2043	2217									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2778	21	35	27	48	52	46	29	21	39	61	34	33	54	25	25	45	80	33	34	37	404	30	30	35	40	33	25	66	53	65	45	20	38	27	29	12	51	64	47	43	25	56	50	39	35	16	18	12	26	30	31	36	16	26	11	17	66	39	25	23	33	31	43	61	34	43									
6	Число погашенных избирательных бюллетеней	49465	721	941	686	1107	1004	814	599	761	921	658	497	794	732	615	602	805	704	569	535	563	197	482	665	437	718	747	510	936	873	832	627	734	577	561	734	707	855	1149	1309	849	806	839	761	818	685	617	577	73	854	970	902	902	696	708	823	733	725	828	812	910	1220	940	879	797	823	640									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2778	21	35	27	48	52	46	29	21	39	61	34	33	54	25	25	45	80	33	34	37	404	30	30	35	40	33	25	66	53	65	45	20	38	27	29	12	51	64	47	43	25	56	50	39	35	16	18	12	26	30	31	36	16	26	11	17	66	39	25	23	33	31	43	61	34	43									
8	Число бюллетеней в стационарных ящиках для голосования	89419	1157	1524	1387	1244	1144	938	1072	1117	1340	1081	969	1172	1314	1060	1073	1249	1516	1298	1229	1396	99	888	1105	1026	1242	1419	865	1295	1274	1203	1325	1346	1185	1012	1337	1280	1592	1684	1544	1608	1669	1705	1587	1643	1280	1267	1305	115	1619	1600	1866	1762	1888	1764	2066	1550	1209	1332	1307	1326	1447	1329	1878	2036	2043	2217									
9	Число недействительных избирательных бюллетеней	1191	22	9	22	20	17	12	13	15	14	7	10	9	19	28	16	22	18	11	16	17	4	8	7	15	11	22	9	15	15	30	25	13	24	14	21	13	23	24	18	16	28	16	29	29	17	26	25	1	12	23	20	27	23	19	20	23	21	14	24	20	21	18	19	20	18	34									
10	Число действительных избирательных бюллетеней	91006	1156	1550	1392	1272	1179	972	1088	1123	1365	1135	993	1196	1349	1057	1082	1272	1578	1320	1247	1416	499	910	1128	1046	1271	1430	881	1346	1312	1238	1345	1353	1199	1025	1345	1279	1620	1724	1573	1635	1666	1745	1608	1653	1298	1257	1298	126	1633	1607	1877	1771	1881	1771	2057	1544	1254	1357	1308	1329	1459	1342	1902	2077	2059	2226									
