Выборы Президента Российской Федерации																																																																																	
Дата голосования: 18.03.2018																																																																																	
																																																																																	
"Наименование Избирательной комиссии:    Новосибирск, Калининская"																																																																																	
																																																																																	
Сводная таблица итогов голосования																																																																																	
																																																																																	
	Число участковых избирательных комиссий	70																																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	70																																																																															
																																																																																	
		Сумма	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №2015	УИК №2016	УИК №2031									
1	"Число избирателей, включенных в список избирателей"	147717	1927	2265	2006	2363	2118	1761	1623	1788	2041	1690	1458	1898	2675	1693	1696	1934	2374	1863	1807	1927	3193	1261	1843	1506	1860	2178	1329	2079	2181	2200	1957	2030	1700	1628	1987	1952	2524	2281	2241	2348	2294	2435	2263	2320	1811	1792	1803	222	2356	2330	2695	2771	2534	2849	2841	3010	2898	2019	2139	2054	2192	3154	2017	2267	2385	2273	2389	3388	2690	341									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	143385	1900	2300	2000	2300	2000	1700	1600	1700	2000	1700	1400	1800	2600	1600	1600	1900	2300	1800	1700	1900	3000	1200	1800	1400	1800	2100	1300	2100	2100	2200	1900	2000	1700	1600	1900	1800	2400	2200	2200	2300	2300	2400	2200	2300	1800	1800	1800	185	2300	2300	2700	2700	2500	2900	2800	2800	2700	2000	2100	2000	2100	3000	2000	2200	2300	2200	2300	3000	2500	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	86630	1093	1395	1222	1109	1005	882	978	1071	1163	924	804	1059	1472	972	985	1074	1404	1153	1113	1178	1695	726	1086	901	1039	1353	746	1119	1122	1164	1180	1198	997	913	1137	888	1379	1182	1168	1411	1401	1534	1416	1424	1078	1102	1170	127	1440	1462	1667	1706	1548	1722	1724	1876	1595	1210	1382	1344	1358	1699	1151	1450	1580	1614	1761	2322	1258	49									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2377	19	19	27	14	34	27	17	22	23	31	34	28	30	24	27	35	98	35	34	50	28	18	32	35	26	25	29	39	45	51	31	29	23	30	19	12	33	49	32	54	43	59	49	39	32	20	21	10	25	34	25	20	24	23	22	7	18	22	25	25	19	39	35	27	40	35	46	10	27	288									
6	Число погашенных избирательных бюллетеней	54377	788	886	751	1177	961	791	605	607	814	745	562	713	1098	604	588	791	798	612	553	672	1277	456	682	464	735	722	525	942	933	985	689	772	680	657	744	900	988	969	1000	835	856	807	735	837	690	678	609	48	835	804	1008	974	928	1155	1054	917	1087	768	693	631	723	1262	814	723	680	551	493	668	1215	63									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2377	19	19	27	14	34	27	17	22	23	31	34	28	30	24	27	35	98	35	34	50	28	18	32	35	26	25	29	39	45	51	31	29	23	30	19	12	33	49	32	54	43	59	49	39	32	20	21	10	25	34	25	20	24	23	22	7	18	22	25	25	19	39	35	27	40	35	46	10	27	288									
8	Число бюллетеней в стационарных ящиках для голосования	86599	1093	1395	1222	1109	1004	882	978	1069	1163	924	804	1059	1470	972	983	1073	1404	1153	1109	1176	1695	726	1086	901	1039	1350	746	1119	1122	1164	1179	1198	997	913	1137	888	1379	1181	1167	1411	1399	1534	1414	1424	1078	1102	1170	127	1440	1462	1667	1704	1548	1722	1724	1876	1595	1209	1382	1344	1357	1699	1151	1450	1580	1614	1758	2322	1258	49									
9	Число недействительных избирательных бюллетеней	1168	23	12	8	14	9	13	18	17	18	5	13	16	14	16	11	14	17	15	14	9	16	12	14	10	7	20	11	19	35	18	20	16	17	8	20	17	24	16	11	22	12	19	19	29	10	6	6	0	22	15	34	47	24	21	19	11	17	26	20	22	24	23	26	16	13	21	28	15	11	3									
10	Число действительных избирательных бюллетеней	87808	1089	1402	1241	1109	1029	896	977	1074	1168	950	825	1071	1486	980	999	1094	1485	1173	1129	1217	1707	732	1104	926	1058	1355	764	1139	1132	1197	1190	1211	1003	935	1136	883	1388	1214	1188	1443	1430	1574	1444	1434	1100	1116	1185	137	1443	1481	1658	1677	1548	1724	1727	1872	1596	1205	1387	1347	1352	1715	1160	1461	1607	1628	1776	2317	1274	334									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																	
13	Бабурин Сергей Николаевич	585	6	6	11	3	4	5	5	9	7	5	5	10	8	7	10	11	14	12	7	7	15	3	11	8	8	8	2	9	8	11	6	9	8	11	5	6	8	6	5	12	7	20	6	9	14	1	12	0	10	10	17	10	7	13	13	6	10	12	7	9	7	6	2	16	16	8	10	10	5	1									
