Выборы Президента Российской Федерации																																							
Дата голосования: 18.03.2018																																							
																																							
Наименование Избирательной комиссии:    Правобережная																																							
																																							
Сводная таблица итогов голосования																																							
																																							
	Число участковых избирательных комиссий	28																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	28																																					
																																							
		Сумма	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №352	УИК №353	УИК №354	УИК №370									
1	"Число избирателей, включенных в список избирателей"	44494	2118	1775	2159	1095	2748	1137	1216	291	703	1128	2149	2397	2355	1278	1928	2392	2743	1560	1176	1580	1437	2541	1801	1641	500	863	442	1341									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41900	1940	1600	1875	990	2520	1130	1120	260	550	1020	2140	2415	2350	1100	1920	2400	2390	1460	1070	1430	1280	2280	1820	1490	500	850	500	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	33887	1757	1441	1683	873	2239	944	991	204	441	867	1821	1700	1700	919	1353	2045	2003	1008	890	1062	1059	2006	1238	1142	206	512	442	1341									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4176	146	131	146	63	120	125	101	47	89	43	122	300	347	80	300	132	201	327	109	150	135	151	213	145	158	295	0	0									
6	Число погашенных избирательных бюллетеней	3837	37	28	46	54	161	61	28	9	20	110	197	415	303	101	267	223	186	125	71	218	86	123	369	203	136	43	58	159									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4176	146	131	146	63	120	125	101	47	89	43	122	300	347	80	300	132	201	327	109	150	135	151	213	145	158	295	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	33767	1757	1441	1683	873	2239	944	991	204	441	867	1701	1700	1700	919	1353	2045	2003	1008	890	1062	1059	2006	1238	1142	206	512	442	1341									
9	Число недействительных избирательных бюллетеней	229	3	2	1	0	2	1	0	0	1	0	27	44	31	2	25	35	3	2	1	2	2	4	24	2	7	4	4	0									
10	Число действительных избирательных бюллетеней	37714	1900	1570	1828	936	2357	1068	1092	251	529	910	1796	1956	2016	997	1628	2142	2201	1333	998	1210	1192	2153	1427	1285	357	803	438	1341									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
13	Бабурин Сергей Николаевич	103	7	0	1	2	9	0	3	7	0	0	10	7	7	2	4	4	7	2	1	3	2	7	1	4	2	0	2	9									
		0.27%	0.37%	0.00%	0.05%	0.21%	0.38%	0.00%	0.27%	2.79%	0.00%	0.00%	0.55%	0.35%	0.34%	0.20%	0.24%	0.18%	0.32%	0.15%	0.10%	0.25%	0.17%	0.32%	0.07%	0.31%	0.55%	0.00%	0.45%	0.67%									
14	Грудинин Павел Николаевич	4682	197	194	181	8	302	398	148	45	3	81	341	351	364	21	289	393	177	4	136	163	152	201	244	158	50	1	45	35									
