Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Лопатинская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933					
1	"Число избирателей, внесенных в список"	12419	96	102	120	477	198	267	146	361	336	977	356	249	115	114	628	353	1309	1206	1290	255	123	64	191	99	548	59	885	573	554	132	236					
2	Число полученных избирательных бюллетеней	12588	100	100	120	488	200	265	150	372	330	960	366	250	120	115	650	360	1340	1230	1340	260	120	63	190	100	555	58	884	575	560	132	235					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9631	90	98	82	379	176	230	118	304	257	716	272	182	93	88	500	300	852	772	909	228	97	62	159	82	410	49	798	540	515	117	156					
5	"Число избирательных бюллетеней, выданных вне помещения"	1053	0	1	29	61	14	24	17	3	21	113	36	55	11	26	74	28	118	89	50	18	19	0	14	11	45	6	64	15	35	9	47					
6	Число погашенных избирательных бюллетеней	1904	10	1	9	48	10	11	15	65	52	131	58	13	16	1	76	32	370	369	381	14	4	1	17	7	100	3	22	20	10	6	32					
7	Число избирательных бюллетеней в переносных ящиках	1053	0	1	29	61	14	24	17	3	21	113	36	55	11	26	74	28	118	89	50	18	19	0	14	11	45	6	64	15	35	9	47					
8	Число бюллетеней в стационарных ящиках для голосования	9628	90	98	82	379	176	230	118	304	254	716	272	182	93	88	500	300	852	772	909	228	97	62	159	82	410	49	798	540	515	117	156					
9	Число недействительных избирательных бюллетеней	170	6	0	7	8	0	2	0	1	0	3	12	1	1	0	58	4	7	5	10	5	0	0	1	1	2	0	2	12	13	9	0					
10	Число действительных избирательных бюллетеней	10511	84	99	104	432	190	252	135	306	275	826	296	236	103	114	516	324	963	856	949	241	116	62	172	92	453	55	860	543	537	117	203					
11	Число полученных открепительных  удостоверений	199	0	1	1	23	2	1	1	5	3	6	7	5	2	1	19	4	19	38	35	3	1	0	0	2	5	0	1	4	5	0	5					
12	Число выданных открепительных удостоверений	174	0	0	1	23	2	1	0	5	3	6	7	5	1	0	19	4	18	31	30	2	1	0	0	1	3	0	0	4	5	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	2	1	1	0	0	2	2	1	6	3	3	2	0	1	1	4	3	15	8	0	4	1	1	1	2	0	1	1	0	2	2					
14	Число неиспользованных открепительных удостоверений	25	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	7	5	1	0	0	0	1	2	0	1	0	0	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	142	1	1	4	6	1	3	0	5	2	12	3	0	5	0	1	7	25	20	17	3	1	0	3	2	5	1	4	1	4	0	5					
		1.33%	1.11%	1.01%	3.60%	1.36%	0.53%	1.18%	0.00%	1.63%	0.73%	1.45%	0.97%	0.00%	4.81%	0.00%	0.17%	2.13%	2.58%	2.32%	1.77%	1.22%	0.86%	0.00%	1.73%	2.15%	1.10%	1.82%	0.46%	0.18%	0.73%	0.00%	2.46%					
19	. Малышкин Олег Александрович	136	3	2	1	12	4	1	4	3	6	6	1	3	4	2	4	8	21	10	12	3	4	0	6	0	6	0	2	5	1	0	2					
		1.27%	3.33%	2.02%	0.90%	2.73%	2.11%	0.39%	2.96%	0.98%	2.18%	0.72%	0.32%	1.27%	3.85%	1.75%	0.70%	2.44%	2.16%	1.16%	1.25%	1.22%	3.45%	0.00%	3.47%	0.00%	1.32%	0.00%	0.23%	0.90%	0.18%	0.00%	0.99%					
20	. Миронов Сергей Михайлович	48	0	0	0	1	0	1	0	5	0	2	0	1	3	0	1	0	6	9	8	2	0	0	0	0	3	1	4	0	0	0	1					
		0.45%	0.00%	0.00%	0.00%	0.23%	0.00%	0.39%	0.00%	1.63%	0.00%	0.24%	0.00%	0.42%	2.88%	0.00%	0.17%	0.00%	0.62%	1.05%	0.83%	0.81%	0.00%	0.00%	0.00%	0.00%	0.66%	1.82%	0.46%	0.00%	0.00%	0.00%	0.49%					
21	. Путин Владимир Владимирович	8321	71	91	85	330	169	210	113	214	228	650	224	192	81	110	414	243	682	605	680	223	87	53	148	70	258	47	830	455	497	90	171					
		77.90%	78.89%	91.92%	76.58%	75.00%	88.95%	82.68%	83.70%	69.71%	82.91%	78.41%	72.73%	81.01%	77.88%	96.49%	72.13%	74.09%	70.31%	70.27%	70.91%	90.65%	75.00%	85.48%	85.55%	75.27%	56.70%	85.45%	96.29%	81.98%	90.36%	71.43%	84.24%					
22	. Хакамада Ирина Муцуовна	96	0	0	1	6	0	1	1	0	1	1	3	3	0	0	5	3	14	16	14	2	1	1	1	1	6	1	1	4	2	3	4					
		0.90%	0.00%	0.00%	0.90%	1.36%	0.00%	0.39%	0.74%	0.00%	0.36%	0.12%	0.97%	1.27%	0.00%	0.00%	0.87%	0.91%	1.44%	1.86%	1.46%	0.81%	0.86%	1.61%	0.58%	1.08%	1.32%	1.82%	0.12%	0.72%	0.36%	2.38%	1.97%					
23	. Харитонов Николай Михайлович	1653	9	5	12	67	16	36	17	74	37	146	61	35	9	2	89	62	193	169	202	5	22	7	14	18	168	5	19	78	33	23	20					
		15.48%	10.00%	5.05%	10.81%	15.23%	8.42%	14.17%	12.59%	24.10%	13.45%	17.61%	19.81%	14.77%	8.65%	1.75%	15.51%	18.90%	19.90%	19.63%	21.06%	2.03%	18.97%	11.29%	8.09%	19.35%	36.92%	9.09%	2.20%	14.05%	6.00%	18.25%	9.85%					
																																						
24	Против всех	115	0	0	1	10	0	0	0	5	1	9	4	2	1	0	2	1	22	27	16	3	1	1	0	1	7	0	0	0	0	1	0					
		1.08%	0.00%	0.00%	0.90%	2.27%	0.00%	0.00%	0.00%	1.63%	0.36%	1.09%	1.30%	0.84%	0.96%	0.00%	0.35%	0.30%	2.27%	3.14%	1.67%	1.22%	0.86%	1.61%	0.00%	1.08%	1.54%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
