Выборы Президента Российской Федерации																																	
Дата голосования: 18.03.2018																																	
																																	
Наименование Избирательной комиссии:    Дальнереченская городская																																	
																																	
Сводная таблица итогов голосования																																	
																																	
	Число участковых избирательных комиссий	22																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	22																															
																																	
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122									
1	"Число избирателей, включенных в список избирателей"	22328	1369	1299	1352	1241	847	1277	1212	1097	1037	1217	1328	1226	1158	1042	1189	993	1083	648	327	114	945	327									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22900	1300	1350	1350	1320	870	1250	1250	1100	1080	1260	1390	1290	1200	1080	1220	1040	1130	690	330	110	960	330									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12955	836	816	928	835	543	638	707	676	597	658	733	650	629	609	722	505	577	346	154	72	499	225									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	790	62	48	38	31	14	86	35	38	22	45	29	61	38	43	31	23	48	31	15	3	44	5									
6	Число погашенных избирательных бюллетеней	9155	402	486	384	454	313	526	508	386	461	557	628	579	533	428	467	512	505	313	161	35	417	100									
7	Число избирательных бюллетеней в переносных ящиках для голосования	790	62	48	38	31	14	86	35	38	22	45	29	61	38	43	31	23	48	31	15	3	44	5									
8	Число бюллетеней в стационарных ящиках для голосования	12954	836	816	928	835	543	638	707	676	597	658	733	650	628	609	722	505	577	346	154	72	499	225									
9	Число недействительных избирательных бюллетеней	267	18	14	11	9	14	10	19	5	10	18	11	16	5	16	16	15	18	12	5	0	17	8									
10	Число действительных избирательных бюллетеней	13477	880	850	955	857	543	714	723	709	609	685	751	695	661	636	737	513	607	365	164	75	526	222									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
13	Бабурин Сергей Николаевич	93	6	6	4	9	1	4	3	7	8	5	5	5	6	4	7	1	3	2	0	2	4	1									
		0.68%	0.67%	0.69%	0.41%	1.04%	0.18%	0.55%	0.40%	0.98%	1.29%	0.71%	0.66%	0.70%	0.90%	0.61%	0.93%	0.19%	0.48%	0.53%	0.00%	2.67%	0.74%	0.43%									
14	Грудинин Павел Николаевич	3539	204	224	218	226	134	227	195	201	173	165	202	171	186	196	218	160	127	82	19	20	140	51									
		25.75%	22.72%	25.93%	22.57%	26.10%	24.06%	31.35%	26.28%	28.15%	27.95%	23.47%	26.51%	24.05%	27.93%	30.06%	28.95%	30.30%	20.32%	21.75%	11.24%	26.67%	25.78%	22.17%									
15	Жириновский Владимир Вольфович	1194	62	60	73	60	44	68	61	62	56	72	66	63	65	48	65	53	69	35	16	4	62	30									
		8.69%	6.90%	6.94%	7.56%	6.93%	7.90%	9.39%	8.22%	8.68%	9.05%	10.24%	8.66%	8.86%	9.76%	7.36%	8.63%	10.04%	11.04%	9.28%	9.47%	5.33%	11.42%	13.04%									
16	Путин Владимир Владимирович	8255	581	530	636	537	341	386	428	422	355	427	455	435	385	374	431	289	389	234	129	49	307	135									
		60.06%	64.70%	61.34%	65.84%	62.01%	61.22%	53.31%	57.68%	59.10%	57.35%	60.74%	59.71%	61.18%	57.81%	57.36%	57.24%	54.73%	62.24%	62.07%	76.33%	65.33%	56.54%	58.70%									
17	Собчак Ксения Анатольевна	131	10	11	10	9	4	9	13	7	2	3	7	11	8	5	5	6	4	2	0	0	5	0									
		0.95%	1.11%	1.27%	1.04%	1.04%	0.72%	1.24%	1.75%	0.98%	0.32%	0.43%	0.92%	1.55%	1.20%	0.77%	0.66%	1.14%	0.64%	0.53%	0.00%	0.00%	0.92%	0.00%									
18	Сурайкин Максим Александрович	119	4	5	7	9	11	8	10	3	6	5	7	5	6	3	7	4	7	5	0	0	4	3									
		0.87%	0.45%	0.58%	0.72%	1.04%	1.97%	1.10%	1.35%	0.42%	0.97%	0.71%	0.92%	0.70%	0.90%	0.46%	0.93%	0.76%	1.12%	1.33%	0.00%	0.00%	0.74%	1.30%									
19	Титов Борис Юрьевич	84	5	8	6	3	6	7	5	4	8	4	6	4	4	4	2	0	5	2	0	0	1	0									
		0.61%	0.56%	0.93%	0.62%	0.35%	1.08%	0.97%	0.67%	0.56%	1.29%	0.57%	0.79%	0.56%	0.60%	0.61%	0.27%	0.00%	0.80%	0.53%	0.00%	0.00%	0.18%	0.00%									
20	Явлинский Григорий Алексеевич	62	8	6	1	4	2	5	8	3	1	4	3	1	1	2	2	0	3	3	0	0	3	2									
		0.45%	0.89%	0.69%	0.10%	0.46%	0.36%	0.69%	1.08%	0.42%	0.16%	0.57%	0.39%	0.14%	0.15%	0.31%	0.27%	0.00%	0.48%	0.80%	0.00%	0.00%	0.55%	0.87%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
