Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Цимлянская 																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797					
1	"Число избирателей, внесенных в списки"	28581	1629	1999	1853	1671	1836	1843	1576	1148	2412	2150	635	406	1410	495	364	782	426	134	210	753	187	424	640	236	942	326	650	1444					
2	"Число бюллетеней, полученных участковыми комиссиями"	27065	1500	2000	1800	1500	1700	1800	1500	1100	2200	2000	600	400	1300	500	350	750	400	135	200	700	200	400	600	230	900	300	600	1400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14887	880	1065	898	805	857	1042	810	678	1122	808	242	264	752	239	270	390	278	88	109	460	140	294	351	128	493	212	350	862					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1646	88	110	112	33	91	66	120	34	70	145	30	41	88	37	8	39	21	12	18	53	11	8	70	11	110	7	8	205					
6	Число погашенных бюллетеней	10532	532	825	790	662	752	692	570	388	1008	1047	328	95	460	224	72	321	101	35	73	187	49	98	179	91	297	81	242	333					
7	Число бюллетеней в переносных ящиках для голосования	1646	88	110	112	33	91	66	120	34	70	145	30	41	88	37	8	39	21	12	18	53	11	8	70	11	110	7	8	205					
8	Число бюллетеней в стационарных ящиках для голосования	14887	880	1065	898	805	857	1042	810	678	1122	808	242	264	752	239	270	390	278	88	109	460	140	294	351	128	493	212	350	862					
9	Число недействительных бюллетеней	214	13	12	6	11	11	4	3	8	15	11	9	8	27	4	5	5	3	0	5	4	0	6	7	3	10	9	2	13					
10	Число действительных бюллетеней	16319	955	1163	1004	827	937	1104	927	704	1177	942	263	297	813	272	273	424	296	100	122	509	151	296	414	136	593	210	356	1054					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	29	30	30	30	30	30	30	20	40	40	10	10	20	10	10	15	10	5	5	15	5	10	10	5	10	5	10	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	110	20	14	13	8	11	3	6	1	9	6	0	2	2	2	1	0	0	0	1	4	0	1	1	1	2	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	73	3	5	2	1	2	4	2	2	7	2	1	0	7	5	3	4	3	1	2	2	1	2	1	2	1	4	1	3					
14	Число погашенных открепительных удостоверений	389	9	16	17	22	19	27	24	19	31	34	10	8	18	8	9	15	10	5	4	11	5	9	9	4	8	5	9	24					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	207	10	8	9	7	11	5	8	7	17	11	3	7	19	3	3	10	8	2	3	9	1	2	7	5	9	7	6	10					
		1.25%	1.03%	0.68%	0.89%	0.83%	1.16%	0.45%	0.86%	0.98%	1.42%	1.15%	1.10%	2.29%	2.26%	1.08%	1.07%	2.33%	2.67%	2.0%	2.36%	1.75%	0.66%	0.66%	1.66%	3.59%	1.49%	3.19%	1.67%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	183	26	12	12	16	21	14	7	3	8	8	1	3	8	2	2	2	2	3	1	5	0	2	5	0	5	2	2	11					
		1.10%	2.68%	1.02%	1.18%	1.90%	2.21%	1.26%	0.75%	0.42%	0.67%	0.83%	0.36%	0.98%	0.95%	0.72%	0.71%	0.46%	0.66%	3.0%	0.78%	0.97%	0.0%	0.66%	1.18%	0.0%	0.82%	0.91%	0.55%	1.03%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	525	45	38	26	54	41	35	39	24	30	28	9	11	21	6	6	7	5	5	6	9	0	0	14	2	30	6	10	18					
