Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Северная																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534					
1	"Число избирателей, внесенных в список"	13433	638	195	656	168	367	443	310	114	124	184	210	493	106	147	281	296	230	131	171	284	322	140	359	239	573	178	179	2373	1041	550	487	128	195	92	493	267	269					
2	Число полученных избирательных бюллетеней	13699	660	210	670	170	380	460	315	116	124	186	210	525	103	144	290	300	240	133	173	300	335	143	375	240	595	182	181	2356	1045	565	490	134	195	94	505	280	275					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9970	500	160	580	164	270	325	246	101	102	123	148	362	93	120	227	237	212	98	132	152	254	121	272	194	463	171	150	1502	709	375	329	84	149	77	370	178	220					
5	"Число избирательных бюллетеней, выданных вне помещения"	584	0	7	0	0	30	23	5	0	8	17	23	38	0	0	18	10	0	25	34	22	0	0	0	0	0	4	0	115	12	12	51	10	24	11	32	37	16					
6	Число погашенных избирательных бюллетеней	3145	160	43	90	6	80	112	64	15	14	46	39	125	10	24	45	53	28	10	7	126	81	22	103	46	132	7	31	739	324	178	110	40	22	6	103	65	39					
7	Число избирательных бюллетеней в переносных ящиках	584	0	7	0	0	30	23	5	0	8	17	23	38	0	0	18	10	0	25	34	22	0	0	0	0	0	4	0	115	12	12	51	10	24	11	32	37	16					
8	Число бюллетеней в стационарных ящиках для голосования	9970	500	160	580	164	270	325	246	101	102	123	148	362	93	120	227	237	212	98	132	152	254	121	272	194	463	171	150	1502	709	375	329	84	149	77	370	178	220					
9	Число недействительных избирательных бюллетеней	105	5	6	3	1	3	7	0	0	0	0	0	3	0	0	6	2	3	2	2	2	0	0	0	1	5	2	3	14	10	1	5	3	2	2	5	6	1					
10	Число действительных избирательных бюллетеней	10449	495	161	577	163	297	341	251	101	110	140	171	397	93	120	239	245	209	121	164	172	254	121	272	193	458	173	147	1603	711	386	375	91	171	86	397	209	235					
11	Число полученных открепительных  удостоверений	296	25	5	6	5	6	6	6	5	5	6	6	7	6	6	6	6	5	5	5	12	5	5	5	6	8	3	5	45	30	6	6	5	5	5	6	6	6					
