Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Лысогорская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15462	1158	1020	1151	1125	1072	308	802	286	655	299	465	581	583	266	592	465	410	190	330	820	157	559	421	97	484	447	441	278									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15379	1140	1035	1160	1124	1060	300	790	280	640	300	460	570	580	260	585	470	410	190	310	830	160	565	420	95	495	440	440	270									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7707	883	461	708	700	404	154	391	144	255	105	206	452	187	99	160	153	123	79	153	618	85	206	221	53	335	128	162	82									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	856	29	33	31	26	46	3	28	28	51	17	41	26	37	20	14	18	54	9	18	67	8	37	54	7	21	58	38	37									
6	Число погашенных избирательных бюллетеней	6816	228	541	421	398	610	143	371	108	334	178	213	92	356	141	411	299	233	102	139	145	67	322	145	35	139	254	240	151									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	856	29	33	31	26	46	3	28	28	51	17	41	26	37	20	14	18	54	9	18	67	8	37	54	7	21	58	38	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7707	883	461	708	700	404	154	391	144	255	105	206	452	187	99	160	153	123	79	153	618	85	206	221	53	335	128	162	82									
9	Число недействительных избирательных бюллетеней	94	8	6	4	3	14	3	1	0	6	4	5	0	7	1	5	0	6	2	0	0	0	7	3	0	5	2	1	1									
10	Число действительных избирательных бюллетеней	8469	904	488	735	723	436	154	418	172	300	118	242	478	217	118	169	171	171	86	171	685	93	236	272	60	351	184	199	118									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	252	15	23	13	14	5	5	5	5	10	10	5	10	10	5	10	10	10	5	10	7	5	10	10	5	10	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	174	11	20	13	13	4	2	5	2	4	5	5	7	2	0	3	10	10	0	7	7	5	6	10	0	10	10	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	80	7	1	3	4	1	2	2	4	6	0	3	4	4	1	9	0	4	2	6	2	1	2	4	2	1	3	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	78	4	3	0	1	1	3	0	3	6	5	0	3	8	5	7	0	0	5	3	0	0	4	0	5	0	0	8	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	4	3	1	3	3	4	0	0	0	0	4	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	50	5	6	1	0	3	2	1	2	2	3	2	5	2	0	3	0	3	1	0	3	0	2	0	1	1	0	1	1									
		0.58%	0.55%	1.21%	0.14%	0.00%	0.67%	1.27%	0.24%	1.16%	0.65%	2.46%	0.81%	1.05%	0.89%	0.00%	1.72%	0.00%	1.69%	1.14%	0.00%	0.44%	0.00%	0.82%	0.00%	1.67%	0.28%	0.00%	0.50%	0.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	246	20	19	27	9	10	4	11	1	13	9	11	5	11	4	8	6	7	2	5	17	3	15	6	3	10	3	2	5									
		2.87%	2.19%	3.85%	3.65%	1.24%	2.22%	2.55%	2.63%	0.58%	4.25%	7.38%	4.45%	1.05%	4.91%	3.36%	4.60%	3.51%	3.95%	2.27%	2.92%	2.48%	3.23%	6.17%	2.18%	5.00%	2.81%	1.61%	1.00%	4.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	114	4	15	9	10	10	2	2	3	3	2	7	3	3	2	4	2	1	2	1	8	0	7	4	0	3	1	2	4									
		1.33%	0.44%	3.04%	1.22%	1.38%	2.22%	1.27%	0.48%	1.74%	0.98%	1.64%	2.83%	0.63%	1.34%	1.68%	2.30%	1.17%	0.56%	2.27%	0.58%	1.17%	0.00%	2.88%	1.45%	0.00%	0.84%	0.54%	1.00%	3.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5252	678	203	344	534	213	65	239	120	163	59	128	336	125	90	87	89	93	43	126	519	63	156	167	41	218	113	156	84									
		61.33%	74.34%	41.09%	46.55%	73.55%	47.33%	41.40%	57.04%	69.77%	53.27%	48.36%	51.82%	70.29%	55.80%	75.63%	50.00%	52.05%	52.54%	48.86%	73.68%	75.77%	67.74%	64.20%	60.73%	68.33%	61.24%	60.75%	78.00%	70.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	0	0	3	0	5	2	2	1	1	1	0	0	2	1	3	0	0	1	0	3	0	0	5	0	1	0	0	0									
		0.36%	0.00%	0.00%	0.41%	0.00%	1.11%	1.27%	0.48%	0.58%	0.33%	0.82%	0.00%	0.00%	0.89%	0.84%	1.72%	0.00%	0.00%	1.14%	0.00%	0.44%	0.00%	0.00%	1.82%	0.00%	0.28%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0									
		0.07%	0.00%	0.00%	0.14%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.15%	0.00%	0.36%	0.00%	0.28%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	959	56	78	99	59	7	17	87	24	68	16	38	13	24	5	18	18	23	27	20	62	6	33	33	4	72	24	14	14									
		11.20%	6.14%	15.79%	13.40%	8.13%	1.56%	10.83%	20.76%	13.95%	22.22%	13.11%	15.38%	2.72%	10.71%	4.20%	10.34%	10.53%	12.99%	30.68%	11.70%	9.05%	6.45%	13.58%	12.00%	6.67%	20.22%	12.90%	7.00%	11.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0									
		0.15%	0.22%	0.00%	0.41%	0.00%	0.00%	1.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.29%	0.00%	0.41%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	3	7	3	0	0	4	2	0	0	0	0	1	3	0	1	1	0	0	0	0	2	0	2	2	1	1	1	0									
		0.40%	0.33%	1.42%	0.41%	0.00%	0.00%	2.55%	0.48%	0.00%	0.00%	0.00%	0.00%	0.21%	1.34%	0.00%	0.57%	0.58%	0.00%	0.00%	0.00%	0.00%	2.15%	0.00%	0.73%	3.33%	0.28%	0.54%	0.50%	0.00%									
