Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Ачинская городская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41					
1	"Число избирателей, внесенных в списки"	91401	2729	2762	2606	2805	2550	782	2400	1862	1282	1015	2263	2383	2693	2895	2549	2724	2569	2554	2225	2730	2595	2537	2118	2284	2490	2781	2637	2778	2837	2783	2435	1703	2519	2305	2709	2289	2781	898	51	107	1386					
2	"Число бюллетеней, полученных участковыми комиссиями"	81615	2434	2453	2283	2490	2277	702	2120	1880	1132	895	2012	2127	2410	2559	2262	2422	2277	2280	1993	2413	2307	2248	1900	2050	2186	2408	2343	2480	2502	2480	2167	1508	2230	2030	2388	2030	2457	802	270	180	1228					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37352	1042	1038	910	1165	1099	241	754	484	506	295	752	875	1224	1474	1355	1233	1122	1235	1097	1010	1091	1264	985	947	1038	1077	1235	1223	1224	1113	672	513	1019	1023	1143	977	981	261	11	93	551					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1188	24	20	7	6	21	14	34	293	17	30	31	30	37	17	23	28	28	24	12	10	27	21	13	61	61	21	16	26	10	13	17	5	13	18	29	26	8	82	11	0	4					
6	Число погашенных бюллетеней	43075	1368	1395	1366	1319	1157	447	1332	1103	609	570	1229	1222	1149	1068	884	1161	1127	1021	884	1393	1189	963	902	1042	1087	1310	1092	1231	1268	1354	1478	990	1198	989	1216	1027	1468	459	248	87	673					
7	Число бюллетеней в переносных ящиках для голосования	1188	24	20	7	6	21	14	34	293	17	30	31	30	37	17	23	28	28	24	12	10	27	21	13	61	61	21	16	26	10	13	17	5	13	18	29	26	8	82	11	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	37339	1039	1038	910	1165	1099	241	754	484	506	295	752	873	1224	1474	1353	1233	1120	1235	1096	1010	1091	1264	985	947	1038	1077	1234	1223	1223	1113	672	513	1019	1023	1143	977	981	261	11	92	551					
9	Число недействительных бюллетеней	458	8	11	15	13	22	13	14	21	13	3	19	11	9	15	10	8	17	28	11	10	7	20	10	12	2	5	8	12	3	16	19	5	8	12	12	9	11	9	0	1	6					
10	Число действительных бюллетеней	38069	1055	1047	902	1158	1098	242	774	756	510	322	764	892	1252	1476	1366	1253	1131	1231	1097	1010	1111	1265	988	996	1097	1093	1242	1237	1230	1110	670	513	1024	1029	1160	994	978	334	22	91	549					
