Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Бабушкинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59					
1	"Число избирателей, внесенных в список избирателей"	11482	1993	1418	424	501	282	160	441	208	311	196	91	274	868	104	314	255	139	389	336	401	440	729	692	233	110	173					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10430	1800	1300	350	450	250	130	400	200	270	170	90	250	800	90	300	250	130	350	300	370	400	650	650	220	100	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5194	1043	629	185	263	155	85	155	95	143	63	43	123	382	51	149	84	83	149	110	192	122	270	367	122	48	83					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1303	79	56	56	54	37	28	58	48	52	41	10	24	58	0	32	80	17	94	75	33	126	87	85	19	9	45					
6	Число погашенных избирательных бюллетеней	3933	678	615	109	133	58	17	187	57	75	66	37	103	360	39	119	86	30	107	115	145	152	293	198	79	43	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1303	79	56	56	54	37	28	58	48	52	41	10	24	58	0	32	80	17	94	75	33	126	87	85	19	9	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5194	1043	629	185	263	155	85	155	95	143	63	43	123	382	51	149	84	83	149	110	192	122	270	367	122	48	83					
9	Число недействительных избирательных бюллетеней	71	22	9	2	8	1	3	2	1	2	1	1	0	3	0	2	1	1	1	2	3	2	2	1	0	0	1					
10	Число действительных избирательных бюллетеней	6426	1100	676	239	309	191	110	211	142	193	103	52	147	437	51	179	163	99	242	183	222	246	355	451	141	57	127					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	225	25	20	5	10	10	2	10	5	10	10	3	5	20	3	3	10	3	5	10	3	5	10	20	5	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	144	25	15	0	10	4	0	2	3	0	0	2	5	5	0	3	10	3	2	2	3	5	10	20	5	0	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	104	33	17	2	4	3	2	2	5	3	1	2	0	4	3	1	0	1	0	4	0	1	11	0	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	81	0	5	5	0	6	2	8	2	10	10	1	0	15	3	0	0	0	3	8	0	0	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	7	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1307	295	199	59	62	22	19	31	17	33	15	10	23	100	12	30	37	13	35	28	48	39	70	71	7	13	19					
		20.12%	26.29%	29.05%	24.48%	19.56%	11.46%	16.81%	14.55%	11.89%	16.92%	14.42%	18.87%	15.65%	22.73%	23.53%	16.57%	22.56%	13.00%	14.40%	15.14%	21.33%	15.73%	19.61%	15.71%	4.96%	22.81%	14.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	868	121	76	33	50	28	15	23	24	26	20	9	25	61	3	36	17	14	30	24	32	41	52	79	5	4	20					
		13.36%	10.78%	11.09%	13.69%	15.77%	14.58%	13.27%	10.80%	16.78%	13.33%	19.23%	16.98%	17.01%	13.86%	5.88%	19.89%	10.37%	14.00%	12.35%	12.97%	14.22%	16.53%	14.57%	17.48%	3.55%	7.02%	15.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	19	11	0	4	2	1	0	0	0	1	0	2	4	1	3	1	1	4	3	1	2	2	3	0	0	0					
		1.00%	1.69%	1.61%	0.00%	1.26%	1.04%	0.88%	0.00%	0.00%	0.00%	0.96%	0.00%	1.36%	0.91%	1.96%	1.66%	0.61%	1.00%	1.65%	1.62%	0.44%	0.81%	0.56%	0.66%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1152	266	133	31	64	39	20	23	42	47	13	6	30	61	9	46	35	19	67	22	23	23	58	34	10	12	19					
		17.73%	23.71%	19.42%	12.86%	20.19%	20.31%	17.70%	10.80%	29.37%	24.10%	12.50%	11.32%	20.41%	13.86%	17.65%	25.41%	21.34%	19.00%	27.57%	11.89%	10.22%	9.27%	16.25%	7.52%	7.09%	21.05%	14.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	14	7	5	2	1	0	1	0	1	0	0	3	6	0	1	0	0	5	0	2	2	5	3	1	0	0					
		0.91%	1.25%	1.02%	2.07%	0.63%	0.52%	0.00%	0.47%	0.00%	0.51%	0.00%	0.00%	2.04%	1.36%	0.00%	0.55%	0.00%	0.00%	2.06%	0.00%	0.89%	0.81%	1.40%	0.66%	0.71%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2950	378	249	110	126	98	55	132	59	86	54	27	64	203	26	62	73	52	100	103	115	139	167	258	117	28	69					
		45.41%	33.69%	36.35%	45.64%	39.75%	51.04%	48.67%	61.97%	41.26%	44.10%	51.92%	50.94%	43.54%	46.14%	50.98%	34.25%	44.51%	52.00%	41.15%	55.68%	51.11%	56.05%	46.78%	57.08%	82.98%	49.12%	53.91%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	7	1	1	1	1	0	1	0	0	0	0	0	2	0	1	0	0	1	3	1	0	1	3	1	0	0					
		0.38%	0.62%	0.15%	0.41%	0.32%	0.52%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.55%	0.00%	0.00%	0.41%	1.62%	0.44%	0.00%	0.28%	0.66%	0.71%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
