Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Бабушкинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59					
1	"Число избирателей, внесенных в списки избирателей"	11874	1979	1423	458	504	296	175	349	496	210	304	209	107	276	994	327	272	141	381	439	417	765	791	259	121	181					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10290	1500	1100	400	400	300	170	350	400	200	300	200	110	270	800	300	250	150	350	400	400	700	700	250	120	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6037	1051	667	208	323	162	96	142	253	78	160	88	62	195	456	158	122	93	178	233	166	324	508	151	65	98					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1534	82	45	72	69	49	34	120	48	90	53	44	16	28	98	53	88	25	125	32	85	98	93	17	20	50					
6	Число погашенных избирательных бюллетеней	2719	367	388	120	8	89	40	88	99	32	87	68	32	47	246	89	40	32	47	135	149	278	99	82	35	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1534	82	45	72	69	49	34	120	48	90	53	44	16	28	98	53	88	25	125	32	85	98	93	17	20	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6037	1051	667	208	323	162	96	142	253	78	160	88	62	195	456	158	122	93	178	233	166	324	508	151	65	98					
9	Число недействительных избирательных бюллетеней	39	5	5	0	0	0	1	5	1	0	1	1	0	1	4	0	0	1	2	4	0	3	4	0	0	1					
10	Число действительных избирательных бюллетеней	7532	1128	707	280	392	211	129	257	300	168	212	131	78	222	550	211	210	117	301	261	251	419	597	168	85	147					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	325	30	30	10	15	10	10	10	20	10	10	10	10	10	20	10	10	10	10	10	10	15	15	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	144	22	22	3	7	9	2	10	13	4	6	0	0	2	3	0	6	1	5	0	5	8	4	0	4	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	94	28	18	1	2	2	0	1	2	0	3	2	2	3	6	1	1	1	1	0	3	4	5	1	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	181	8	8	7	8	1	8	0	7	6	4	10	10	8	17	10	4	9	5	10	5	7	11	10	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	476	77	42	4	17	48	4	21	3	4	16	8	0	16	37	17	24	18	42	11	8	21	20	1	8	9					
