Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Каневская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746					
1	"Число избирателей, внесенных в списки"	78587	2859	2741	2773	2518	2145	3150	2740	2615	2785	2592	2542	591	517	1203	492	1097	2524	2660	284	158	327	2117	2287	2289	2372	2459	2319	212	1185	299	2857	3073	2859	1529	931	387	423	1447	1310	1226	2504	2623	263	299	317	1687					
2	"Число бюллетеней, полученных участковыми комиссиями"	77630	2790	2660	2690	2490	2190	3000	2740	2630	2880	2520	2420	580	520	1290	500	1110	2450	2560	280	150	320	2100	2330	2260	2390	2460	2350	240	1170	300	2820	2950	2860	1500	910	380	430	1450	1260	1220	2400	2550	260	300	310	1660					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	42435	1344	1382	1366	1284	1275	1667	1854	1513	1396	1303	1334	394	336	750	382	679	950	1141	172	99	231	1153	1294	1133	1199	1539	1368	203	687	226	1733	1600	1276	841	440	260	233	835	640	635	1218	1515	189	202	179	985					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2329	120	30	65	66	82	106	37	100	90	112	64	15	20	76	38	21	71	130	17	0	0	44	49	154	116	36	25	0	54	0	52	29	66	31	72	0	61	31	38	19	86	38	10	0	31	27					
6	Число погашенных бюллетеней	32866	1326	1248	1259	1140	833	1227	849	1017	1394	1105	1022	171	164	464	80	410	1429	1289	91	51	89	903	987	973	1075	885	957	37	429	74	1035	1321	1518	628	398	120	136	584	582	566	1096	997	61	98	100	648					
7	Число бюллетеней в переносных ящиках для голосования	2329	120	30	65	66	82	106	37	100	90	112	64	15	20	76	38	21	71	130	17	0	0	44	49	154	116	36	25	0	54	0	52	29	66	31	72	0	61	31	38	19	86	38	10	0	31	27					
8	Число бюллетеней в стационарных ящиках для голосования	42415	1344	1381	1366	1284	1275	1665	1854	1511	1393	1303	1334	392	336	750	382	679	950	1141	172	99	231	1153	1294	1133	1199	1531	1368	203	687	226	1733	1598	1276	841	440	260	233	835	640	635	1218	1515	189	202	179	985					
9	Число недействительных бюллетеней	393	6	19	15	8	13	4	14	12	12	7	13	8	5	9	1	4	13	11	3	0	0	2	14	13	10	12	28	0	8	5	16	23	5	12	5	6	3	8	4	4	7	17	2	2	4	6					
10	Число действительных бюллетеней	44351	1458	1392	1416	1342	1344	1767	1877	1599	1471	1408	1385	399	351	817	419	696	1008	1260	186	99	231	1195	1329	1274	1305	1555	1365	203	733	221	1769	1604	1337	860	507	254	291	858	674	650	1297	1536	197	200	206	1006					
