Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Красногорская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
1	"Число избирателей, внесенных в списки"	14206	984	94	1493	165	267	102	1158	114	2174	1685	316	111	41	127	618	187	286	154	99	654	77	231	1144	130	292	667	111	204	65	132	96	228					
2	"Число бюллетеней, полученных участковыми комиссиями"	13764	983	97	1400	163	267	98	1153	113	2000	1620	300	106	41	127	600	185	289	155	97	647	74	221	1125	130	287	667	111	194	64	133	95	222					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8540	604	66	849	108	183	77	657	73	1175	924	137	69	34	82	404	115	204	102	82	397	56	158	664	105	194	430	86	150	43	97	64	151					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	490	47	2	42	14	6	0	58	5	43	39	15	3	1	0	8	9	10	12	4	21	7	17	58	0	3	26	0	17	8	3	0	12					
6	Число погашенных бюллетеней	4734	332	29	509	41	78	21	438	35	782	657	148	34	6	45	188	61	75	41	11	229	11	46	403	25	90	211	25	27	13	33	31	59					
7	Число бюллетеней в переносных ящиках для голосования	490	47	2	42	14	6	0	58	5	43	39	15	3	1	0	8	9	10	12	4	21	7	17	58	0	3	26	0	17	8	3	0	12					
8	Число бюллетеней в стационарных ящиках для голосования	8535	603	66	849	108	183	77	657	73	1172	923	137	69	34	82	404	115	204	102	82	397	56	158	664	105	194	430	86	150	43	97	64	151					
9	Число недействительных бюллетеней	143	3	0	17	1	6	0	8	0	24	9	4	2	0	2	3	1	8	1	7	7	2	1	11	0	8	8	1	0	3	0	3	3					
10	Число действительных бюллетеней	8882	647	68	874	121	183	77	707	78	1191	953	148	70	35	80	409	123	206	113	79	411	61	174	711	105	189	448	85	167	48	100	61	160					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	94	5	1	5	2	2	1	3	1	15	9	1	1	1	1	3	1	5	3	4	5	1	3	5	1	2	5	1	1	1	2	1	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	4	0	0	0	0	0	3	0	10	5	0	1	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	1	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	1	0	3	1	1	1	1	1	4	3	0	1	0	0	0	0	0	0	1	2	3	1	4	0	1	0	0	0	1	0	0	1					
14	Число погашенных открепительных удостоверений	63	1	1	5	2	2	1	0	1	5	4	1	0	0	1	3	1	5	3	4	4	1	1	4	1	2	4	1	0	1	2	0	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	100	10	1	7	3	6	0	5	3	9	8	1	2	0	1	10	0	3	0	2	2	1	0	5	0	4	6	2	1	0	2	5	1					
		1.10%	1.53%	1.47%	0.78%	2.45%	3.17%	0.0%	0.69%	3.84%	0.74%	0.83%	0.65%	2.77%	0.0%	1.21%	2.42%	0.0%	1.40%	0.0%	2.32%	0.47%	1.58%	0.0%	0.69%	0.0%	2.03%	1.31%	2.32%	0.59%	0.0%	2.0%	7.81%	0.61%					
