Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Воронеж, Ленинская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247									
1	Число избирателей, включенных в список избирателей	97406	2665	2176	2219	2575	2782	1846	2851	2010	1924	2581	2368	1898	2113	1863	2723	1870	2643	2583	2897	278	1858	2301	2328	2163	1784	2113	2134	1621	1501	1755	1504	1948	1924	1724	1461	1219	1377	2872	2683	2646	2320	1570	1319	2335	2469	1668	1944									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	93820	2600	2100	2100	2500	2600	1600	2900	1800	1900	2500	2300	1900	2100	1800	2500	1800	2500	2500	2800	320	1800	2100	2300	2100	1800	2100	2100	1400	1400	1700	1400	1900	1800	1600	1400	1200	1300	2800	2600	2600	2300	1500	1300	2300	2400	1600	1900									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	57443	1657	1234	1498	1647	1748	1290	1640	1277	1090	1509	1235	991	1171	960	1911	1104	1547	1693	1710	274	1037	1028	1384	1129	957	1202	1236	1179	788	1180	901	1222	1089	1088	791	694	769	1563	1584	1577	1389	904	661	1336	1482	958	1129									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2279	65	79	19	22	38	9	30	43	60	107	39	17	37	28	93	54	64	36	72	0	82	63	40	158	48	96	34	21	34	48	55	37	52	35	36	45	25	37	31	34	23	26	54	164	28	21	40									
6	Число погашенных избирательных бюллетеней	34098	878	787	583	831	814	301	1230	480	750	884	1026	892	892	812	496	642	889	771	1018	46	681	1009	876	813	795	802	830	200	578	472	444	641	659	477	573	461	506	1200	985	989	888	570	585	800	890	621	731									
