Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
"Наименование Избирательной комиссии:    Орел, Железнодорожная"																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №785					
1	"Число избирателей, внесенных в списки"	50896	2346	1877	2084	1579	1797	2284	2405	2718	2039	2116	1301	1857	1650	2173	1543	1119	1168	723	1580	730	1895	2056	2296	1468	1657	1579	1846	817	1562	631					
2	"Число бюллетеней, полученных участковыми комиссиями"	57600	2600	2000	2400	1800	1900	2500	2880	2700	2300	2300	1500	1900	2290	2300	1800	1200	1400	800	1700	900	2300	2300	2690	1800	1900	2100	2100	800	1800	640					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31997	1609	1237	1551	1030	1169	1394	1478	1585	1377	1317	726	1077	1119	1218	935	682	824	459	1031	440	1221	1154	1321	990	976	995	1133	530	967	452					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2309	39	46	51	68	42	81	85	60	41	102	119	87	62	57	73	32	34	34	67	47	109	211	89	74	185	142	48	39	63	122					
6	Число погашенных бюллетеней	23294	952	717	798	702	689	1025	1317	1055	882	881	655	736	1109	1025	792	486	542	307	602	413	970	935	1280	736	739	963	919	231	770	66					
7	Число бюллетеней в переносных ящиках для голосования	2309	39	46	51	68	42	81	85	60	41	102	119	87	62	57	73	32	34	34	67	47	109	211	89	74	185	142	48	39	63	122					
8	Число бюллетеней в стационарных ящиках для голосования	31977	1608	1237	1551	1030	1169	1394	1478	1585	1377	1317	726	1076	1119	1218	935	681	824	458	1019	440	1221	1151	1321	990	976	995	1132	530	967	452					
9	Число недействительных бюллетеней	388	10	3	20	8	18	7	12	11	6	13	5	10	20	51	11	9	5	2	4	9	41	10	12	24	41	6	3	4	4	9					
10	Число действительных бюллетеней	33898	1637	1280	1582	1090	1193	1468	1551	1634	1412	1406	840	1153	1161	1224	997	704	853	490	1082	478	1289	1352	1398	1040	1120	1131	1177	565	1026	565					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1791	81	60	70	50	60	70	90	80	70	80	50	60	70	70	60	40	50	30	50	30	70	70	90	60	60	70	60	30	60	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	634	31	30	33	31	26	24	29	21	55	39	10	19	26	19	15	18	18	11	15	12	19	17	24	10	10	22	20	8	22	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	497	14	9	20	12	22	22	16	20	20	17	29	16	14	15	8	5	26	15	8	6	11	58	12	14	11	13	11	4	34	15					
14	Число погашенных открепительных удостоверений	1157	50	30	37	19	34	46	61	59	15	41	40	41	44	51	45	22	32	19	35	18	51	53	66	50	50	48	40	22	38	0					
15	Число открепительных удостоверений выданных ТИК	9	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	189	5	5	10	5	8	7	11	5	4	5	4	7	2	14	10	6	6	2	4	2	9	6	7	5	10	5	11	3	3	8					
		0.55%	0.30%	0.38%	0.62%	0.45%	0.66%	0.47%	0.70%	0.30%	0.28%	0.35%	0.47%	0.60%	0.16%	1.09%	0.99%	0.84%	0.69%	0.40%	0.36%	0.41%	0.67%	0.44%	0.49%	0.46%	0.86%	0.43%	0.93%	0.52%	0.29%	1.39%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	928	83	57	57	41	45	41	47	47	71	41	12	17	29	22	16	14	30	13	40	12	14	33	20	16	20	14	21	24	14	17					
		2.70%	5.03%	4.44%	3.55%	3.73%	3.71%	2.77%	3.00%	2.85%	5.00%	2.88%	1.42%	1.46%	2.45%	1.72%	1.58%	1.96%	3.49%	2.64%	3.68%	2.46%	1.05%	2.42%	1.41%	1.50%	1.72%	1.23%	1.77%	4.21%	1.35%	2.96%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	894	24	34	54	32	51	36	34	49	31	43	19	34	26	36	22	21	15	18	48	16	30	33	46	15	21	21	42	15	12	16					
		2.60%	1.45%	2.65%	3.37%	2.91%	4.21%	2.44%	2.17%	2.97%	2.18%	3.03%	2.24%	2.92%	2.20%	2.82%	2.18%	2.94%	1.74%	3.65%	4.41%	3.28%	2.25%	2.42%	3.26%	1.40%	1.80%	1.84%	3.55%	2.63%	1.16%	2.78%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1225	88	67	69	48	41	62	54	51	55	58	19	21	44	33	35	24	36	20	44	18	47	37	52	28	27	44	40	17	24	22					
		3.57%	5.34%	5.22%	4.30%	4.37%	3.38%	4.20%	3.45%	3.10%	3.87%	4.08%	2.24%	1.80%	3.72%	2.58%	3.47%	3.36%	4.19%	4.06%	4.05%	3.69%	3.53%	2.71%	3.68%	2.63%	2.32%	3.86%	3.38%	2.98%	2.33%	3.83%					
22	"5. ""За Русь Святую"""	195	10	5	4	4	7	4	9	10	4	5	10	2	0	24	9	3	7	0	6	3	5	3	11	5	9	4	11	7	5	9					
		0.56%	0.60%	0.38%	0.24%	0.36%	0.57%	0.27%	0.57%	0.60%	0.28%	0.35%	1.18%	0.17%	0.0%	1.88%	0.89%	0.42%	0.81%	0.0%	0.55%	0.61%	0.37%	0.22%	0.78%	0.46%	0.77%	0.35%	0.93%	1.23%	0.48%	1.56%					
