Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Зеленогорская городская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759					
1	"Число избирателей, внесенных в список избирателей"	54092	2073	2398	2664	2364	2500	2457	2486	2661	2376	2571	2247	2220	2393	2434	2425	2464	2266	2600	2847	2502	2926	2218					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50900	2000	2200	2500	2200	2400	2300	2300	2500	2200	2400	2100	2100	2200	2300	2300	2300	2100	2500	2700	2400	2800	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31437	1252	1399	1620	1305	1420	1323	1317	1632	1377	1421	1261	1421	1417	1577	1453	1483	1376	1623	1687	1389	1671	1013					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	649	34	50	44	29	47	37	26	38	27	25	20	24	23	15	32	11	27	28	16	29	32	35					
6	Число погашенных избирательных бюллетеней	18814	714	751	836	866	933	940	957	830	796	954	819	655	760	708	815	806	697	849	997	982	1097	1052					
7	Число избирательных бюллетеней в переносных ящиках для голосования	649	34	50	44	29	47	37	26	38	27	25	20	24	23	15	32	11	27	28	16	29	32	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31387	1251	1398	1620	1305	1417	1319	1315	1632	1375	1411	1261	1418	1417	1572	1451	1470	1375	1622	1685	1389	1671	1013					
9	Число недействительных избирательных бюллетеней	701	23	37	32	37	29	32	32	37	29	34	34	17	31	33	34	28	33	59	32	31	35	12					
10	Число действительных избирательных бюллетеней	31335	1262	1411	1632	1297	1435	1324	1309	1633	1373	1402	1247	1425	1409	1554	1449	1453	1369	1591	1669	1387	1668	1036					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	660	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	333	11	14	18	9	17	11	11	26	11	16	19	21	13	16	11	19	7	24	20	12	17	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	4	4	4	5	8	8	1	30	2	6	4	5	3	5	3	5	3	5	2	3	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	327	19	16	12	21	13	19	19	4	19	14	11	9	17	14	19	11	23	6	10	18	13	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	4	0	3	2	1	2	1	5	2	0	0	2	0	1	1	0	0	0	2	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4617	219	189	221	157	175	179	167	298	205	213	194	226	238	260	206	227	212	205	256	185	257	128					
