Выборы Президента Российской Федерации																																																																												
Дата голосования: 04.03.2012																																																																												
																																																																												
Наименование Избирательной комиссии:    Новосибирск, Заельцовская 																																																																												
																																																																												
Сводная таблица итогов голосования																																																																												
																																																																												
	Число участковых избирательных комиссий	65																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	65																																																																										
																																																																												
		Сумма	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600									
1	Число избирателей, включенных в список избирателей	114660	2544	621	429	2066	1824	1378	1951	1907	1458	1517	1801	1704	2073	2343	2114	1901	1474	1758	2146	2048	2112	1769	1947	1747	2184	2954	2363	2574	1885	1136	2215	2257	2152	1874	1367	1848	2046	1654	2048	1383	1037	2220	2784	522	1528	1301	1873	1740	1663	1503	173	1872	1634	1545	1767	2392	383	1553	1241	2400	1080	2038	2109	2243	1487									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	106930	2400	580	400	1900	1700	1200	1800	1800	1300	1300	1700	1600	1900	2200	1900	1800	1400	1600	2000	1900	2000	1600	1800	1600	2000	2800	2200	2500	1700	1100	2100	2100	2000	1700	1300	1800	1900	1600	1900	1300	1000	1900	2700	1000	1400	1200	1700	1600	1500	1300	600	1800	1500	1300	1600	2200	450	1400	1200	2300	1000	1900	1800	1900	1300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	68413	1545	342	149	1306	1218	925	1319	1290	979	1004	1221	1137	1363	1567	1456	1169	1029	1087	1352	1277	1290	1221	1284	921	1340	924	1551	1695	1133	715	1358	1415	1375	1090	826	1159	1274	1020	1330	884	625	1337	1614	168	756	663	1037	828	981	853	29	1106	980	1022	1006	1244	209	912	748	1440	588	1305	816	848	758									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2738	45	19	155	22	22	17	19	15	21	24	41	30	41	29	45	51	20	34	39	40	40	29	18	19	26	28	33	29	45	10	43	57	40	28	49	34	43	40	30	34	23	3	9	354	45	18	38	34	13	20	144	27	16	29	8	36	116	22	24	51	16	24	70	154	40									
6	Число погашенных избирательных бюллетеней	35779	810	219	96	572	460	258	462	495	300	272	438	433	496	604	399	580	351	479	609	583	670	350	498	660	634	1848	616	776	522	375	699	628	585	582	425	607	583	540	540	382	352	560	1077	478	599	519	625	738	506	427	427	667	504	249	586	920	125	466	428	809	396	571	914	898	502									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2737	45	19	155	22	22	17	19	15	21	24	41	30	41	29	45	51	20	34	39	40	40	29	18	19	26	28	33	29	44	10	43	57	40	28	49	34	43	40	30	34	23	3	9	354	45	18	38	34	13	20	144	27	16	29	8	36	116	22	24	51	16	24	70	154	40									
8	Число бюллетеней в стационарных ящиках для голосования	68263	1544	342	149	1305	1218	924	1319	1289	979	1004	1219	1134	1362	1566	1450	1055	1029	1086	1351	1277	1290	1221	1284	921	1340	924	1551	1692	1132	715	1357	1414	1375	1090	826	1159	1273	1020	1328	884	625	1337	1614	168	755	663	1036	828	980	853	29	1105	980	1021	1006	1242	209	912	748	1440	588	1304	816	848	758									
9	Число недействительных избирательных бюллетеней	913	29	6	2	19	11	11	15	22	11	9	15	16	19	17	18	17	13	10	12	17	16	20	17	11	7	6	12	13	13	10	13	18	23	14	8	23	15	15	27	8	9	27	31	6	9	19	28	14	14	8	1	17	10	13	14	16	13	12	5	16	11	16	7	9	10									
10	Число действительных избирательных бюллетеней	70087	1560	355	302	1308	1229	930	1323	1282	989	1019	1245	1148	1384	1578	1477	1089	1036	1110	1378	1300	1314	1230	1285	929	1359	946	1572	1708	1163	715	1387	1453	1392	1104	867	1170	1301	1045	1331	910	639	1313	1592	516	791	662	1046	848	979	865	172	1115	986	1037	1000	1262	312	922	767	1475	593	1312	879	993	788									
11	Число полученных открепительных  удостоверений	2570	55	25	5	40	35	30	40	50	35	30	30	40	40	50	30	50	40	40	40	30	40	35	40	30	75	50	60	75	40	40	50	50	40	35	20	30	40	30	45	20	30	150	150	0	30	20	40	30	20	30	0	50	30	40	40	40	5	30	30	45	20	45	50	35	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2061	40	14	0	38	24	21	39	40	26	21	21	40	30	43	28	37	29	34	38	23	37	29	35	30	60	50	49	67	33	23	46	40	35	28	16	28	32	23	43	18	25	98	95	0	21	13	31	29	8	27	0	43	29	35	30	28	5	22	21	35	10	38	47	33	30									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2196	19	34	89	34	28	64	38	30	96	98	38	25	44	28	41	28	52	30	53	27	19	23	24	28	37	29	68	29	29	21	21	27	34	22	29	19	26	42	19	54	20	54	29	67	18	13	12	13	20	27	24	47	40	20	36	31	20	26	18	29	14	18	48	35	21									
14	Число неиспользованных открепительных удостоверений	509	15	11	5	2	11	9	1	10	9	9	9	0	10	7	2	13	11	6	2	7	3	6	5	0	15	0	11	8	7	17	4	10	5	7	4	2	8	7	2	2	5	52	55	0	9	7	9	1	12	3	0	7	1	5	10	12	0	8	9	10	10	7	3	2	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	149	4	1	1	7	4	2	0	3	5	4	2	5	2	3	1	4	1	1	1	0	1	0	1	3	4	5	1	5	1	0	2	6	1	5	2	1	3	0	0	3	4	0	1	0	3	2	8	1	3	1	0	2	3	2	3	3	0	2	2	2	0	3	4	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																												
19	Жириновский Владимир Вольфович	4918	124	32	25	81	86	60	90	91	38	44	80	76	88	119	77	60	65	59	87	85	85	69	69	103	82	88	106	101	82	61	98	96	87	94	45	98	90	75	75	45	50	131	139	32	80	39	98	61	67	67	15	73	47	89	58	107	24	85	60	128	58	102	56	86	50									
		6.93%	7.80%	8.86%	8.22%	6.10%	6.94%	6.38%	6.73%	6.98%	3.80%	4.28%	6.35%	6.53%	6.27%	7.46%	5.15%	5.42%	6.20%	5.27%	6.26%	6.45%	6.39%	5.52%	5.30%	10.96%	6.00%	9.24%	6.69%	5.87%	6.97%	8.41%	7.00%	6.53%	6.15%	8.41%	5.14%	8.21%	6.84%	7.08%	5.52%	4.90%	7.72%	9.78%	8.56%	6.13%	10.00%	5.73%	9.12%	7.08%	6.75%	7.67%	8.67%	6.45%	4.72%	8.48%	5.72%	8.37%	7.38%	9.10%	7.77%	8.58%	9.60%	7.68%	6.32%	8.58%	6.27%									
20	Зюганов Геннадий Андреевич	16646	401	75	74	289	287	275	269	321	234	246	321	251	382	370	336	257	280	271	340	360	348	314	279	206	323	162	363	434	276	169	306	369	357	220	234	302	309	278	320	224	152	242	239	129	185	161	224	200	303	214	24	266	257	246	242	312	80	206	180	305	119	342	206	186	194									
		23.45%	25.24%	20.78%	24.34%	21.78%	23.15%	29.22%	20.10%	24.62%	23.40%	23.93%	25.48%	21.56%	27.23%	23.20%	22.47%	23.24%	26.69%	24.20%	24.46%	27.33%	26.17%	25.12%	21.43%	21.91%	23.65%	17.02%	22.92%	25.22%	23.47%	23.31%	21.86%	25.08%	25.23%	19.68%	26.74%	25.31%	23.48%	26.23%	23.56%	24.40%	23.46%	18.06%	14.73%	24.71%	23.13%	23.64%	20.86%	23.20%	30.51%	24.51%	13.87%	23.50%	25.80%	23.43%	23.87%	24.41%	24.62%	22.06%	23.32%	20.46%	19.70%	25.75%	23.25%	18.56%	24.31%									
21	Миронов Сергей Михайлович	2360	48	14	12	41	30	25	70	49	28	37	56	40	53	73	61	57	39	23	42	41	46	39	27	23	57	31	61	60	51	28	37	51	39	37	15	46	47	33	40	37	28	46	52	18	15	19	19	19	37	33	4	40	28	33	47	27	12	36	23	62	11	48	22	22	15									
		3.32%	3.02%	3.88%	3.95%	3.09%	2.42%	2.66%	5.23%	3.76%	2.80%	3.60%	4.44%	3.44%	3.78%	4.58%	4.08%	5.15%	3.72%	2.05%	3.02%	3.11%	3.46%	3.12%	2.07%	2.45%	4.17%	3.26%	3.85%	3.49%	4.34%	3.86%	2.64%	3.47%	2.76%	3.31%	1.71%	3.86%	3.57%	3.11%	2.95%	4.03%	4.32%	3.43%	3.20%	3.45%	1.88%	2.79%	1.77%	2.20%	3.73%	3.78%	2.31%	3.53%	2.81%	3.14%	4.64%	2.11%	3.69%	3.85%	2.98%	4.16%	1.82%	3.61%	2.48%	2.20%	1.88%									
22	Прохоров Михаил Дмитриевич	9463	101	45	17	171	157	119	224	189	180	143	180	227	182	230	227	140	162	209	194	211	172	195	289	119	159	117	215	241	161	79	202	198	166	160	99	176	199	117	209	112	104	290	222	40	67	55	119	75	154	93	7	193	143	148	122	151	12	97	94	130	52	113	98	125	66									
		13.33%	6.36%	12.47%	5.59%	12.89%	12.66%	12.65%	16.74%	14.49%	18.00%	13.91%	14.29%	19.50%	12.97%	14.42%	15.18%	12.66%	15.44%	18.66%	13.96%	16.02%	12.93%	15.60%	22.20%	12.66%	11.64%	12.29%	13.57%	14.00%	13.69%	10.90%	14.43%	13.46%	11.73%	14.31%	11.31%	14.75%	15.12%	11.04%	15.39%	12.20%	16.05%	21.64%	13.68%	7.66%	8.38%	8.08%	11.08%	8.70%	15.51%	10.65%	4.05%	17.05%	14.36%	14.10%	12.03%	11.82%	3.69%	10.39%	12.18%	8.72%	8.61%	8.51%	11.06%	12.48%	8.27%									
23	Путин Владимир Владимирович	36700	886	189	174	726	669	451	670	632	509	549	608	554	679	786	776	575	490	548	715	603	663	613	621	478	738	548	827	872	593	378	744	739	743	593	474	548	656	542	687	492	305	604	940	297	444	388	586	493	418	458	122	543	511	521	531	665	184	498	410	850	353	707	497	574	463									
