Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Гусь-Хрустальная городская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	54781	2722	2686	1402	1204	2527	1261	1112	2600	1766	810	2680	1492	1065	2718	1354	2521	1098	1615	1133	2682	1128	2566	1398	1214	2642	1497	2605	2631	1529	1123									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39150	1950	1900	1000	850	1800	900	800	1850	1250	600	1900	1050	800	1900	950	1800	800	1100	800	1900	800	1850	1000	900	1900	1100	1850	1900	1100	850									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16219	650	812	486	365	697	364	334	649	495	249	785	371	229	730	391	641	321	508	419	893	359	791	570	356	824	473	887	886	433	251									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	974	22	31	28	21	38	21	15	73	22	25	23	26	31	76	16	30	17	43	12	33	25	40	47	14	39	16	31	15	56	88									
6	Число погашенных избирательных бюллетеней	21957	1278	1057	486	464	1065	515	451	1128	733	326	1092	653	540	1094	543	1129	462	549	369	974	416	1019	383	530	1037	611	932	999	611	511									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	974	22	31	28	21	38	21	15	73	22	25	23	26	31	76	16	30	17	43	12	33	25	40	47	14	39	16	31	15	56	88									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16215	650	812	485	365	697	364	334	649	495	249	785	370	229	730	391	641	321	508	419	892	359	791	570	356	824	473	887	885	433	251									
9	Число недействительных избирательных бюллетеней	369	17	20	10	3	8	9	5	18	11	3	20	12	4	16	7	13	3	9	7	21	10	15	20	7	25	10	27	16	20	3									
10	Число действительных избирательных бюллетеней	16820	655	823	503	383	727	376	344	704	506	271	788	384	256	790	400	658	335	542	424	904	374	816	597	363	838	479	891	884	469	336									
