Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Новошешминская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331					
1	"Число избирателей, внесенных в список избирателей"	11562	313	488	389	306	386	173	640	529	98	82	489	120	430	837	759	947	746	533	99	498	554	126	324	586	437	434	239					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11723	317	494	398	307	392	174	648	539	101	85	492	121	439	841	767	959	761	543	100	504	560	129	330	594	444	441	243					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11060	301	467	358	294	361	172	615	524	97	82	459	119	415	761	733	880	723	518	98	462	543	123	319	572	414	422	228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	363	11	20	29	10	24	0	21	0	1	0	28	0	10	58	8	14	15	14	0	34	10	3	4	7	20	11	11					
6	Число погашенных избирательных бюллетеней	300	5	7	11	3	7	2	12	15	3	3	5	2	14	22	26	65	23	11	2	8	7	3	7	15	10	8	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	363	11	20	29	10	24	0	21	0	1	0	28	0	10	58	8	14	15	14	0	34	10	3	4	7	20	11	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11060	301	467	358	294	361	172	615	524	97	82	459	119	415	761	733	880	723	518	98	462	543	123	319	572	414	422	228					
9	Число недействительных избирательных бюллетеней	23	1	0	0	5	0	0	4	0	0	0	0	0	0	4	5	0	2	0	0	0	0	0	0	2	0	0	0					
10	Число действительных избирательных бюллетеней	11400	311	487	387	299	385	172	632	524	98	82	487	119	425	815	736	894	736	532	98	496	553	126	323	577	434	433	239					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	200	5	8	7	5	7	3	11	9	2	1	8	2	7	14	13	17	13	9	2	9	10	2	6	10	8	8	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	54	1	0	6	0	0	0	4	3	1	1	8	0	2	4	1	1	1	5	2	3	5	0	1	0	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	2	0	1	4	0	0	5	2	0	0	4	2	1	2	3	5	0	0	1	0	3	0	1	1	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	146	4	8	1	5	7	3	7	6	1	0	0	2	5	10	12	16	12	4	0	6	5	2	5	10	3	8	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	86	0	1	0	2	2	0	4	1	0	0	2	2	6	8	8	14	31	0	0	3	0	0	1	1	0	0	0					
		0.75%	0.00%	0.21%	0.00%	0.66%	0.52%	0.00%	0.63%	0.19%	0.00%	0.00%	0.41%	1.68%	1.41%	0.98%	1.08%	1.57%	4.20%	0.00%	0.00%	0.60%	0.00%	0.00%	0.31%	0.17%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	99	1	0	1	11	2	1	2	1	1	0	2	0	22	22	9	12	7	0	0	1	2	0	1	1	0	0	0					
		0.87%	0.32%	0.00%	0.26%	3.62%	0.52%	0.58%	0.31%	0.19%	1.02%	0.00%	0.41%	0.00%	5.18%	2.69%	1.21%	1.34%	0.95%	0.00%	0.00%	0.20%	0.36%	0.00%	0.31%	0.17%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	147	2	3	1	4	5	1	12	2	1	1	7	1	8	15	15	26	20	2	1	2	4	1	2	2	4	1	4					
		1.29%	0.64%	0.62%	0.26%	1.32%	1.30%	0.58%	1.89%	0.38%	1.02%	1.22%	1.44%	0.84%	1.88%	1.83%	2.02%	2.91%	2.71%	0.38%	1.02%	0.40%	0.72%	0.79%	0.62%	0.35%	0.92%	0.23%	1.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	0	0	0	1	0	0	3	0	0	2	0	0	0	3	2	5	2	0	0	1	0	0	0	0	0	0	0					
		0.17%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.47%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.37%	0.27%	0.56%	0.27%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11037	308	483	385	280	376	170	609	520	96	79	476	116	389	765	701	836	674	530	97	486	547	125	319	573	430	432	235					
		96.62%	98.72%	99.18%	99.48%	92.11%	97.66%	98.84%	95.75%	99.24%	97.96%	96.34%	97.74%	97.48%	91.53%	93.41%	94.60%	93.51%	91.33%	99.62%	98.98%	97.98%	98.92%	99.21%	98.76%	98.96%	99.08%	99.77%	98.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	10	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	1	1	0	0	3	0	0	0	0	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%	0.11%	0.14%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
