Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Новошешминская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344					
1	"Число избирателей, внесенных в списки избирателей"	10845	290	508	369	314	373	173	628	505	103	84	445	121	380	731	621	870	659	514	94	461	549	130	297	547	448	213	418					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10816	289	507	370	313	379	174	622	507	103	83	444	121	377	723	615	847	655	515	94	467	551	133	297	549	446	213	422					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10318	276	474	343	295	350	173	610	500	103	83	413	118	367	661	602	809	639	476	91	426	532	118	294	528	422	207	408					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	391	13	33	24	16	22	0	12	0	0	0	29	3	6	54	3	12	12	37	2	33	16	10	3	13	22	6	10					
6	Число погашенных избирательных бюллетеней	107	0	0	3	2	7	1	0	7	0	0	2	0	4	8	10	26	4	2	1	8	3	5	0	8	2	0	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	391	13	33	24	16	22	0	12	0	0	0	29	3	6	54	3	12	12	37	2	33	16	10	3	13	22	6	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10318	276	474	343	295	350	173	610	500	103	83	413	118	367	661	602	809	639	476	91	426	532	118	294	528	422	207	408					
9	Число недействительных избирательных бюллетеней	81	0	2	0	18	0	0	21	0	0	0	1	1	4	12	8	1	10	0	0	2	0	0	1	0	0	0	0					
10	Число действительных избирательных бюллетеней	10628	289	505	367	293	372	173	601	500	103	83	441	120	369	703	597	820	641	513	93	457	548	128	296	541	444	213	418					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	5	9	6	5	7	3	11	9	2	2	8	2	8	15	13	17	13	9	2	8	10	2	5	10	8	4	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	91	1	2	1	0	7	1	4	2	0	1	6	2	6	9	13	4	13	4	1	6	2	2	0	2	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	97	2	6	1	3	1	1	15	2	1	2	6	2	1	6	3	17	7	5	1	3	3	1	2	0	4	1	1					
