Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Кулебакская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173					
1	"Число избирателей, внесенных в списки избирателей"	44329	899	995	1301	1029	1178	1215	985	942	1370	2103	1194	1093	367	1134	811	869	918	1012	1189	893	976	996	585	1387	980	189	1402	1737	1718	186	270	848	1175	1503	1002	1576	1433	845	1383	272	185	663	1521					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43000	880	970	1270	1000	1150	1180	950	920	1330	2000	1160	1060	320	1120	780	830	900	980	1160	880	950	960	560	1350	950	180	1370	1700	1650	170	250	830	1150	1470	1000	1500	1400	820	1350	250	170	630	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22845	521	472	714	601	655	690	530	540	746	1170	591	628	143	557	350	440	438	519	597	404	497	397	270	673	466	93	731	861	711	77	161	457	537	710	510	800	747	512	659	132	90	312	1136					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2483	58	44	68	22	38	29	39	31	27	44	29	20	41	40	77	59	110	61	53	51	45	73	53	57	28	15	63	72	211	51	43	56	104	106	44	79	56	143	101	47	13	61	21					
6	Число погашенных избирательных бюллетеней	17672	301	454	488	377	457	461	381	349	557	786	540	412	136	523	353	331	352	400	510	425	408	490	237	620	456	72	576	767	728	42	46	317	509	654	446	621	597	165	590	71	67	257	343					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2483	58	44	68	22	38	29	39	31	27	44	29	20	41	40	77	59	110	61	53	51	45	73	53	57	28	15	63	72	211	51	43	56	104	106	44	79	56	143	101	47	13	61	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22845	521	472	714	601	655	690	530	540	746	1170	591	628	143	557	350	440	438	519	597	404	497	397	270	673	466	93	731	861	711	77	161	457	537	710	510	800	747	512	659	132	90	312	1136					
9	Число недействительных избирательных бюллетеней	163	2	8	1	4	5	2	2	5	8	7	3	7	0	5	1	0	5	0	2	0	1	3	2	4	9	0	4	4	4	3	2	0	5	0	2	12	5	2	5	0	1	6	22					
10	Число действительных избирательных бюллетеней	25165	577	508	781	619	688	717	567	566	765	1207	617	641	184	592	426	499	543	580	648	455	541	467	321	726	485	108	790	929	918	125	202	513	636	816	552	867	798	653	755	179	102	367	1135					
